	TVF.2004.Loc4.D10.Rep1.414474	sp1565.486407	sp0193.486346	SE.20100928.GY.NF008.BC.093.a.673660	E3E04.826190	sp1017.486420	ANT04.S2M1.607431	UQ288.591065	sp0759.486364	nest.WY.2008.3.712186.739059	SE.20101009.GY.ALTFF002.BC.225.415346	1204BCDNA.486523	Zambon.Leftpalm.983763	H55Kc.735962	Myr.tri.Seat.4.03H10.653706	10.8.12.rk.st.0800.1123130	EM086.441698	C.3037.01.S1.405123	NA.15.T0.830848	soil1.T3U1.536591	SSBE21Aug08.618423	Turkey.Stool.983766	TBH12Aug08.618303	P.Dois.Rios.SB.414865	H60Do.735986	SPM1x040108.142616	L08A095.799873	F31Forr.140586	B.2004.01.S1.405609	PM8x30308.142380	TS152.2.299097	SPM1x030408.142594	S00305.543918	must.18.1128116	F32Hair.140769	CBE09Aug07.617917	TS1.2.299121	HI.20.35e.2.281673	FL.3.26a.1.281867	cf1170.632724	FL.3.32a.3.281781	M11Nstl.140810	21.ill.mucosa.WT.676371	Calh5.385340	CU3258.141544	50.col.lumen.TG.676359	fut2negative.day56.70.Regular.1004900	cf1126.633182	6b3f4f4e221ccf8bbfc57e52791ed288	42265f3f55dd9c4c9b4feaee53b1f4fc	mf2188.633126	9f400082bffeb4494d4497ef084ffe94	B26.737560	75f78e4c6e0dc6e4a62f570c1bc9a339	b76ecf3dd46fcab94418c68c6fcd8ada	920cce1ef960ffc7343eb5628636a37e	bb08145b2a3724c42967dc2dbdab5c3b	ME10May08EB1R1.486639	4d366f8db0835339ed3c686415599480	WT07L.478428
SE.20101009.GY.ALTFF002.BC.225.415346	0.552405	0.740675	0.776643	0.600185	0.482922	0.657186	0.588647	0.659323	0.742287	0.735011	0.0	0.584846	0.933204	0.532398	0.528229	0.864984	0.837226	0.962989	0.767973	0.535063	0.427246	0.80011	0.583437	0.356288	0.583215	0.71735	0.584933	0.703482	0.755607	0.753722	0.792978	0.774652	0.79627	0.676996	0.677591	0.567309	0.810316	0.593049	0.594121	0.857843	0.551795	0.577624	0.757744	0.551609	0.596376	0.91763	0.953727	0.758659	0.473699	0.461379	0.742229	0.510412	0.490106	1.113622	0.742838	0.373466	0.578867	0.734239	0.566976	0.803177
1204BCDNA.486523	0.694199	0.562605	0.532521	0.665249	0.700172	0.48226	0.465421	0.743073	0.438463	0.626251	0.584846	0.0	0.883358	0.72634	0.733181	0.815138	0.78738	0.913143	0.859831	0.612845	0.60079	0.758684	0.601645	0.568596	0.690909	0.738356	0.501129	0.866192	0.776613	0.774728	0.743132	0.724806	0.888128	0.852216	0.841841	0.673543	0.76047	0.703847	0.715689	0.949701	0.657523	0.74379	0.849602	0.651363	0.473832	0.867784	0.903881	0.779665	0.654301	0.585185	0.697001	0.67537	0.520672	1.284482	0.905548	0.53808	0.557671	0.675369	0.729686	0.733635
Zambon.Leftpalm.983763	0.930077	0.742875	0.655143	1.036751	0.96006	0.841742	0.813319	0.960755	0.891613	0.796543	0.933204	0.883358	0.0	0.908412	0.902401	0.585044	0.733774	0.625861	0.910075	0.916391	0.988376	0.712262	0.843527	0.838146	0.952071	0.749616	0.802469	1.015266	0.892163	0.7984	0.821112	0.694816	0.888102	1.03483	1.002501	0.945573	0.89615	0.987487	0.962727	1.042343	0.935555	0.909752	0.951294	0.935369	0.819044	0.596504	0.603283	0.817825	0.960517	0.863061	0.729083	0.94375	0.817976	1.552644	1.053684	0.946928	0.999385	0.853497	0.918168	0.540929
H55Kc.735962	0.637251	0.839841	0.860325	0.710361	0.433636	0.778252	0.620139	0.729017	0.852995	0.790531	0.532398	0.72634	0.908412	0.0	0.460655	0.892736	0.864978	1.059179	0.690273	0.646987	0.606252	0.688548	0.685041	0.50513	0.605709	0.745102	0.564903	0.676418	0.783359	0.745952	0.82073	0.802404	0.625508	0.742622	0.681511	0.627223	0.838068	0.676963	0.670501	0.866765	0.608703	0.510082	0.68145	0.608517	0.628526	0.876018	0.983765	0.699283	0.584867	0.609513	0.648111	0.504066	0.560774	1.23435	0.76221	0.434086	0.648327	0.770835	0.554528	0.896097
Myr.tri.Seat.4.03H10.653706	0.655888	0.860256	0.88209	0.732816	0.348373	0.794497	0.64718	0.747654	0.859836	0.806882	0.528229	0.733181	0.902401	0.460655	0.0	0.885417	0.857659	1.07553	0.686598	0.665624	0.596479	0.702915	0.661184	0.521481	0.578816	0.741505	0.682136	0.709343	0.77604	0.763265	0.813411	0.798807	0.714463	0.756299	0.73339	0.64586	0.830749	0.6956	0.689138	0.868226	0.621988	0.537767	0.717489	0.612706	0.670905	0.917963	0.97416	0.721594	0.57637	0.619108	0.654146	0.566407	0.561889	1.248563	0.754891	0.516733	0.654412	0.789472	0.565985	0.894388
10.8.12.rk.st.0800.1123130	0.852673	0.816359	0.807859	0.976911	0.941552	0.773522	0.765681	0.913355	0.823393	0.804193	0.864984	0.815138	0.585044	0.892736	0.885417	0.0	0.300426	0.758851	0.630577	0.844713	0.918994	0.562414	0.750713	0.75967	0.710157	0.379358	0.742629	0.950294	0.472749	0.466432	0.406384	0.338664	0.702606	1.016322	0.977583	0.907953	0.475136	0.897045	0.870741	0.574687	0.903227	0.840916	0.573628	0.903041	0.79485	0.4386	0.517133	0.605879	0.938995	0.794411	0.530395	0.830638	0.793782	1.484424	0.66785	0.878708	0.973291	0.797071	0.735	0.749361
EM086.441698	0.824915	0.788601	0.780101	0.949153	0.913794	0.745764	0.737923	0.885597	0.795635	0.776435	0.837226	0.78738	0.733774	0.864978	0.857659	0.300426	0.0	0.750701	0.550475	0.816955	0.891236	0.647252	0.722955	0.731912	0.698323	0.400986	0.714871	0.922536	0.399969	0.43139	0.374134	0.332646	0.704412	0.988564	0.949825	0.880195	0.405704	0.869287	0.842983	0.564231	0.875469	0.813158	0.538478	0.875283	0.767092	0.503272	0.501011	0.585807	0.911237	0.766653	0.494543	0.80288	0.766024	1.456666	0.552824	0.85095	0.945533	0.769313	0.707242	0.732315
C.3037.01.S1.405123	0.978646	0.77266	0.695594	1.077202	1.056095	0.871527	0.884796	1.025076	0.921398	0.843996	0.962989	0.913143	0.625861	1.059179	1.07553	0.758851	0.750701	0.0	1.048918	0.954148	1.016999	0.928075	0.911996	0.866819	1.001316	0.833631	0.84292	1.093759	0.953414	0.840129	0.810087	0.748089	1.083969	1.114327	1.089304	1.019674	0.833041	1.008766	0.982462	1.088344	1.012662	1.009645	1.010899	1.012476	0.897427	0.689543	0.616606	0.857424	1.039286	0.899274	0.776024	1.008551	0.894073	1.582429	1.108095	0.976713	1.08044	0.906506	0.932233	0.627792
NA.15.T0.830848	0.691674	0.931904	0.846278	0.80926	0.834491	0.889067	0.68964	0.767294	0.938938	0.850262	0.767973	0.859831	0.910075	0.690273	0.686598	0.630577	0.550475	1.048918	0.0	0.687342	0.821983	0.753479	0.718064	0.660979	0.614752	0.441763	0.786686	0.757775	0.446888	0.439487	0.498539	0.498717	0.521855	0.919311	0.81746	0.710056	0.506569	0.78173	0.710342	0.514902	0.742982	0.668457	0.398647	0.704424	0.778717	0.753349	0.798136	0.52978	0.786866	0.676956	0.641996	0.713183	0.709691	1.387413	0.398663	0.781697	0.812782	0.74284	0.606829	0.938084
soil1.T3U1.536591	0.435926	0.73397	0.705328	0.619814	0.662971	0.693251	0.548336	0.554142	0.728366	0.676876	0.535063	0.612845	0.916391	0.646987	0.665624	0.844713	0.816955	0.954148	0.687342	0.0	0.604329	0.815453	0.572272	0.429989	0.564042	0.697079	0.540156	0.736021	0.735336	0.730083	0.772707	0.754381	0.772599	0.760187	0.69608	0.495122	0.790045	0.489316	0.462006	0.837572	0.429738	0.599477	0.737473	0.436682	0.619947	0.897359	0.935742	0.711704	0.616302	0.474964	0.736902	0.567833	0.533031	1.206335	0.732619	0.498801	0.589842	0.618234	0.607193	0.793536
SSBE21Aug08.618423	0.605347	0.741323	0.835387	0.679663	0.51804	0.640902	0.668453	0.707593	0.802467	0.789021	0.427246	0.60079	0.988376	0.606252	0.596479	0.918994	0.891236	1.016999	0.821983	0.604329	0.0	0.863702	0.471395	0.467654	0.597619	0.77136	0.656891	0.699224	0.809617	0.807732	0.846988	0.828662	0.851442	0.6739	0.678067	0.561621	0.864326	0.649771	0.648131	0.911853	0.600065	0.610516	0.811754	0.599879	0.562534	0.97164	1.007737	0.812669	0.275979	0.568639	0.802019	0.569864	0.50962	1.168178	0.796848	0.361772	0.580343	0.748643	0.620986	0.822389
Turkey.Stool.983766	0.853119	0.840721	0.866765	0.907419	0.7691	0.783302	0.636603	0.914401	0.870757	0.864195	0.80011	0.758684	0.712262	0.688548	0.702915	0.562414	0.647252	0.928075	0.753479	0.815453	0.863702	0.0	0.673879	0.70975	0.753651	0.617882	0.733625	0.937242	0.738923	0.645414	0.67216	0.563082	0.487574	0.976608	0.973411	0.882875	0.714928	0.901131	0.886369	0.873243	0.890445	0.792764	0.704954	0.890259	0.750618	0.585142	0.756309	0.695439	0.894763	0.765755	0.449535	0.78195	0.74955	1.449924	0.88917	0.809216	0.929059	0.824295	0.782116	0.816227
TBH12Aug08.618303	0.619808	0.64291	0.730046	0.71116	0.685083	0.567761	0.598086	0.675818	0.730708	0.698628	0.583437	0.601645	0.843527	0.685041	0.661184	0.750713	0.722955	0.911996	0.718064	0.572272	0.471395	0.673879	0.0	0.492193	0.599474	0.662559	0.588848	0.723205	0.692848	0.683873	0.704463	0.694105	0.708489	0.745493	0.719228	0.61674	0.721801	0.687436	0.676844	0.82084	0.647692	0.665801	0.720741	0.647506	0.595407	0.799637	0.835734	0.703028	0.591388	0.559994	0.66303	0.614717	0.568001	1.243573	0.775847	0.561475	0.673788	0.663316	0.645279	0.700848
P.Dois.Rios.SB.414865	0.456669	0.664593	0.687443	0.572955	0.509744	0.603004	0.536571	0.548653	0.678763	0.640501	0.356288	0.568596	0.838146	0.50513	0.521481	0.75967	0.731912	0.866819	0.660979	0.429989	0.467654	0.70975	0.492193	0.0	0.500127	0.612036	0.533111	0.615592	0.650293	0.636212	0.687664	0.669338	0.69664	0.623134	0.593947	0.496887	0.705002	0.474021	0.475067	0.752529	0.479679	0.494608	0.65243	0.479493	0.55042	0.812316	0.848413	0.650825	0.497783	0.364801	0.649963	0.461474	0.468368	1.067386	0.651618	0.432648	0.529559	0.625565	0.476596	0.728039
H60Do.735986	0.573286	0.772592	0.81941	0.730148	0.632489	0.742927	0.693094	0.711086	0.746684	0.705244	0.583215	0.690909	0.952071	0.605709	0.578816	0.710157	0.698323	1.001316	0.614752	0.564042	0.597619	0.753651	0.599474	0.500127	0.0	0.565011	0.700362	0.648357	0.616704	0.600501	0.618793	0.630967	0.671939	0.717063	0.693742	0.612088	0.673033	0.562962	0.576634	0.708376	0.520554	0.568815	0.608277	0.514898	0.728143	0.768677	0.81431	0.608546	0.657226	0.593066	0.6409	0.560117	0.616581	1.213159	0.601287	0.534239	0.631978	0.710262	0.510597	0.849338
SPM1x040108.142616	0.700467	0.810429	0.801929	0.829277	0.793918	0.767592	0.688899	0.763435	0.817463	0.777535	0.71735	0.738356	0.749616	0.745102	0.741505	0.379358	0.400986	0.833631	0.441763	0.697079	0.77136	0.617882	0.662559	0.612036	0.565011	0.0	0.715971	0.80266	0.320685	0.278874	0.325362	0.177442	0.552084	0.868688	0.827663	0.758033	0.39667	0.749411	0.718535	0.433617	0.755593	0.68871	0.381542	0.755407	0.718068	0.572808	0.611345	0.443229	0.791361	0.646777	0.489811	0.683004	0.646148	1.33679	0.436872	0.731074	0.825657	0.709925	0.55429	0.791775
L08A095.799873	0.649968	0.579784	0.548584	0.606244	0.568497	0.513847	0.45211	0.684816	0.57327	0.565894	0.584933	0.501129	0.802469	0.564903	0.682136	0.742629	0.714871	0.84292	0.786686	0.540156	0.656891	0.733625	0.588848	0.533111	0.700362	0.715971	0.0	0.829233	0.754228	0.751503	0.731111	0.712785	0.846999	0.830093	0.777456	0.664872	0.748449	0.692322	0.641732	0.916952	0.67769	0.699205	0.816853	0.638886	0.544957	0.795275	0.831372	0.7489	0.679572	0.547128	0.680362	0.589907	0.523917	1.270407	0.832403	0.477513	0.719988	0.612898	0.696937	0.70414
F31Forr.140586	0.695063	0.888337	0.938065	0.869401	0.77	0.720624	0.773633	0.761747	0.945299	0.854599	0.703482	0.866192	1.015266	0.676418	0.709343	0.950294	0.922536	1.093759	0.757775	0.736021	0.699224	0.937242	0.723205	0.615592	0.648357	0.80266	0.829233	0.0	0.840917	0.793578	0.878288	0.859962	0.824826	0.382464	0.498595	0.667205	0.895626	0.728607	0.713731	0.924323	0.665947	0.548084	0.78651	0.645655	0.709462	0.937508	1.039037	0.662983	0.725047	0.687001	0.853605	0.679192	0.707918	1.297482	0.819768	0.717206	0.706897	0.720793	0.650048	0.974585
B.2004.01.S1.405609	0.738724	0.848686	0.840186	0.867534	0.832175	0.805849	0.727156	0.801692	0.85572	0.815792	0.755607	0.776613	0.892163	0.783359	0.77604	0.472749	0.399969	0.953414	0.446888	0.735336	0.809617	0.738923	0.692848	0.650293	0.616704	0.320685	0.754228	0.840917	0.0	0.385825	0.372773	0.408965	0.631759	0.906945	0.86592	0.79629	0.354129	0.787668	0.756792	0.446164	0.79385	0.726967	0.456745	0.793664	0.756325	0.701579	0.64902	0.539268	0.829618	0.685034	0.574096	0.721261	0.684405	1.375047	0.396379	0.769331	0.863914	0.748182	0.592547	0.857064
PM8x30308.142380	0.732871	0.846801	0.837461	0.864809	0.82024	0.803964	0.689749	0.796439	0.853835	0.813067	0.753722	0.774728	0.7984	0.745952	0.763265	0.466432	0.43139	0.840129	0.439487	0.730083	0.807732	0.645414	0.683873	0.636212	0.600501	0.278874	0.751503	0.793578	0.385825	0.0	0.39486	0.299362	0.578776	0.90506	0.863195	0.793565	0.473488	0.779923	0.751539	0.511713	0.788597	0.714192	0.417754	0.788411	0.7536	0.528992	0.548371	0.425603	0.826893	0.682309	0.419069	0.718536	0.68168	1.373162	0.542614	0.767446	0.861189	0.745457	0.594864	0.818097
TS152.2.299097	0.778381	0.815205	0.806705	0.904905	0.869546	0.772368	0.693675	0.839063	0.822239	0.792675	0.792978	0.743132	0.821112	0.82073	0.813411	0.406384	0.374134	0.810087	0.498539	0.772707	0.846988	0.67216	0.704463	0.687664	0.618793	0.325362	0.731111	0.878288	0.372773	0.39486	0.0	0.317552	0.659562	0.944316	0.903291	0.833661	0.270414	0.825039	0.796449	0.543793	0.831221	0.766624	0.489794	0.831035	0.722844	0.613558	0.626385	0.483173	0.866989	0.722405	0.451199	0.758632	0.721776	1.412418	0.561254	0.806702	0.901285	0.725065	0.646456	0.799411
SPM1x030408.142594	0.760055	0.796879	0.788379	0.886579	0.85122	0.754042	0.675349	0.820737	0.803913	0.774349	0.774652	0.724806	0.694816	0.802404	0.798807	0.338664	0.332646	0.748089	0.498717	0.754381	0.828662	0.563082	0.694105	0.669338	0.630967	0.177442	0.712785	0.859962	0.408965	0.299362	0.317552	0.0	0.611672	0.92599	0.884965	0.815335	0.375268	0.806713	0.778123	0.528661	0.812895	0.748298	0.455382	0.812709	0.704518	0.493452	0.525209	0.488755	0.848663	0.704079	0.445945	0.740306	0.70345	1.394092	0.530358	0.788376	0.882959	0.706739	0.62813	0.754053
S00305.543918	0.778827	0.960201	0.943321	0.899817	0.831818	0.917364	0.780575	0.812391	0.967235	0.901561	0.79627	0.888128	0.888102	0.625508	0.714463	0.702606	0.704412	1.083969	0.521855	0.772599	0.851442	0.487574	0.708489	0.69664	0.671939	0.552084	0.846999	0.824826	0.631759	0.578776	0.659562	0.611672	0.0	0.916638	0.854137	0.797209	0.688754	0.841409	0.812077	0.627225	0.791763	0.686196	0.495922	0.791577	0.823814	0.735452	0.846545	0.582979	0.823081	0.723841	0.580735	0.753544	0.746408	1.41571	0.694922	0.809994	0.857377	0.841045	0.651856	0.964089
must.18.1128116	0.734433	0.878531	0.938925	0.861921	0.721008	0.710818	0.821891	0.841351	0.935493	0.908465	0.676996	0.852216	1.03483	0.742622	0.756299	1.016322	0.988564	1.114327	0.919311	0.760187	0.6739	0.976608	0.745493	0.623134	0.717063	0.868688	0.830093	0.382464	0.906945	0.90506	0.944316	0.92599	0.916638	0.0	0.675049	0.771291	0.961654	0.770795	0.752831	1.009181	0.755939	0.758174	0.909082	0.755753	0.85326	1.068968	1.105065	0.909997	0.765883	0.707337	0.869407	0.747578	0.759742	1.262516	0.894176	0.69072	0.819547	0.845971	0.718314	0.999787
F32Hair.140769	0.664908	0.855646	0.897822	0.841668	0.746695	0.754541	0.791908	0.72428	0.920948	0.846942	0.677591	0.841841	1.002501	0.681511	0.73339	0.977583	0.949825	1.089304	0.81746	0.69608	0.678067	0.973411	0.719228	0.593947	0.693742	0.827663	0.777456	0.498595	0.86592	0.863195	0.903291	0.884965	0.854137	0.675049	0.0	0.455558	0.920629	0.713018	0.675766	0.968156	0.626448	0.375077	0.868057	0.585016	0.691393	1.032515	1.070898	0.711634	0.711148	0.664782	0.887488	0.662895	0.694019	1.290091	0.844771	0.669283	0.588106	0.608482	0.677289	0.972478
CBE09Aug07.617917	0.48699	0.805562	0.77275	0.698778	0.681447	0.747911	0.659316	0.6029	0.827178	0.74272	0.567309	0.673543	0.945573	0.627223	0.64586	0.907953	0.880195	1.019674	0.710056	0.495122	0.561621	0.882875	0.61674	0.496887	0.612088	0.758033	0.664872	0.667205	0.79629	0.793565	0.833661	0.815335	0.797209	0.771291	0.455558	0.0	0.850999	0.597294	0.521282	0.898526	0.480988	0.440167	0.798427	0.39553	0.584329	0.962885	1.001268	0.65485	0.551694	0.568824	0.804324	0.581765	0.565917	1.217439	0.733085	0.524889	0.443416	0.49932	0.607659	0.834106
TS1.2.299121	0.795719	0.832543	0.824043	0.922243	0.886884	0.789706	0.711013	0.856401	0.839577	0.810013	0.810316	0.76047	0.89615	0.838068	0.830749	0.475136	0.405704	0.833041	0.506569	0.790045	0.864326	0.714928	0.721801	0.705002	0.673033	0.39667	0.748449	0.895626	0.354129	0.473488	0.270414	0.375268	0.688754	0.961654	0.920629	0.850999	0.0	0.842377	0.813787	0.536749	0.848559	0.783962	0.529612	0.848373	0.740182	0.68041	0.685783	0.583153	0.884327	0.739743	0.501523	0.77597	0.739114	1.429756	0.532346	0.82404	0.918623	0.742403	0.663794	0.833069
HI.20.35e.2.281673	0.539922	0.819648	0.81848	0.745968	0.692947	0.796659	0.712872	0.665768	0.788928	0.71259	0.593049	0.703847	0.987487	0.676963	0.6956	0.897045	0.869287	1.008766	0.78173	0.489316	0.649771	0.901131	0.687436	0.474021	0.562962	0.749411	0.692322	0.728607	0.787668	0.779923	0.825039	0.806713	0.841409	0.770795	0.713018	0.597294	0.842377	0.0	0.516982	0.889904	0.422772	0.631837	0.789805	0.51393	0.724701	0.951977	0.99036	0.770032	0.666214	0.583226	0.82258	0.616373	0.627541	1.231525	0.766519	0.560281	0.63389	0.746218	0.599037	0.89915
FL.3.26a.1.281867	0.203418	0.809056	0.75012	0.702272	0.684941	0.786067	0.620754	0.55566	0.80077	0.721448	0.594121	0.715689	0.962727	0.670501	0.689138	0.870741	0.842983	0.982462	0.710342	0.462006	0.648131	0.886369	0.676844	0.475067	0.576634	0.718535	0.641732	0.713731	0.756792	0.751539	0.796449	0.778123	0.812077	0.752831	0.675766	0.521282	0.813787	0.516982	0.0	0.859028	0.518216	0.588969	0.758929	0.452652	0.719783	0.925673	0.964056	0.734704	0.659752	0.563848	0.796276	0.589775	0.621079	1.213561	0.693587	0.553695	0.63374	0.675906	0.568161	0.872846
