	TVF.2004.Loc4.D10.Rep1.414474	sp1565.486407	sp0193.486346	SE.20100928.GY.NF008.BC.093.a.673660	E3E04.826190	sp1017.486420	ANT04.S2M1.607431	UQ288.591065	sp0759.486364	nest.WY.2008.3.712186.739059	SE.20101009.GY.ALTFF002.BC.225.415346	1204BCDNA.486523	Zambon.Leftpalm.983763	H55Kc.735962	Myr.tri.Seat.4.03H10.653706	10.8.12.rk.st.0800.1123130	EM086.441698	C.3037.01.S1.405123	NA.15.T0.830848	soil1.T3U1.536591	SSBE21Aug08.618423	Turkey.Stool.983766	TBH12Aug08.618303	P.Dois.Rios.SB.414865	H60Do.735986	SPM1x040108.142616	L08A095.799873	F31Forr.140586	B.2004.01.S1.405609	PM8x30308.142380	TS152.2.299097	SPM1x030408.142594	S00305.543918	must.18.1128116	F32Hair.140769	CBE09Aug07.617917	TS1.2.299121	HI.20.35e.2.281673	FL.3.26a.1.281867	cf1170.632724	FL.3.32a.3.281781	M11Nstl.140810	21.ill.mucosa.WT.676371	Calh5.385340	CU3258.141544	50.col.lumen.TG.676359	fut2negative.day56.70.Regular.1004900	cf1126.633182	6b3f4f4e221ccf8bbfc57e52791ed288	42265f3f55dd9c4c9b4feaee53b1f4fc	mf2188.633126	9f400082bffeb4494d4497ef084ffe94	B26.737560	75f78e4c6e0dc6e4a62f570c1bc9a339	b76ecf3dd46fcab94418c68c6fcd8ada	920cce1ef960ffc7343eb5628636a37e	bb08145b2a3724c42967dc2dbdab5c3b	ME10May08EB1R1.486639	4d366f8db0835339ed3c686415599480	WT07L.478428
cf1170.632724	0.840279	1.0167	0.974805	0.825134	0.814213	1.005102	0.867776	0.833075	0.931134	0.935117	0.772826	0.889928	1.19926	0.872939	0.758349	1.012592	0.748066	1.138956	0.65132	0.913133	0.875764	0.756756	0.819837	0.786156	0.721841	0.483286	0.874849	0.871389	0.697527	0.743415	0.65097	0.593677	0.756512	0.948322	0.927143	0.845738	0.409319	0.841399	0.761469	0.0	0.794561	0.743331	0.406302	0.799801	0.945735	0.826795	0.930929	0.733143	0.866406	0.811089	0.720608	0.781618	0.811	1.419432	0.318565	0.807158	0.891875	0.9129	0.601852	1.118562
FL.3.32a.3.281781	0.540116	0.741201	0.626116	0.528625	0.491446	0.719095	0.600927	0.471952	0.577609	0.522158	0.480717	0.534673	1.031349	0.482102	0.434424	0.987741	0.852257	0.915179	0.740173	0.569134	0.591089	0.757093	0.512426	0.474283	0.487422	0.709309	0.556324	0.591864	0.820312	0.776682	0.864485	0.754696	0.633859	0.759561	0.653384	0.441265	0.825706	0.40256	0.381324	0.794561	0.0	0.496424	0.732677	0.371826	0.5826	0.924414	0.893516	0.822064	0.530561	0.547862	0.753801	0.512163	0.466467	1.186763	0.73244	0.498633	0.474548	0.599801	0.573639	0.867829
M11Nstl.140810	0.620146	0.732125	0.69023	0.593005	0.422604	0.816653	0.556421	0.51095	0.594113	0.665058	0.543313	0.624337	1.033895	0.499012	0.340058	0.969595	0.805599	0.947467	0.691359	0.722164	0.658151	0.658919	0.570718	0.509225	0.503462	0.655801	0.64272	0.563928	0.761326	0.68526	0.817835	0.681088	0.486269	0.774617	0.542298	0.483633	0.772198	0.565546	0.549234	0.743331	0.496424	0.0	0.659069	0.547786	0.58751	0.879162	0.87537	0.737656	0.596347	0.593398	0.655121	0.561427	0.593387	1.190759	0.678932	0.575029	0.531506	0.571887	0.376635	0.900949
21.ill.mucosa.WT.676371	0.776117	0.952538	0.910643	0.760972	0.729951	0.94094	0.793564	0.768913	0.866972	0.870955	0.708664	0.825766	1.135098	0.739413	0.674087	0.946296	0.723302	1.074794	0.621852	0.848971	0.811602	0.627476	0.755675	0.721994	0.655363	0.415468	0.810687	0.766131	0.588323	0.590025	0.698512	0.479201	0.639002	0.88416	0.862981	0.781576	0.500525	0.777237	0.697307	0.406302	0.732677	0.659069	0.0	0.740703	0.881573	0.754933	0.864451	0.657311	0.802244	0.746927	0.588722	0.73891	0.746838	1.35527	0.368889	0.742996	0.827713	0.848738	0.51759	1.0544
Calh5.385340	0.478274	0.739451	0.64338	0.507307	0.506018	0.708541	0.581523	0.5802	0.581145	0.577514	0.467497	0.537807	1.031495	0.546084	0.465718	0.981259	0.850533	0.944235	0.744423	0.565716	0.603273	0.763223	0.517302	0.520131	0.559988	0.707399	0.552004	0.62893	0.818402	0.774772	0.862575	0.752786	0.678593	0.765473	0.707482	0.495179	0.818732	0.389998	0.38628	0.799801	0.371826	0.547786	0.740703	0.0	0.62284	0.926188	0.887034	0.820154	0.542745	0.569776	0.749995	0.557643	0.465933	1.190779	0.735402	0.476351	0.55394	0.664545	0.588293	0.896885
CU3258.141544	0.633696	0.606891	0.506216	0.586089	0.56384	0.653657	0.526419	0.647572	0.479013	0.523382	0.593429	0.472365	0.938767	0.610492	0.617062	0.919509	0.790875	0.827055	0.678921	0.651998	0.582175	0.905989	0.547846	0.619431	0.715746	0.716501	0.556508	0.740502	0.756652	0.713022	0.800825	0.761888	0.768477	0.879535	0.700634	0.409945	0.90375	0.638624	0.66548	0.945735	0.5826	0.58751	0.881573	0.62284	0.0	0.864438	0.825284	0.758404	0.538897	0.61315	0.760993	0.646857	0.602733	1.306737	0.881336	0.628601	0.62953	0.563349	0.714723	0.762807
50.col.lumen.TG.676359	0.91859	0.864551	0.822656	0.904285	0.945472	0.861333	0.788585	0.929136	0.920689	0.884912	0.911625	0.879483	0.801759	1.004198	0.889608	0.613651	0.470715	0.815777	0.541959	0.870468	1.015403	0.851721	0.893324	0.917415	0.857672	0.509609	0.943636	1.002648	0.474554	0.534796	0.522147	0.495538	0.815739	1.087961	1.058402	0.976997	0.768128	0.972658	0.850672	0.826795	0.924414	0.879162	0.754933	0.926188	0.864438	0.0	0.574352	0.394182	0.997665	0.867812	0.658097	0.930647	0.950639	1.559071	0.772912	0.946797	1.023134	0.880803	0.821895	0.878105
fut2negative.day56.70.Regular.1004900	0.878754	0.683693	0.71265	0.856751	0.908604	0.813799	0.818177	0.938896	0.881535	0.845758	0.864931	0.840329	0.467729	0.96733	0.856416	0.316423	0.487313	0.444051	0.650979	0.82606	0.967869	0.945051	0.886186	0.882833	0.81127	0.593977	0.896102	0.963494	0.517832	0.503618	0.432393	0.6383	0.904627	1.040427	1.026106	0.940129	0.832306	0.938076	0.85866	0.930929	0.893516	0.87537	0.864451	0.887034	0.825284	0.574352	0.0	0.45824	0.958511	0.832342	0.651959	0.899749	0.903105	1.511537	0.865324	0.899263	0.988552	0.878237	0.809723	0.583243
cf1126.633182	0.805016	0.758517	0.716622	0.789871	0.814774	0.746919	0.726633	0.865158	0.814655	0.778878	0.798051	0.773449	0.723333	0.888114	0.75891	0.572067	0.410091	0.729153	0.537817	0.756894	0.900989	0.805545	0.819306	0.811381	0.752152	0.397189	0.829222	0.87195	0.353072	0.328968	0.376647	0.396494	0.780505	0.973547	0.952368	0.870963	0.681204	0.866624	0.787208	0.733143	0.822064	0.737656	0.657311	0.820154	0.758404	0.394182	0.45824	0.0	0.891631	0.765462	0.512547	0.828297	0.836225	1.444657	0.665918	0.832383	0.9171	0.806785	0.668565	0.785115
6b3f4f4e221ccf8bbfc57e52791ed288	0.602811	0.766112	0.662541	0.48963	0.507659	0.806298	0.609006	0.605593	0.598626	0.591609	0.4219	0.547624	1.069708	0.572449	0.591551	1.052736	0.924102	0.954222	0.817856	0.754973	0.145598	0.82666	0.386939	0.573564	0.675415	0.778876	0.516389	0.685905	0.889879	0.846249	0.934052	0.824263	0.737894	0.78124	0.739895	0.40607	0.895273	0.571867	0.594531	0.866406	0.530561	0.596347	0.802244	0.542745	0.538897	0.997665	0.958511	0.891631	0.0	0.617825	0.823368	0.575908	0.47495	1.208442	0.802007	0.457072	0.608537	0.691272	0.635394	0.878646
42265f3f55dd9c4c9b4feaee53b1f4fc	0.561668	0.669497	0.63535	0.518883	0.586196	0.680863	0.495303	0.618514	0.552893	0.628634	0.499357	0.541759	0.948111	0.647508	0.598174	0.926567	0.797933	0.861683	0.728317	0.644532	0.635563	0.786909	0.532046	0.499965	0.67133	0.652707	0.54651	0.678824	0.76371	0.72008	0.807883	0.698094	0.719277	0.743005	0.72138	0.592179	0.769104	0.542014	0.531318	0.811089	0.547862	0.593398	0.746927	0.569776	0.61315	0.867812	0.832342	0.765462	0.617825	0.0	0.693397	0.556381	0.570799	1.184013	0.74669	0.563155	0.647358	0.601975	0.580077	0.834533
mf2188.633126	0.736753	0.823538	0.781643	0.700318	0.689391	0.834942	0.650076	0.794609	0.737972	0.771103	0.67145	0.696766	0.950826	0.658061	0.648293	0.784352	0.593782	0.829934	0.56718	0.763701	0.832726	0.522298	0.743785	0.740356	0.697805	0.452998	0.752539	0.801837	0.484143	0.321929	0.557654	0.430711	0.6193	0.927238	0.906059	0.8027	0.614037	0.798361	0.720565	0.720608	0.753801	0.655121	0.588722	0.749995	0.760993	0.658097	0.651959	0.512547	0.823368	0.693397	0.0	0.69796	0.767962	1.367974	0.658815	0.7557	0.848837	0.738522	0.594352	0.901796
9f400082bffeb4494d4497ef084ffe94	0.615285	0.789844	0.706669	0.505942	0.398747	0.807778	0.546892	0.638031	0.619434	0.688365	0.43581	0.572968	1.059646	0.519947	0.507997	0.993974	0.85707	0.967276	0.789196	0.736373	0.593646	0.715516	0.509113	0.570832	0.651559	0.715542	0.505959	0.695173	0.826545	0.782915	0.870718	0.760929	0.666176	0.787858	0.747995	0.53848	0.831939	0.605951	0.527821	0.781618	0.512163	0.561427	0.73891	0.557643	0.646857	0.930647	0.899749	0.828297	0.575908	0.556381	0.69796	0.0	0.494686	1.200806	0.738673	0.461716	0.648887	0.703194	0.587684	0.914816
B26.737560	0.580773	0.775324	0.674143	0.41996	0.522455	0.658422	0.56198	0.634339	0.578388	0.576471	0.391232	0.495466	1.012016	0.577345	0.536263	0.99733	0.868696	0.919646	0.817568	0.615987	0.477852	0.771254	0.479463	0.5337	0.629187	0.72347	0.470549	0.644011	0.834473	0.790843	0.878646	0.768857	0.738634	0.719378	0.736935	0.471574	0.839867	0.501969	0.497613	0.811	0.466467	0.593387	0.746838	0.465933	0.602733	0.950639	0.903105	0.836225	0.47495	0.570799	0.767962	0.494686	0.0	1.14658	0.746601	0.381228	0.562963	0.695818	0.579988	0.867186
75f78e4c6e0dc6e4a62f570c1bc9a339	1.218765	1.363334	1.317485	1.148534	1.189867	1.386526	1.226638	1.248713	1.269688	1.285423	1.10088	1.22605	1.620448	1.246385	1.199545	1.605762	1.477128	1.53402	1.426	1.316211	1.207104	1.367464	1.165799	1.161596	1.293059	1.331902	1.196105	1.265937	1.442905	1.399275	1.487078	1.377289	1.322002	1.29389	1.328407	1.207142	1.448299	1.223841	1.196783	1.419432	1.186763	1.190759	1.35527	1.190779	1.306737	1.559071	1.511537	1.444657	1.208442	1.184013	1.367974	1.200806	1.14658	0.0	1.355033	1.128484	1.274317	1.305952	1.18842	1.487502
b76ecf3dd46fcab94418c68c6fcd8ada	0.77588	0.952301	0.910406	0.760735	0.749814	0.940703	0.803377	0.768676	0.866735	0.870718	0.708427	0.825529	1.134861	0.80854	0.69395	0.880921	0.628725	1.074557	0.609051	0.848734	0.811365	0.692357	0.755438	0.721757	0.650944	0.395137	0.81045	0.80699	0.618298	0.67781	0.598875	0.49942	0.692113	0.883923	0.862744	0.781339	0.441862	0.777	0.690572	0.318565	0.73244	0.678932	0.368889	0.735402	0.881336	0.772912	0.865324	0.665918	0.802007	0.74669	0.658815	0.738673	0.746601	1.355033	0.0	0.742759	0.827476	0.848501	0.537453	1.054163
920cce1ef960ffc7343eb5628636a37e	0.584537	0.749038	0.651957	0.31695	0.376481	0.705068	0.52402	0.636439	0.554828	0.624633	0.315542	0.469814	1.008174	0.561269	0.506519	0.993488	0.864854	0.921746	0.813726	0.647353	0.459974	0.750572	0.464003	0.53307	0.650145	0.719628	0.281445	0.663783	0.830631	0.787001	0.874804	0.765015	0.726372	0.715536	0.733093	0.490284	0.836025	0.531367	0.504157	0.807158	0.498633	0.575029	0.742996	0.476351	0.628601	0.946797	0.899263	0.832383	0.457072	0.563155	0.7557	0.461716	0.381228	1.128484	0.742759	0.0	0.600231	0.697918	0.576146	0.875228
bb08145b2a3724c42967dc2dbdab5c3b	0.668632	0.815307	0.655712	0.571741	0.564246	0.584891	0.706417	0.523204	0.608083	0.641022	0.571293	0.544051	1.104321	0.563212	0.489566	1.082777	0.949571	0.992609	0.834945	0.72972	0.664451	0.866711	0.617262	0.547731	0.57901	0.804345	0.663384	0.708966	0.915348	0.871718	0.959521	0.849732	0.652123	0.832533	0.55558	0.421921	0.920742	0.506544	0.535316	0.891875	0.474548	0.531506	0.827713	0.55394	0.62953	1.023134	0.988552	0.9171	0.608537	0.647358	0.848837	0.648887	0.562963	1.274317	0.827476	0.600231	0.0	0.563869	0.660863	0.960673
ME10May08EB1R1.486639	0.642853	0.678656	0.658637	0.65349	0.637149	0.76941	0.591358	0.525599	0.584532	0.583931	0.662746	0.588462	0.994006	0.638539	0.586005	0.972462	0.839256	0.889848	0.699568	0.658261	0.709188	0.894246	0.601195	0.564492	0.656645	0.69403	0.627727	0.718327	0.805033	0.761403	0.849206	0.739417	0.691802	0.822292	0.602363	0.45402	0.870915	0.653821	0.616049	0.9129	0.599801	0.571887	0.848738	0.664545	0.563349	0.880803	0.878237	0.806785	0.691272	0.601975	0.738522	0.703194	0.695818	1.305952	0.848501	0.697918	0.563869	0.0	0.681888	0.864422
4d366f8db0835339ed3c686415599480	0.609267	0.785688	0.743793	0.594122	0.528613	0.77409	0.608654	0.602063	0.700122	0.704105	0.541814	0.658916	0.968248	0.621827	0.505573	0.903948	0.7257	0.907944	0.686538	0.682121	0.644752	0.628956	0.588825	0.555144	0.602899	0.547398	0.643837	0.599511	0.681427	0.591109	0.752188	0.572685	0.615512	0.71731	0.696131	0.614726	0.647257	0.610387	0.569077	0.601852	0.573639	0.376635	0.51759	0.588293	0.714723	0.821895	0.809723	0.668565	0.635394	0.580077	0.594352	0.587684	0.579988	1.18842	0.537453	0.576146	0.660863	0.681888	0.0	0.88755
WT07L.478428	0.835461	0.661944	0.661843	0.832716	0.919931	0.818928	0.812966	0.922559	0.862072	0.765893	0.843182	0.793296	0.58081	0.949599	0.919237	0.650436	0.796162	0.504806	0.889018	0.838047	0.885718	1.078816	0.810893	0.880238	0.992189	0.840984	0.841739	1.011357	0.810395	0.824045	0.765152	0.886371	1.046196	1.0603	1.052837	0.86861	1.068725	0.911095	0.907591	1.118562	0.867829	0.900949	1.0544	0.896885	0.762807	0.878105	0.583243	0.785115	0.878646	0.834533	0.901796	0.914816	0.867186	1.487502	1.054163	0.875228	0.960673	0.864422	0.88755	0.0
