	TVF.2004.Loc4.D10.Rep1.414474	sp1565.486407	sp0193.486346	SE.20100928.GY.NF008.BC.093.a.673660	E3E04.826190	sp1017.486420	ANT04.S2M1.607431	UQ288.591065	sp0759.486364	nest.WY.2008.3.712186.739059	SE.20101009.GY.ALTFF002.BC.225.415346	1204BCDNA.486523	Zambon.Leftpalm.983763	H55Kc.735962	Myr.tri.Seat.4.03H10.653706	10.8.12.rk.st.0800.1123130	EM086.441698	C.3037.01.S1.405123	NA.15.T0.830848	soil1.T3U1.536591	SSBE21Aug08.618423	Turkey.Stool.983766	TBH12Aug08.618303	P.Dois.Rios.SB.414865	H60Do.735986	SPM1x040108.142616	L08A095.799873	F31Forr.140586	B.2004.01.S1.405609	PM8x30308.142380	TS152.2.299097	SPM1x030408.142594	S00305.543918	must.18.1128116	F32Hair.140769	CBE09Aug07.617917	TS1.2.299121	HI.20.35e.2.281673	FL.3.26a.1.281867	cf1170.632724	FL.3.32a.3.281781	M11Nstl.140810	21.ill.mucosa.WT.676371	Calh5.385340	CU3258.141544	50.col.lumen.TG.676359	fut2negative.day56.70.Regular.1004900	cf1126.633182	6b3f4f4e221ccf8bbfc57e52791ed288	42265f3f55dd9c4c9b4feaee53b1f4fc	mf2188.633126	9f400082bffeb4494d4497ef084ffe94	B26.737560	75f78e4c6e0dc6e4a62f570c1bc9a339	b76ecf3dd46fcab94418c68c6fcd8ada	920cce1ef960ffc7343eb5628636a37e	bb08145b2a3724c42967dc2dbdab5c3b	ME10May08EB1R1.486639	4d366f8db0835339ed3c686415599480	WT07L.478428
SE.20101009.GY.ALTFF002.BC.225.415346	0.538099	0.724088	0.615235	0.321752	0.394631	0.679256	0.484456	0.590001	0.526898	0.604781	0.0	0.460004	0.976128	0.467183	0.479009	0.959156	0.830522	0.8897	0.778554	0.630279	0.432098	0.689888	0.416319	0.478296	0.619027	0.685296	0.411741	0.628611	0.796299	0.752669	0.840472	0.730683	0.66023	0.68766	0.697921	0.466614	0.801693	0.523165	0.512159	0.772826	0.480717	0.543313	0.708664	0.467497	0.593429	0.911625	0.864931	0.798051	0.4219	0.499357	0.67145	0.43581	0.391232	1.10088	0.708427	0.315542	0.571293	0.662746	0.541814	0.843182
1204BCDNA.486523	0.580393	0.591398	0.434541	0.365412	0.526113	0.539814	0.42826	0.660161	0.422434	0.526495	0.460004	0.0	0.951526	0.563041	0.582049	0.934554	0.80592	0.839814	0.72133	0.616377	0.571948	0.833342	0.501935	0.564384	0.698267	0.660694	0.444103	0.711905	0.771697	0.728067	0.81587	0.706081	0.77568	0.813102	0.782401	0.507012	0.847943	0.579205	0.582885	0.889928	0.534673	0.624337	0.825766	0.537807	0.472365	0.879483	0.840329	0.773449	0.547624	0.541759	0.696766	0.572968	0.495466	1.22605	0.825529	0.469814	0.544051	0.588462	0.658916	0.793296
Zambon.Leftpalm.983763	0.994523	0.79489	0.823847	0.965662	1.052877	0.92271	0.945912	1.054665	0.995018	0.956955	0.976128	0.951526	0.0	1.111603	1.052183	0.383246	0.71717	0.417074	0.933596	0.941829	1.07678	1.211762	1.001955	0.998602	1.095971	0.820826	1.005013	1.107767	0.809543	0.781313	0.706698	0.843417	1.157188	1.149338	1.141875	1.055898	1.131363	1.053845	1.026787	1.19926	1.031349	1.033895	1.135098	1.031495	0.938767	0.801759	0.467729	0.723333	1.069708	0.948111	0.950826	1.059646	1.012016	1.620448	1.134861	1.008174	1.104321	0.994006	0.968248	0.58081
H55Kc.735962	0.651858	0.745071	0.65613	0.531253	0.357928	0.813465	0.594329	0.600678	0.586157	0.59443	0.467183	0.563041	1.111603	0.0	0.398166	1.061555	0.930635	0.996117	0.818681	0.769322	0.575985	0.648401	0.55671	0.498789	0.624726	0.785409	0.525848	0.55416	0.843406	0.783418	0.940585	0.793136	0.599979	0.749975	0.620852	0.488051	0.901806	0.56752	0.587088	0.872939	0.482102	0.499012	0.739413	0.546084	0.610492	1.004198	0.96733	0.888114	0.572449	0.647508	0.658061	0.519947	0.577345	1.246385	0.80854	0.561269	0.563212	0.638539	0.621827	0.949599
Myr.tri.Seat.4.03H10.653706	0.626892	0.743919	0.663262	0.524977	0.336398	0.772161	0.563061	0.530906	0.572949	0.629622	0.479009	0.582049	1.052183	0.398166	0.0	0.951537	0.814731	0.965755	0.704091	0.689398	0.653355	0.619723	0.576308	0.498681	0.456432	0.670819	0.611408	0.585324	0.771772	0.717196	0.828281	0.696106	0.471707	0.784565	0.598988	0.454645	0.787216	0.508298	0.459708	0.758349	0.434424	0.340058	0.674087	0.465718	0.617062	0.889608	0.856416	0.75891	0.591551	0.598174	0.648293	0.507997	0.536263	1.199545	0.69395	0.506519	0.489566	0.586005	0.505573	0.919237
10.8.12.rk.st.0800.1123130	0.972979	0.777918	0.806875	0.950976	1.002829	0.908024	0.912402	1.033121	0.97576	0.939983	0.959156	0.934554	0.383246	1.061555	0.951537	0.0	0.47402	0.598304	0.780914	0.920285	1.062094	1.030036	0.980411	0.977058	0.910433	0.6428	0.990327	1.057719	0.657889	0.603591	0.57245	0.657423	0.990744	1.134652	1.120331	1.034354	0.964889	1.032301	0.938265	1.012592	0.987741	0.969595	0.946296	0.981259	0.919509	0.613651	0.316423	0.572067	1.052736	0.926567	0.784352	0.993974	0.99733	1.605762	0.880921	0.993488	1.082777	0.972462	0.903948	0.650436
EM086.441698	0.837487	0.790988	0.749093	0.822342	0.871909	0.77939	0.783768	0.897629	0.847126	0.811349	0.830522	0.80592	0.71717	0.930635	0.814731	0.47402	0.0	0.738212	0.548296	0.789365	0.93346	0.84396	0.851777	0.843852	0.786243	0.476314	0.861693	0.929085	0.484785	0.476845	0.463958	0.469457	0.81878	1.006018	0.984839	0.903434	0.698855	0.899095	0.821299	0.748066	0.852257	0.805599	0.723302	0.850533	0.790875	0.470715	0.487313	0.410091	0.924102	0.797933	0.593782	0.85707	0.868696	1.477128	0.628725	0.864854	0.949571	0.839256	0.7257	0.796162
C.3037.01.S1.405123	0.882811	0.708462	0.708361	0.879234	0.966449	0.850864	0.859484	0.942953	0.90859	0.841469	0.8897	0.839814	0.417074	0.996117	0.965755	0.598304	0.738212	0.0	0.758194	0.869983	0.961294	1.125334	0.886469	0.912174	1.024125	0.80245	0.894199	1.035921	0.780383	0.756917	0.644538	0.849955	1.07076	1.084864	1.077401	0.940412	1.038713	0.943031	0.939527	1.138956	0.915179	0.947467	1.074794	0.944235	0.827055	0.815777	0.444051	0.729153	0.954222	0.861683	0.829934	0.967276	0.919646	1.53402	1.074557	0.921746	0.992609	0.889848	0.907944	0.504806
NA.15.T0.830848	0.784679	0.755594	0.713699	0.771214	0.757283	0.799114	0.655514	0.742609	0.7325	0.705103	0.778554	0.72133	0.933596	0.818681	0.704091	0.780914	0.548296	0.758194	0.0	0.736557	0.882332	0.808904	0.759413	0.747508	0.667197	0.499976	0.810565	0.825511	0.452019	0.542375	0.437298	0.519247	0.706114	0.95489	0.872885	0.795762	0.590847	0.787141	0.686537	0.65132	0.740173	0.691359	0.621852	0.744423	0.678921	0.541959	0.650979	0.537817	0.817856	0.728317	0.56718	0.789196	0.817568	1.426	0.609051	0.813726	0.834945	0.699568	0.686538	0.889018
soil1.T3U1.536591	0.515236	0.731175	0.66206	0.606683	0.730444	0.662557	0.649619	0.681772	0.676591	0.55402	0.630279	0.616377	0.941829	0.769322	0.689398	0.920285	0.789365	0.869983	0.736557	0.0	0.765171	0.902551	0.662984	0.649809	0.625056	0.704627	0.665246	0.752578	0.755142	0.711512	0.799315	0.750014	0.852829	0.859845	0.839878	0.700435	0.881512	0.603812	0.62045	0.913133	0.569134	0.722164	0.848971	0.565716	0.651998	0.870468	0.82606	0.756894	0.754973	0.644532	0.763701	0.736373	0.615987	1.316211	0.848734	0.647353	0.72972	0.658261	0.682121	0.838047
SSBE21Aug08.618423	0.625893	0.773906	0.734979	0.496702	0.572637	0.81337	0.626744	0.679459	0.671064	0.616981	0.432098	0.571948	1.07678	0.575985	0.653355	1.062094	0.93346	0.961294	0.882332	0.765171	0.0	0.836018	0.403855	0.553576	0.749391	0.788234	0.465193	0.689441	0.899237	0.855607	0.94341	0.833621	0.799158	0.725874	0.743431	0.443128	0.904631	0.633671	0.634953	0.875764	0.591089	0.658151	0.811602	0.603273	0.582175	1.015403	0.967869	0.900989	0.145598	0.635563	0.832726	0.593646	0.477852	1.207104	0.811365	0.459974	0.664451	0.709188	0.644752	0.885718
Turkey.Stool.983766	0.800533	0.960114	0.918219	0.742808	0.675587	0.99452	0.772164	0.821739	0.874548	0.895371	0.689888	0.833342	1.211762	0.648401	0.619723	1.030036	0.84396	1.125334	0.808904	0.902551	0.836018	0.0	0.769031	0.75823	0.713393	0.69313	0.818263	0.827083	0.695135	0.655607	0.86234	0.689167	0.470392	0.952484	0.931305	0.805992	0.773557	0.816235	0.738439	0.756756	0.757093	0.658919	0.627476	0.763223	0.905989	0.851721	0.945051	0.805545	0.82666	0.786909	0.522298	0.715516	0.771254	1.367464	0.692357	0.750572	0.866711	0.894246	0.628956	1.078816
TBH12Aug08.618303	0.524008	0.743537	0.638428	0.448475	0.492628	0.738545	0.481703	0.563774	0.552089	0.571096	0.416319	0.501935	1.001955	0.55671	0.576308	0.980411	0.851777	0.886469	0.759413	0.662984	0.403855	0.769031	0.0	0.547815	0.66542	0.706551	0.47561	0.687572	0.817554	0.773924	0.861727	0.751938	0.730153	0.751753	0.735712	0.433367	0.822948	0.556164	0.53695	0.819837	0.512426	0.570718	0.755675	0.517302	0.547846	0.893324	0.886186	0.819306	0.386939	0.532046	0.743785	0.509113	0.479463	1.165799	0.755438	0.464003	0.617262	0.601195	0.588825	0.810893
P.Dois.Rios.SB.414865	0.589425	0.653692	0.668051	0.535322	0.513651	0.748358	0.594382	0.538759	0.580774	0.586163	0.478296	0.564384	0.998602	0.498789	0.498681	0.977058	0.843852	0.912174	0.747508	0.649809	0.553576	0.75823	0.547815	0.0	0.567265	0.698626	0.542493	0.559403	0.809629	0.765999	0.853802	0.744013	0.63565	0.668546	0.581005	0.502434	0.815023	0.508413	0.488917	0.786156	0.474283	0.509225	0.721994	0.520131	0.619431	0.917415	0.882833	0.811381	0.573564	0.499965	0.740356	0.570832	0.5337	1.161596	0.721757	0.53307	0.547731	0.564492	0.555144	0.880238
H60Do.735986	0.640006	0.824879	0.770032	0.666935	0.58105	0.848089	0.733023	0.531456	0.674005	0.639874	0.619027	0.698267	1.095971	0.624726	0.456432	0.910433	0.786243	1.024125	0.667197	0.625056	0.749391	0.713393	0.66542	0.567265	0.0	0.635921	0.733156	0.64639	0.73922	0.704484	0.785679	0.679698	0.534641	0.836693	0.671834	0.568493	0.752842	0.584018	0.546624	0.721841	0.487422	0.503462	0.655363	0.559988	0.715746	0.857672	0.81127	0.752152	0.675415	0.67133	0.697805	0.651559	0.629187	1.293059	0.650944	0.650145	0.57901	0.656645	0.602899	0.992189
SPM1x040108.142616	0.692261	0.787466	0.745571	0.677116	0.726683	0.775868	0.638542	0.747831	0.7019	0.726611	0.685296	0.660694	0.820826	0.785409	0.670819	0.6428	0.476314	0.80245	0.499976	0.704627	0.788234	0.69313	0.706551	0.698626	0.635921	0.0	0.716467	0.783859	0.475645	0.414059	0.488992	0.212993	0.684918	0.860792	0.839613	0.758208	0.449533	0.753869	0.673939	0.483286	0.709309	0.655801	0.415468	0.707399	0.716501	0.509609	0.593977	0.397189	0.778876	0.652707	0.452998	0.715542	0.72347	1.331902	0.395137	0.719628	0.804345	0.69403	0.547398	0.840984
L08A095.799873	0.566522	0.674125	0.610926	0.359067	0.453042	0.708271	0.507375	0.679744	0.538183	0.577222	0.411741	0.444103	1.005013	0.525848	0.611408	0.990327	0.861693	0.894199	0.810565	0.665246	0.465193	0.818263	0.47561	0.542493	0.733156	0.716467	0.0	0.638738	0.82747	0.78384	0.871643	0.761854	0.789823	0.708671	0.708048	0.527647	0.832864	0.584576	0.587146	0.874849	0.556324	0.64272	0.810687	0.552004	0.556508	0.943636	0.896102	0.829222	0.516389	0.54651	0.752539	0.505959	0.470549	1.196105	0.81045	0.281445	0.663384	0.627727	0.643837	0.841739
F31Forr.140586	0.734922	0.794611	0.791494	0.680573	0.602824	0.865897	0.707401	0.692586	0.738297	0.661318	0.628611	0.711905	1.107767	0.55416	0.585324	1.057719	0.929085	1.035921	0.825511	0.752578	0.689441	0.827083	0.687572	0.559403	0.64639	0.783859	0.638738	0.0	0.863816	0.810136	0.939035	0.800366	0.712391	0.341395	0.402276	0.660655	0.900256	0.655842	0.638562	0.871389	0.591864	0.563928	0.766131	0.62893	0.740502	1.002648	0.963494	0.87195	0.685905	0.678824	0.801837	0.695173	0.644011	1.265937	0.80699	0.663783	0.708966	0.718327	0.599511	1.011357
B.2004.01.S1.405609	0.803264	0.756765	0.71487	0.788119	0.827636	0.745167	0.739495	0.863406	0.812903	0.777126	0.796299	0.771697	0.809543	0.843406	0.771772	0.657889	0.484785	0.780383	0.452019	0.755142	0.899237	0.695135	0.817554	0.809629	0.73922	0.475645	0.82747	0.863816	0.0	0.46383	0.316729	0.481438	0.708173	0.971795	0.950616	0.869211	0.58583	0.864872	0.775774	0.697527	0.820312	0.761326	0.588323	0.818402	0.756652	0.474554	0.517832	0.353072	0.889879	0.76371	0.484143	0.826545	0.834473	1.442905	0.618298	0.830631	0.915348	0.805033	0.681427	0.810395
PM8x30308.142380	0.759634	0.783987	0.742092	0.744489	0.773956	0.772389	0.695865	0.81749	0.769273	0.733496	0.752669	0.728067	0.781313	0.783418	0.717196	0.603591	0.476845	0.756917	0.542375	0.711512	0.855607	0.655607	0.773924	0.765999	0.704484	0.414059	0.78384	0.810136	0.46383	0.0	0.512037	0.390518	0.689539	0.928165	0.906986	0.825581	0.691476	0.821242	0.741826	0.743415	0.776682	0.68526	0.590025	0.774772	0.713022	0.534796	0.503618	0.328968	0.846249	0.72008	0.321929	0.782915	0.790843	1.399275	0.67781	0.787001	0.871718	0.761403	0.591109	0.824045
TS152.2.299097	0.849723	0.730086	0.688191	0.832292	0.881859	0.78934	0.793718	0.909865	0.857076	0.821299	0.840472	0.81587	0.706698	0.940585	0.828281	0.57245	0.463958	0.644538	0.437298	0.799315	0.94341	0.86234	0.861727	0.853802	0.785679	0.488992	0.871643	0.939035	0.316729	0.512037	0.0	0.526411	0.831016	1.015968	0.997075	0.913384	0.580435	0.909045	0.819947	0.65097	0.864485	0.817835	0.698512	0.862575	0.800825	0.522147	0.432393	0.376647	0.934052	0.807883	0.557654	0.870718	0.878646	1.487078	0.598875	0.874804	0.959521	0.849206	0.752188	0.765152
SPM1x030408.142594	0.737648	0.832853	0.790958	0.722503	0.75197	0.821255	0.673879	0.793218	0.747287	0.771998	0.730683	0.706081	0.843417	0.793136	0.696106	0.657423	0.469457	0.849955	0.519247	0.750014	0.833621	0.689167	0.751938	0.744013	0.679698	0.212993	0.761854	0.800366	0.481438	0.390518	0.526411	0.0	0.680955	0.906179	0.885	0.803595	0.543354	0.799256	0.719326	0.593677	0.754696	0.681088	0.479201	0.752786	0.761888	0.495538	0.6383	0.396494	0.824263	0.698094	0.430711	0.760929	0.768857	1.377289	0.49942	0.765015	0.849732	0.739417	0.572685	0.886371
S00305.543918	0.765393	0.875528	0.837873	0.731478	0.563205	0.947318	0.754072	0.634243	0.738582	0.798935	0.66023	0.77568	1.157188	0.599979	0.471707	0.990744	0.81878	1.07076	0.706114	0.852829	0.799158	0.470392	0.730153	0.63565	0.534641	0.684918	0.789823	0.712391	0.708173	0.689539	0.831016	0.680955	0.0	0.89367	0.715153	0.62888	0.773313	0.705823	0.643413	0.756512	0.633859	0.486269	0.639002	0.678593	0.768477	0.815739	0.904627	0.780505	0.737894	0.719277	0.6193	0.666176	0.738634	1.322002	0.692113	0.726372	0.652123	0.691802	0.615512	1.046196
must.18.1128116	0.791563	0.898286	0.910489	0.737682	0.776919	0.93016	0.811658	0.799557	0.860764	0.822855	0.68766	0.813102	1.149338	0.749975	0.784565	1.134652	1.006018	1.084864	0.95489	0.859845	0.725874	0.952484	0.751753	0.668546	0.836693	0.860792	0.708671	0.341395	0.971795	0.928165	1.015968	0.906179	0.89367	0.0	0.559353	0.77994	0.977189	0.782057	0.754999	0.948322	0.759561	0.774617	0.88416	0.765473	0.879535	1.087961	1.040427	0.973547	0.78124	0.743005	0.927238	0.787858	0.719378	1.29389	0.883923	0.715536	0.832533	0.822292	0.71731	1.0603
F32Hair.140769	0.765344	0.836091	0.848294	0.751069	0.66376	0.931037	0.799583	0.597632	0.752177	0.769	0.697921	0.782401	1.141875	0.620852	0.598988	1.120331	0.984839	1.077401	0.872885	0.839878	0.743431	0.931305	0.735712	0.581005	0.671834	0.839613	0.708048	0.402276	0.950616	0.906986	0.997075	0.885	0.715153	0.559353	0.0	0.579017	0.95601	0.692832	0.684072	0.927143	0.653384	0.542298	0.862981	0.707482	0.700634	1.058402	1.026106	0.952368	0.739895	0.72138	0.906059	0.747995	0.736935	1.328407	0.862744	0.733093	0.55558	0.602363	0.696131	1.052837
CBE09Aug07.617917	0.592507	0.768756	0.643799	0.519762	0.460865	0.77264	0.59291	0.490977	0.533962	0.578297	0.466614	0.507012	1.055898	0.488051	0.454645	1.034354	0.903434	0.940412	0.795762	0.700435	0.443128	0.805992	0.433367	0.502434	0.568493	0.758208	0.527647	0.660655	0.869211	0.825581	0.913384	0.803595	0.62888	0.77994	0.579017	0.0	0.874605	0.512527	0.517373	0.845738	0.441265	0.483633	0.781576	0.495179	0.409945	0.976997	0.940129	0.870963	0.40607	0.592179	0.8027	0.53848	0.471574	1.207142	0.781339	0.490284	0.421921	0.45402	0.614726	0.86861
TS1.2.299121	0.808658	0.974715	0.93282	0.793513	0.84308	0.963117	0.825791	0.861942	0.889149	0.903496	0.801693	0.847943	1.131363	0.901806	0.787216	0.964889	0.698855	1.038713	0.590847	0.881512	0.904631	0.773557	0.822948	0.815023	0.752842	0.449533	0.832864	0.900256	0.58583	0.691476	0.580435	0.543354	0.773313	0.977189	0.95601	0.874605	0.0	0.870266	0.79247	0.409319	0.825706	0.772198	0.500525	0.818732	0.90375	0.768128	0.832306	0.681204	0.895273	0.769104	0.614037	0.831939	0.839867	1.448299	0.441862	0.836025	0.920742	0.870915	0.647257	1.068725
HI.20.35e.2.281673	0.548612	0.777003	0.67196	0.572259	0.56264	0.723629	0.655941	0.550732	0.635737	0.594618	0.523165	0.579205	1.053845	0.56752	0.508298	1.032301	0.899095	0.943031	0.787141	0.603812	0.633671	0.816235	0.556164	0.508413	0.584018	0.753869	0.584576	0.655842	0.864872	0.821242	0.909045	0.799256	0.705823	0.782057	0.692832	0.512527	0.870266	0.0	0.442918	0.841399	0.40256	0.565546	0.777237	0.389998	0.638624	0.972658	0.938076	0.866624	0.571867	0.542014	0.798361	0.605951	0.501969	1.223841	0.777	0.531367	0.506544	0.653821	0.610387	0.911095
FL.3.26a.1.281867	0.605576	0.771327	0.689838	0.549987	0.549042	0.720161	0.564387	0.479254	0.636391	0.617282	0.512159	0.582885	1.026787	0.587088	0.459708	0.938265	0.821299	0.939527	0.686537	0.62045	0.634953	0.738439	0.53695	0.488917	0.546624	0.673939	0.587146	0.638562	0.775774	0.741826	0.819947	0.719326	0.643413	0.754999	0.684072	0.517373	0.79247	0.442918	0.0	0.761469	0.381324	0.549234	0.697307	0.38628	0.66548	0.850672	0.85866	0.787208	0.594531	0.531318	0.720565	0.527821	0.497613	1.196783	0.690572	0.504157	0.535316	0.616049	0.569077	0.907591
