	TVF.2004.Loc4.D10.Rep1.414474	sp1565.486407	sp0193.486346	SE.20100928.GY.NF008.BC.093.a.673660	E3E04.826190	sp1017.486420	ANT04.S2M1.607431	UQ288.591065	sp0759.486364	nest.WY.2008.3.712186.739059	SE.20101009.GY.ALTFF002.BC.225.415346	1204BCDNA.486523	Zambon.Leftpalm.983763	H55Kc.735962	Myr.tri.Seat.4.03H10.653706	10.8.12.rk.st.0800.1123130	EM086.441698	C.3037.01.S1.405123	NA.15.T0.830848	soil1.T3U1.536591	SSBE21Aug08.618423	Turkey.Stool.983766	TBH12Aug08.618303	P.Dois.Rios.SB.414865	H60Do.735986	SPM1x040108.142616	L08A095.799873	F31Forr.140586	B.2004.01.S1.405609	PM8x30308.142380	TS152.2.299097	SPM1x030408.142594	S00305.543918	must.18.1128116	F32Hair.140769	CBE09Aug07.617917	TS1.2.299121	HI.20.35e.2.281673	FL.3.26a.1.281867	cf1170.632724	FL.3.32a.3.281781	M11Nstl.140810	21.ill.mucosa.WT.676371	Calh5.385340	CU3258.141544	50.col.lumen.TG.676359	fut2negative.day56.70.Regular.1004900	cf1126.633182	6b3f4f4e221ccf8bbfc57e52791ed288	42265f3f55dd9c4c9b4feaee53b1f4fc	mf2188.633126	9f400082bffeb4494d4497ef084ffe94	B26.737560	75f78e4c6e0dc6e4a62f570c1bc9a339	b76ecf3dd46fcab94418c68c6fcd8ada	920cce1ef960ffc7343eb5628636a37e	bb08145b2a3724c42967dc2dbdab5c3b	ME10May08EB1R1.486639	4d366f8db0835339ed3c686415599480	WT07L.478428
1204BCDNA.486523	0.552895	0.54862	0.57081	0.513027	0.663699	0.533715	0.521077	0.788154	0.509066	0.668954	0.496972	0.0	0.886996	0.743971	0.656944	0.957641	0.787637	0.869177	0.797563	0.620148	0.593822	0.708893	0.629096	0.655181	0.603865	0.746069	0.588104	0.7522	0.777	0.721831	0.822964	0.775857	0.841518	0.84031	0.84477	0.693263	0.741813	0.574796	0.660306	0.879454	0.638395	0.699882	0.876193	0.630177	0.622734	0.888691	0.760637	0.785538	0.679647	0.55633	0.748997	0.705902	0.531579	1.154255	0.86543	0.539077	0.53798	0.641826	0.68841	0.810011
Zambon.Leftpalm.983763	0.868353	0.642816	0.701006	0.922085	0.961377	0.834927	0.912961	0.988584	0.978782	0.794898	0.868438	0.886996	0.0	1.011193	0.893616	0.325177	0.485581	0.242891	0.897789	0.862138	0.959946	0.852349	0.934442	0.983655	0.809809	0.601983	0.916572	1.023468	0.636286	0.639163	0.711474	0.808221	0.862962	1.074502	1.06605	0.988873	0.725523	0.935112	0.871734	0.932068	0.994153	0.951392	0.973261	0.926223	0.958436	0.637483	0.691615	0.707168	0.994607	0.85971	0.689059	0.95333	0.944841	1.456077	0.965656	0.929375	1.031464	0.916566	0.860336	0.585309
H55Kc.735962	0.707968	0.849783	0.927593	0.56799	0.36657	0.7778	0.54877	0.785327	0.745391	0.835039	0.598353	0.743971	1.011193	0.0	0.357873	1.081838	0.925306	0.993374	0.71354	0.761967	0.575617	0.46324	0.607677	0.656994	0.70917	0.820652	0.527389	0.602157	0.851583	0.692368	0.897547	0.762686	0.652953	0.761647	0.753281	0.685766	0.799494	0.671507	0.738267	0.866283	0.700138	0.561113	0.688124	0.678404	0.707029	0.963274	0.83522	0.825439	0.679606	0.645911	0.61349	0.547377	0.62984	1.14264	0.781407	0.55509	0.726473	0.773631	0.507705	0.950746
Myr.tri.Seat.4.03H10.653706	0.608855	0.757046	0.838238	0.505807	0.389935	0.745469	0.460281	0.70812	0.660206	0.744798	0.548518	0.656944	0.893616	0.357873	0.0	0.970571	0.796921	0.882107	0.585735	0.671726	0.553524	0.471433	0.54958	0.571615	0.592647	0.692847	0.585508	0.642364	0.740316	0.638459	0.769742	0.630835	0.660342	0.776566	0.761256	0.584367	0.671689	0.56915	0.663346	0.734432	0.596875	0.50483	0.634215	0.577005	0.65086	0.849721	0.703369	0.72137	0.623437	0.57099	0.627127	0.51707	0.542065	1.078161	0.653602	0.501339	0.635874	0.69871	0.367706	0.868013
10.8.12.rk.st.0800.1123130	0.938998	0.713461	0.771651	0.99273	1.032022	0.905572	0.983606	1.059229	1.049427	0.865543	0.939083	0.957641	0.325177	1.081838	0.970571	0.0	0.5182	0.44476	0.962164	0.932783	1.030591	0.92389	1.005087	1.0543	0.864574	0.671816	0.987217	1.094113	0.767251	0.747588	0.865315	0.874132	0.924827	1.145147	1.136695	1.059518	0.8811	1.005757	0.942379	0.989885	1.064798	1.022037	1.033158	0.996868	1.029081	0.688174	0.755006	0.776161	1.065252	0.930355	0.791898	1.023975	1.015486	1.526722	1.020421	1.00002	1.102109	0.987211	0.930981	0.617706
EM086.441698	0.781398	0.628999	0.687189	0.837416	0.889742	0.750258	0.828292	0.928491	0.877137	0.709043	0.799089	0.787637	0.485581	0.925306	0.796921	0.5182	0.0	0.42522	0.782104	0.773997	0.869303	0.803994	0.862807	0.898986	0.693466	0.574034	0.847223	0.951833	0.449599	0.526956	0.593783	0.713104	0.808941	1.012525	1.001787	0.901918	0.628956	0.842183	0.789711	0.779271	0.901224	0.879757	0.793996	0.833294	0.889087	0.607834	0.551906	0.602219	0.925258	0.788075	0.518934	0.881695	0.858986	1.386728	0.807947	0.844706	0.944509	0.844931	0.785991	0.61048
C.3037.01.S1.405123	0.850534	0.624997	0.683187	0.904266	0.943558	0.817108	0.895142	0.970765	0.960963	0.777079	0.850619	0.869177	0.242891	0.993374	0.882107	0.44476	0.42522	0.0	0.87852	0.844319	0.942127	0.872958	0.916623	0.965836	0.777676	0.629752	0.898753	1.005649	0.601787	0.603848	0.682113	0.815564	0.894251	1.056683	1.048231	0.971054	0.706254	0.917293	0.831261	0.909533	0.976334	0.933573	0.970176	0.908404	0.940617	0.665308	0.644394	0.612755	0.976788	0.841891	0.633272	0.935511	0.927022	1.438258	0.954963	0.911556	1.013645	0.898747	0.842517	0.578202
NA.15.T0.830848	0.732376	0.890741	0.948931	0.674046	0.655934	0.870296	0.656542	0.633103	0.686787	0.794181	0.691251	0.797563	0.897789	0.71354	0.585735	0.962164	0.782104	0.87852	0.0	0.661807	0.662903	0.623494	0.674897	0.727236	0.677552	0.51554	0.682729	0.668251	0.677411	0.5687	0.614939	0.415334	0.576317	0.826463	0.706261	0.635362	0.441288	0.605441	0.645195	0.542689	0.691818	0.587031	0.440488	0.583244	0.781249	0.668096	0.542772	0.557373	0.746568	0.660861	0.686702	0.679387	0.696802	1.208038	0.431509	0.681336	0.668617	0.696681	0.508497	0.953478
soil1.T3U1.536591	0.436155	0.714512	0.772702	0.633607	0.661991	0.694067	0.588299	0.527124	0.597302	0.585014	0.574486	0.620148	0.862138	0.761967	0.671726	0.932783	0.773997	0.844319	0.661807	0.0	0.612286	0.641123	0.61491	0.647845	0.557697	0.716639	0.572446	0.678704	0.762152	0.692401	0.774338	0.729097	0.702868	0.813888	0.705486	0.607375	0.705417	0.501906	0.430834	0.832694	0.601589	0.599824	0.823947	0.482973	0.690764	0.808825	0.731207	0.703662	0.721449	0.521636	0.742569	0.690064	0.632749	1.182919	0.762748	0.640897	0.645684	0.507488	0.636164	0.821389
SSBE21Aug08.618423	0.533429	0.757996	0.81925	0.447217	0.490867	0.638737	0.412155	0.654438	0.56154	0.641652	0.450624	0.593822	0.959946	0.575617	0.553524	1.030591	0.869303	0.942127	0.662903	0.612286	0.0	0.617083	0.298734	0.499681	0.577597	0.819019	0.420486	0.53036	0.820892	0.794781	0.887534	0.761053	0.77771	0.696788	0.651842	0.414769	0.797861	0.447232	0.605714	0.86465	0.529705	0.544988	0.790537	0.482905	0.497908	0.953261	0.833587	0.810324	0.431339	0.553046	0.823109	0.580654	0.442357	1.053373	0.771394	0.427685	0.473254	0.595618	0.602754	0.827131
Turkey.Stool.983766	0.661414	0.808995	0.890187	0.605606	0.443012	0.797418	0.590652	0.702047	0.600915	0.746963	0.563275	0.708893	0.852349	0.46324	0.471433	0.92389	0.803994	0.872958	0.623494	0.641123	0.617083	0.0	0.628731	0.685056	0.564048	0.691208	0.548923	0.658929	0.787461	0.635138	0.797255	0.647312	0.430819	0.879519	0.759317	0.61747	0.74098	0.604491	0.550581	0.773475	0.705336	0.538769	0.742996	0.622926	0.668379	0.84108	0.741994	0.676593	0.711808	0.588287	0.576918	0.598495	0.662042	1.181114	0.793217	0.612896	0.647435	0.634483	0.640823	0.875942
TBH12Aug08.618303	0.526433	0.771976	0.84855	0.432401	0.475279	0.715443	0.358227	0.682612	0.634312	0.703938	0.417	0.629096	0.934442	0.607677	0.54958	1.005087	0.862807	0.916623	0.674897	0.61491	0.298734	0.628731	0.0	0.517379	0.640903	0.791229	0.483874	0.606006	0.793102	0.766991	0.848928	0.733263	0.789704	0.749902	0.738284	0.493603	0.770071	0.532362	0.591832	0.83686	0.604823	0.56895	0.762747	0.568035	0.476288	0.856725	0.805797	0.822318	0.327307	0.537752	0.798775	0.548834	0.457377	1.054019	0.674858	0.439691	0.535698	0.57946	0.576892	0.801627
P.Dois.Rios.SB.414865	0.59841	0.784955	0.860489	0.472386	0.582154	0.72869	0.45614	0.727763	0.651663	0.727913	0.413223	0.655181	0.983655	0.656994	0.571615	1.0543	0.898986	0.965836	0.727236	0.647845	0.499681	0.685056	0.517379	0.0	0.681064	0.842728	0.563515	0.665031	0.851827	0.81849	0.907559	0.784762	0.842043	0.768069	0.770203	0.582178	0.82157	0.532933	0.676187	0.888359	0.464018	0.623347	0.814246	0.596648	0.603657	0.973286	0.857296	0.873817	0.567636	0.491315	0.851314	0.588419	0.502154	0.868566	0.791419	0.48521	0.610815	0.691591	0.626463	0.884838
H60Do.735986	0.521922	0.751953	0.809405	0.648392	0.591504	0.702502	0.612386	0.777059	0.600891	0.559705	0.579599	0.603865	0.809809	0.70917	0.592647	0.864574	0.693466	0.777676	0.677552	0.557697	0.577597	0.564048	0.640903	0.681064	0.0	0.598324	0.582619	0.701527	0.678445	0.615018	0.694833	0.66152	0.679247	0.895101	0.833193	0.630524	0.657786	0.567365	0.549915	0.696015	0.574204	0.667175	0.801848	0.613872	0.688023	0.725128	0.607526	0.588239	0.715536	0.620931	0.577266	0.641155	0.615028	1.216976	0.777005	0.60606	0.656811	0.621199	0.699499	0.80127
SPM1x040108.142616	0.722854	0.785297	0.843487	0.781158	0.818164	0.764852	0.772034	0.836227	0.833283	0.774947	0.727511	0.746069	0.601983	0.820652	0.692847	0.671816	0.574034	0.629752	0.51554	0.716639	0.819019	0.691208	0.791229	0.842728	0.598324	0.0	0.775645	0.880255	0.563057	0.335776	0.456207	0.340376	0.652325	0.933575	0.918265	0.838802	0.453162	0.791899	0.657019	0.465913	0.85094	0.799035	0.571824	0.773866	0.817509	0.431446	0.269766	0.314655	0.85368	0.711925	0.471974	0.803259	0.803914	1.31515	0.612451	0.788448	0.885965	0.768781	0.636719	0.775518
L08A095.799873	0.565121	0.72234	0.802182	0.380435	0.356587	0.648219	0.457411	0.673802	0.568296	0.663336	0.388746	0.588104	0.916572	0.527389	0.585508	0.987217	0.847223	0.898753	0.682729	0.572446	0.420486	0.548923	0.483874	0.563515	0.582619	0.775645	0.0	0.522556	0.806576	0.751407	0.84416	0.717679	0.73217	0.696036	0.6372	0.586701	0.754487	0.5408	0.563264	0.821276	0.612575	0.511228	0.812529	0.576333	0.503246	0.909887	0.790213	0.763944	0.541189	0.521264	0.778573	0.54528	0.506005	1.070085	0.793386	0.238105	0.603202	0.6092	0.624746	0.839587
F31Forr.140586	0.675301	0.863598	0.932988	0.626841	0.576503	0.637205	0.587803	0.686546	0.637822	0.753818	0.610894	0.7522	1.023468	0.602157	0.642364	1.094113	0.951833	1.005649	0.668251	0.678704	0.53036	0.658929	0.606006	0.665031	0.701527	0.880255	0.522556	0.0	0.882128	0.845967	0.94877	0.822289	0.773008	0.436426	0.235836	0.587713	0.859097	0.570444	0.633766	0.925886	0.654817	0.463772	0.841723	0.602213	0.72289	1.014497	0.894823	0.857228	0.679551	0.64077	0.873133	0.655924	0.657489	1.143015	0.83263	0.614257	0.621762	0.655476	0.635436	0.919711
B.2004.01.S1.405609	0.724727	0.745376	0.803566	0.812089	0.849095	0.699647	0.802965	0.897854	0.846484	0.716332	0.729384	0.777	0.636286	0.851583	0.740316	0.767251	0.449599	0.601787	0.677411	0.762152	0.820892	0.787461	0.793102	0.851827	0.678445	0.563057	0.806576	0.882128	0.0	0.535199	0.446482	0.654531	0.77759	0.98646	0.97115	0.842961	0.461395	0.8051	0.781838	0.716018	0.896453	0.834538	0.697365	0.823951	0.83071	0.594497	0.553115	0.602666	0.855553	0.742856	0.514775	0.830534	0.828903	1.346081	0.667452	0.819379	0.891612	0.774428	0.72685	0.733309
PM8x30308.142380	0.698616	0.761059	0.819249	0.75692	0.773826	0.740614	0.737746	0.811989	0.809045	0.750709	0.703273	0.721831	0.639163	0.692368	0.638459	0.747588	0.526956	0.603848	0.5687	0.692401	0.794781	0.635138	0.766991	0.81849	0.615018	0.335776	0.751407	0.845967	0.535199	0.0	0.463721	0.49992	0.561573	0.909337	0.894027	0.814564	0.48294	0.767661	0.677247	0.593867	0.816652	0.754697	0.520478	0.749628	0.793271	0.526166	0.331768	0.332919	0.829442	0.687687	0.303356	0.779021	0.779676	1.290912	0.640731	0.76421	0.861727	0.744543	0.582331	0.7676
TS152.2.299097	0.780553	0.862192	0.920382	0.858053	0.886679	0.841747	0.829733	0.904742	0.901798	0.843462	0.804406	0.822964	0.711474	0.897547	0.769742	0.865315	0.593783	0.682113	0.614939	0.774338	0.887534	0.797255	0.848928	0.907559	0.694833	0.456207	0.84416	0.94877	0.446482	0.463721	0.0	0.570145	0.742436	1.01047	0.98678	0.907317	0.402739	0.860414	0.759184	0.558774	0.919455	0.86755	0.604643	0.842381	0.894404	0.577479	0.445611	0.439454	0.930575	0.776756	0.496553	0.86809	0.880809	1.392045	0.5182	0.865343	0.95448	0.82648	0.727866	0.885053
SPM1x030408.142594	0.725376	0.869035	0.927225	0.723192	0.760198	0.84859	0.714068	0.773689	0.775317	0.837957	0.669545	0.775857	0.808221	0.762686	0.630835	0.874132	0.713104	0.815564	0.415334	0.729097	0.761053	0.647312	0.733263	0.784762	0.66152	0.340376	0.717679	0.822289	0.654531	0.49992	0.570145	0.0	0.593063	0.875609	0.860299	0.780836	0.410792	0.733933	0.685855	0.386409	0.792974	0.741069	0.472814	0.7159	0.759543	0.604664	0.404242	0.539127	0.795714	0.653959	0.565466	0.745293	0.745948	1.257184	0.484561	0.730482	0.827999	0.771303	0.545677	0.9076
S00305.543918	0.780977	0.934696	0.992886	0.788853	0.750139	0.914251	0.761299	0.687286	0.674118	0.847998	0.735206	0.841518	0.862962	0.652953	0.660342	0.924827	0.808941	0.894251	0.576317	0.702868	0.77771	0.430819	0.789704	0.842043	0.679247	0.652325	0.73217	0.773008	0.77759	0.561573	0.742436	0.593063	0.0	0.94127	0.768622	0.702005	0.680153	0.709472	0.597212	0.71498	0.796575	0.629292	0.648923	0.666987	0.825204	0.726195	0.684767	0.639024	0.861375	0.703976	0.556065	0.785814	0.811609	1.322845	0.733826	0.796143	0.7268	0.692472	0.613894	0.973261
must.18.1128116	0.805997	0.950168	1.008358	0.704283	0.789161	0.742409	0.722323	0.82699	0.857254	0.906842	0.725658	0.84031	1.074502	0.761647	0.776566	1.145147	1.012525	1.056683	0.826463	0.813888	0.696788	0.879519	0.749902	0.768069	0.895101	0.933575	0.696036	0.436426	0.98646	0.909337	1.01047	0.875609	0.94127	0.0	0.48004	0.800663	0.912417	0.748498	0.823838	0.979206	0.803445	0.795856	0.905093	0.742183	0.815656	1.076197	0.948143	0.973044	0.776805	0.742352	0.966877	0.809248	0.727039	1.208595	0.89433	0.711573	0.834914	0.863866	0.71731	1.041425
F32Hair.140769	0.782073	0.946288	1.004478	0.721253	0.734317	0.742699	0.718001	0.657936	0.634446	0.84823	0.738458	0.84477	1.06605	0.753281	0.761256	1.136695	1.001787	1.048231	0.706261	0.705486	0.651842	0.759317	0.738284	0.770203	0.833193	0.918265	0.6372	0.235836	0.97115	0.894027	0.98678	0.860299	0.768622	0.48004	0.0	0.567189	0.897107	0.64916	0.642356	0.963896	0.749037	0.444228	0.889783	0.607971	0.828456	1.052507	0.932833	0.905288	0.793775	0.709718	0.951567	0.760418	0.744009	1.234045	0.87064	0.728543	0.616276	0.687304	0.702	1.035259
CBE09Aug07.617917	0.577874	0.797983	0.870755	0.555164	0.592358	0.729286	0.547568	0.585205	0.493665	0.687085	0.558571	0.693263	0.988873	0.685766	0.584367	1.059518	0.901918	0.971054	0.635362	0.607375	0.414769	0.61747	0.493603	0.582178	0.630524	0.838802	0.586701	0.587713	0.842961	0.814564	0.907317	0.780836	0.702005	0.800663	0.567189	0.0	0.817644	0.482255	0.532067	0.884433	0.613418	0.417057	0.81032	0.47859	0.629025	0.973044	0.85337	0.830107	0.536564	0.583461	0.85015	0.601779	0.55575	1.116376	0.791177	0.543472	0.383691	0.490877	0.622537	0.859832
TS1.2.299121	0.701696	0.834991	0.893181	0.76	0.797006	0.814546	0.750876	0.812783	0.812125	0.814277	0.706353	0.741813	0.725523	0.799494	0.671689	0.8811	0.628956	0.706254	0.441288	0.705417	0.797861	0.74098	0.770071	0.82157	0.657786	0.453162	0.754487	0.859097	0.461395	0.48294	0.402739	0.410792	0.680153	0.912417	0.897107	0.817644	0.0	0.770741	0.746125	0.471181	0.829782	0.777877	0.531164	0.752708	0.796351	0.561144	0.397354	0.545149	0.832522	0.690767	0.508902	0.778403	0.782756	1.293992	0.485939	0.76729	0.864807	0.747623	0.599023	0.878326
HI.20.35e.2.281673	0.508139	0.758804	0.797146	0.522205	0.555117	0.708119	0.487347	0.543862	0.483064	0.625186	0.488306	0.574796	0.935112	0.671507	0.56915	1.005757	0.842183	0.917293	0.605441	0.501906	0.447232	0.604491	0.532362	0.532933	0.567365	0.791899	0.5408	0.570444	0.8051	0.767661	0.860414	0.733933	0.709472	0.748498	0.64916	0.482255	0.770741	0.0	0.511936	0.83753	0.413215	0.527684	0.773353	0.328793	0.604832	0.926141	0.806467	0.778922	0.596845	0.510428	0.803247	0.609896	0.459343	1.093375	0.75421	0.453243	0.48175	0.588432	0.58557	0.857265
FL.3.26a.1.281867	0.501703	0.753484	0.826256	0.627513	0.640577	0.732207	0.582205	0.505822	0.516122	0.68371	0.573034	0.660306	0.871734	0.738267	0.663346	0.942379	0.789711	0.831261	0.645195	0.430834	0.605714	0.550581	0.591832	0.676187	0.549915	0.657019	0.563264	0.633766	0.781838	0.677247	0.759184	0.685855	0.597212	0.823838	0.642356	0.532067	0.746125	0.511936	0.0	0.722522	0.667717	0.50533	0.827441	0.469463	0.6622	0.793671	0.716053	0.644042	0.698371	0.51789	0.712643	0.657992	0.648605	1.161505	0.766242	0.634803	0.567972	0.469088	0.639658	0.812449
