	TVF.2004.Loc4.D10.Rep1.414474	sp1565.486407	sp0193.486346	SE.20100928.GY.NF008.BC.093.a.673660	E3E04.826190	sp1017.486420	ANT04.S2M1.607431	UQ288.591065	sp0759.486364	nest.WY.2008.3.712186.739059	SE.20101009.GY.ALTFF002.BC.225.415346	1204BCDNA.486523	Zambon.Leftpalm.983763	H55Kc.735962	Myr.tri.Seat.4.03H10.653706	10.8.12.rk.st.0800.1123130	EM086.441698	C.3037.01.S1.405123	NA.15.T0.830848	soil1.T3U1.536591	SSBE21Aug08.618423	Turkey.Stool.983766	TBH12Aug08.618303	P.Dois.Rios.SB.414865	H60Do.735986	SPM1x040108.142616	L08A095.799873	F31Forr.140586	B.2004.01.S1.405609	PM8x30308.142380	TS152.2.299097	SPM1x030408.142594	S00305.543918	must.18.1128116	F32Hair.140769	CBE09Aug07.617917	TS1.2.299121	HI.20.35e.2.281673	FL.3.26a.1.281867	cf1170.632724	FL.3.32a.3.281781	M11Nstl.140810	21.ill.mucosa.WT.676371	Calh5.385340	CU3258.141544	50.col.lumen.TG.676359	fut2negative.day56.70.Regular.1004900	cf1126.633182	6b3f4f4e221ccf8bbfc57e52791ed288	42265f3f55dd9c4c9b4feaee53b1f4fc	mf2188.633126	9f400082bffeb4494d4497ef084ffe94	B26.737560	75f78e4c6e0dc6e4a62f570c1bc9a339	b76ecf3dd46fcab94418c68c6fcd8ada	920cce1ef960ffc7343eb5628636a37e	bb08145b2a3724c42967dc2dbdab5c3b	ME10May08EB1R1.486639	4d366f8db0835339ed3c686415599480	WT07L.478428
cf1170.632724	0.795296	0.893958	0.925491	0.828117	0.86943	0.837323	0.81404	0.811216	0.811102	0.883928	0.715832	0.802768	0.93727	0.819193	0.716744	1.018556	0.480679	0.804605	0.523777	0.787164	0.82488	0.721315	0.853664	0.760631	0.568029	0.525539	0.800702	0.899455	0.510197	0.388667	0.310727	0.662202	0.661654	0.918062	0.902858	0.838354	0.333675	0.801774	0.748253	0.0	0.776398	0.863123	0.507887	0.851566	0.863168	0.538739	0.652936	0.715003	0.853935	0.768351	0.650262	0.729607	0.768598	1.312065	0.367443	0.794078	0.885987	0.798598	0.600558	0.93626
FL.3.32a.3.281781	0.357934	0.71515	0.753261	0.485715	0.584036	0.581993	0.479008	0.58359	0.543252	0.594622	0.519064	0.574384	0.972414	0.557641	0.558812	0.891892	0.786811	0.900257	0.810563	0.42151	0.44114	0.726029	0.542088	0.529131	0.582653	0.831217	0.609512	0.646751	0.794897	0.693191	0.713057	0.791644	0.816356	0.708302	0.725444	0.572398	0.796605	0.340592	0.449419	0.776398	0.0	0.640885	0.722151	0.499324	0.57585	0.845093	0.867792	0.830335	0.562843	0.622449	0.708836	0.547173	0.41049	1.072979	0.734603	0.436034	0.536605	0.610092	0.534664	0.834878
M11Nstl.140810	0.623409	0.770823	0.834582	0.626212	0.685829	0.72803	0.585195	0.663473	0.701809	0.826335	0.596975	0.608843	1.065997	0.678348	0.641539	1.016049	0.873536	0.99384	0.796586	0.676487	0.625377	0.705076	0.675077	0.528176	0.744534	0.917942	0.678029	0.618556	0.881622	0.789966	0.799782	0.890705	0.809919	0.782499	0.324209	0.438655	0.88333	0.606225	0.562264	0.863123	0.640885	0.0	0.836986	0.572557	0.694083	0.924278	0.959089	0.87779	0.692108	0.697732	0.793381	0.616892	0.606771	1.137282	0.813788	0.610477	0.514376	0.643475	0.649943	0.958203
21.ill.mucosa.WT.676371	0.769159	0.796969	0.828502	0.80198	0.843293	0.811186	0.758781	0.724591	0.714113	0.797303	0.663939	0.776631	0.749937	0.748324	0.620669	0.803147	0.412646	0.667904	0.52669	0.761027	0.798743	0.595146	0.827527	0.734494	0.55835	0.399566	0.774565	0.873318	0.403088	0.39766	0.442222	0.433659	0.617613	0.891925	0.876721	0.812217	0.505266	0.775637	0.72425	0.507887	0.722151	0.836986	0.0	0.825429	0.837031	0.416796	0.521081	0.503796	0.827798	0.671362	0.469613	0.724924	0.742461	1.285928	0.489164	0.767941	0.85985	0.701609	0.552799	0.807469
Calh5.385340	0.507742	0.835172	0.851385	0.555375	0.7156	0.738841	0.553742	0.590536	0.692772	0.746762	0.617244	0.621278	1.05444	0.713507	0.656862	1.033656	0.861979	0.982283	0.745525	0.611224	0.59878	0.739751	0.642722	0.533215	0.687017	0.906385	0.700494	0.640957	0.870065	0.778409	0.788225	0.879148	0.800914	0.803168	0.635248	0.50946	0.871773	0.405474	0.275211	0.851566	0.499324	0.572557	0.825429	0.0	0.73353	0.870665	0.947532	0.867509	0.724297	0.696441	0.825504	0.663487	0.564148	1.182427	0.760175	0.596656	0.553477	0.641212	0.638386	0.961228
CU3258.141544	0.575706	0.718608	0.824721	0.523423	0.4933	0.616171	0.559126	0.759408	0.623458	0.787294	0.538016	0.616656	1.054612	0.593003	0.639944	0.959364	0.873581	0.984741	0.909903	0.63624	0.419346	0.794469	0.482296	0.616321	0.766849	0.917987	0.535376	0.734671	0.881667	0.790011	0.799827	0.888464	0.914856	0.747738	0.800482	0.533928	0.883375	0.639276	0.683089	0.863168	0.57585	0.694083	0.837031	0.73353	0.0	0.932703	0.954562	0.927995	0.325857	0.700647	0.775596	0.556707	0.451146	1.096671	0.822213	0.428886	0.603179	0.64328	0.649988	0.921534
50.col.lumen.TG.676359	0.814395	0.892641	0.924174	0.820526	0.938965	0.906858	0.806449	0.769827	0.809785	0.892975	0.751231	0.863923	0.792575	0.888728	0.726517	0.896817	0.502888	0.70689	0.540582	0.848319	0.886035	0.650566	0.846073	0.818102	0.616918	0.376998	0.861857	0.96061	0.520652	0.484276	0.503446	0.547769	0.659021	0.987597	0.964013	0.857453	0.498102	0.862929	0.767866	0.538739	0.845093	0.924278	0.416796	0.870665	0.932703	0.0	0.536755	0.583474	0.92347	0.75497	0.567883	0.808532	0.838133	1.3816	0.489428	0.863613	0.947142	0.731497	0.700883	0.903141
fut2negative.day56.70.Regular.1004900	0.88669	0.701944	0.733477	0.919511	0.960824	0.928717	0.905434	0.846694	0.831644	0.73337	0.771534	0.894162	0.495634	0.910587	0.760478	0.559136	0.496175	0.433903	0.656973	0.878558	0.916274	0.784407	0.945058	0.856597	0.614083	0.471705	0.892096	0.990849	0.550739	0.607265	0.641245	0.392234	0.827534	1.009456	0.996538	0.932034	0.656083	0.893168	0.846353	0.652936	0.867792	0.959089	0.521081	0.947532	0.954562	0.536755	0.0	0.334027	0.945329	0.788893	0.587544	0.842455	0.859992	1.403459	0.738613	0.885472	0.977381	0.81914	0.758104	0.62181
cf1126.633182	0.851743	0.746229	0.777762	0.88302	0.934257	0.90215	0.860437	0.767153	0.805077	0.767291	0.735043	0.816425	0.571905	0.849338	0.668105	0.596703	0.48935	0.476278	0.590866	0.842067	0.852871	0.664498	0.910111	0.794282	0.545844	0.436668	0.855605	0.908136	0.535614	0.594182	0.612156	0.331775	0.742167	0.982889	0.915239	0.855017	0.695752	0.814155	0.76471	0.715003	0.830335	0.87779	0.503796	0.867509	0.927995	0.583474	0.334027	0.0	0.918762	0.753946	0.560191	0.807508	0.833425	1.376892	0.741546	0.858905	0.894668	0.744409	0.719201	0.708385
6b3f4f4e221ccf8bbfc57e52791ed288	0.566473	0.725545	0.823908	0.53548	0.514127	0.633854	0.572801	0.752937	0.622645	0.778061	0.532585	0.615843	1.045379	0.61383	0.660771	0.936849	0.864348	0.975508	0.90067	0.623469	0.302201	0.815296	0.406985	0.608984	0.757616	0.908754	0.556203	0.732696	0.872434	0.780778	0.790594	0.879231	0.905623	0.745763	0.791249	0.522155	0.874142	0.630043	0.673856	0.853935	0.562843	0.692108	0.827798	0.724297	0.325857	0.92347	0.945329	0.918762	0.0	0.69331	0.796423	0.577534	0.441913	1.095858	0.81298	0.422975	0.597032	0.655903	0.640755	0.908527
42265f3f55dd9c4c9b4feaee53b1f4fc	0.615871	0.566941	0.631756	0.647108	0.706909	0.668528	0.647283	0.590109	0.549469	0.677397	0.481893	0.596965	0.893515	0.699428	0.634557	0.862935	0.707912	0.821358	0.724906	0.535419	0.652507	0.73238	0.602199	0.450812	0.67801	0.752318	0.616317	0.727302	0.715998	0.695194	0.70501	0.722795	0.876087	0.763299	0.760033	0.662133	0.788558	0.616611	0.643472	0.768351	0.622449	0.697732	0.671362	0.696441	0.700647	0.75497	0.788893	0.753946	0.69331	0.0	0.657459	0.62179	0.607973	1.145436	0.786184	0.631557	0.708878	0.529073	0.626023	0.785721
mf2188.633126	0.737784	0.741004	0.780287	0.740895	0.691916	0.762971	0.700662	0.718864	0.665898	0.795092	0.626866	0.728416	0.76189	0.546193	0.497636	0.76994	0.572543	0.673173	0.558767	0.721232	0.767368	0.400479	0.796152	0.701613	0.604193	0.573419	0.67147	0.849267	0.611955	0.511615	0.628003	0.523776	0.71321	0.875246	0.889254	0.780842	0.673811	0.758844	0.724325	0.650262	0.708836	0.793381	0.469613	0.825504	0.775596	0.567883	0.587544	0.560191	0.796423	0.657459	0.0	0.630867	0.711086	1.242331	0.721125	0.719726	0.828475	0.66263	0.604708	0.802218
9f400082bffeb4494d4497ef084ffe94	0.545375	0.656455	0.77283	0.472768	0.476441	0.62421	0.482075	0.693049	0.602391	0.752809	0.495829	0.566097	0.971427	0.42503	0.503669	0.931659	0.757776	0.877206	0.777352	0.578061	0.539259	0.655664	0.536395	0.510902	0.646362	0.80588	0.469795	0.691364	0.76956	0.677904	0.68772	0.776357	0.785989	0.734103	0.737807	0.569919	0.771268	0.587929	0.590982	0.729607	0.547173	0.616892	0.724924	0.663487	0.556707	0.808532	0.842455	0.807508	0.577534	0.62179	0.630867	0.0	0.458001	1.075306	0.698042	0.448411	0.62199	0.613989	0.561317	0.794507
B26.737560	0.40592	0.640208	0.723251	0.412503	0.45505	0.528465	0.43601	0.6676	0.462444	0.601532	0.447248	0.495338	0.960042	0.509689	0.543366	0.895924	0.779011	0.890171	0.815333	0.547952	0.398766	0.729959	0.460066	0.523647	0.610999	0.823417	0.514612	0.620931	0.787097	0.695441	0.705257	0.793894	0.820286	0.660426	0.705912	0.529824	0.788805	0.445702	0.522579	0.768598	0.41049	0.606771	0.742461	0.564148	0.451146	0.838133	0.859992	0.833425	0.441913	0.607973	0.711086	0.458001	0.0	1.010521	0.727643	0.355204	0.510781	0.582354	0.555418	0.846306
75f78e4c6e0dc6e4a62f570c1bc9a339	1.056587	1.209505	1.267784	1.066802	1.095203	1.121374	1.073433	1.208305	1.113971	1.250935	1.021161	1.088141	1.503509	1.10285	1.134109	1.451275	1.322478	1.433638	1.3588	1.119481	1.079715	1.261204	1.108499	1.056628	1.223118	1.366884	1.107953	1.158128	1.330564	1.238908	1.248724	1.337361	1.363753	1.166955	1.232419	1.119013	1.332272	1.106335	1.131986	1.312065	1.072979	1.137282	1.285928	1.182427	1.096671	1.3816	1.403459	1.376892	1.095858	1.145436	1.242331	1.075306	1.010521	0.0	1.27111	1.019851	1.153734	1.114445	1.098885	1.395715
b76ecf3dd46fcab94418c68c6fcd8ada	0.703905	0.923855	0.955388	0.710036	0.828475	0.86722	0.695959	0.780313	0.840999	0.903461	0.726985	0.824285	0.994285	0.778238	0.744907	1.056337	0.534404	0.863592	0.563694	0.808681	0.775545	0.750684	0.735583	0.707612	0.63555	0.553192	0.822219	0.85012	0.463028	0.417666	0.317266	0.685251	0.621723	0.877107	0.853523	0.746963	0.375278	0.762375	0.656862	0.367443	0.734603	0.813788	0.489164	0.760175	0.822213	0.489428	0.738613	0.741546	0.81298	0.786184	0.721125	0.698042	0.727643	1.27111	0.0	0.753123	0.836652	0.762711	0.557317	0.982699
920cce1ef960ffc7343eb5628636a37e	0.470672	0.61189	0.722905	0.370517	0.284568	0.506515	0.425556	0.690318	0.489662	0.66057	0.461342	0.486968	0.985522	0.390329	0.543042	0.90423	0.804491	0.915651	0.840813	0.520898	0.393322	0.738599	0.484874	0.545335	0.667119	0.848897	0.25881	0.626751	0.812577	0.720921	0.730737	0.819374	0.845766	0.678648	0.731392	0.54869	0.814285	0.502402	0.548757	0.794078	0.436034	0.610477	0.767941	0.596656	0.428886	0.863613	0.885472	0.858905	0.422975	0.631557	0.719726	0.448411	0.355204	1.019851	0.753123	0.0	0.548651	0.588442	0.580898	0.84867
bb08145b2a3724c42967dc2dbdab5c3b	0.545881	0.795905	0.849784	0.464568	0.669135	0.553554	0.548157	0.691619	0.500165	0.765285	0.590735	0.522379	1.082003	0.662698	0.636387	0.981487	0.8964	1.009846	0.814106	0.635187	0.495737	0.735582	0.554083	0.557352	0.705324	0.940806	0.681183	0.640748	0.904486	0.81283	0.822646	0.911283	0.825909	0.803639	0.613517	0.379459	0.906194	0.541627	0.531792	0.885987	0.536605	0.514376	0.85985	0.553477	0.603179	0.947142	0.977381	0.894668	0.597032	0.708878	0.828475	0.62199	0.510781	1.153734	0.836652	0.548651	0.0	0.635983	0.672807	0.948925
ME10May08EB1R1.486639	0.565172	0.619982	0.661515	0.546773	0.681524	0.546783	0.568508	0.546114	0.525094	0.691054	0.492392	0.541556	0.91919	0.636723	0.57813	0.851512	0.738159	0.849319	0.660533	0.573614	0.57224	0.695811	0.564536	0.575181	0.670405	0.782565	0.593178	0.625323	0.746245	0.725441	0.735257	0.753042	0.864594	0.707846	0.679338	0.527202	0.818805	0.595546	0.590771	0.798598	0.610092	0.643475	0.701609	0.641212	0.64328	0.731497	0.81914	0.744409	0.655903	0.529073	0.66263	0.613989	0.582354	1.114445	0.762711	0.588442	0.635983	0.0	0.65627	0.793666
4d366f8db0835339ed3c686415599480	0.582116	0.75163	0.783163	0.614937	0.65625	0.694995	0.57275	0.658524	0.668774	0.731236	0.56314	0.66044	0.907768	0.575863	0.558742	0.92432	0.644047	0.821359	0.696537	0.644836	0.6117	0.645597	0.640484	0.547451	0.630811	0.688453	0.658374	0.686275	0.652133	0.507301	0.537217	0.655368	0.634062	0.704882	0.689678	0.625174	0.620765	0.59853	0.573693	0.600558	0.534664	0.649943	0.552799	0.638386	0.649988	0.700883	0.758104	0.719201	0.640755	0.626023	0.604708	0.561317	0.555418	1.098885	0.557317	0.580898	0.672807	0.65627	0.0	0.826098
WT07L.478428	0.8804	0.6942	0.589515	0.888449	0.95308	0.895689	0.899976	0.845808	0.8239	0.740208	0.76379	0.886418	0.54993	0.919381	0.833192	0.510382	0.772329	0.545339	0.907373	0.850102	0.879472	0.916115	0.908256	0.855711	0.866937	0.793401	0.884352	0.983105	0.794825	0.871793	0.881609	0.668854	1.075342	1.001712	1.017606	0.90209	0.959549	0.886878	0.888723	0.93626	0.834878	0.958203	0.807469	0.961228	0.921534	0.903141	0.62181	0.708385	0.908527	0.785721	0.802218	0.794507	0.846306	1.395715	0.982699	0.84867	0.948925	0.793666	0.826098	0.0
