	TVF.2004.Loc4.D10.Rep1.414474	sp1565.486407	sp0193.486346	SE.20100928.GY.NF008.BC.093.a.673660	E3E04.826190	sp1017.486420	ANT04.S2M1.607431	UQ288.591065	sp0759.486364	nest.WY.2008.3.712186.739059	SE.20101009.GY.ALTFF002.BC.225.415346	1204BCDNA.486523	Zambon.Leftpalm.983763	H55Kc.735962	Myr.tri.Seat.4.03H10.653706	10.8.12.rk.st.0800.1123130	EM086.441698	C.3037.01.S1.405123	NA.15.T0.830848	soil1.T3U1.536591	SSBE21Aug08.618423	Turkey.Stool.983766	TBH12Aug08.618303	P.Dois.Rios.SB.414865	H60Do.735986	SPM1x040108.142616	L08A095.799873	F31Forr.140586	B.2004.01.S1.405609	PM8x30308.142380	TS152.2.299097	SPM1x030408.142594	S00305.543918	must.18.1128116	F32Hair.140769	CBE09Aug07.617917	TS1.2.299121	HI.20.35e.2.281673	FL.3.26a.1.281867	cf1170.632724	FL.3.32a.3.281781	M11Nstl.140810	21.ill.mucosa.WT.676371	Calh5.385340	CU3258.141544	50.col.lumen.TG.676359	fut2negative.day56.70.Regular.1004900	cf1126.633182	6b3f4f4e221ccf8bbfc57e52791ed288	42265f3f55dd9c4c9b4feaee53b1f4fc	mf2188.633126	9f400082bffeb4494d4497ef084ffe94	B26.737560	75f78e4c6e0dc6e4a62f570c1bc9a339	b76ecf3dd46fcab94418c68c6fcd8ada	920cce1ef960ffc7343eb5628636a37e	bb08145b2a3724c42967dc2dbdab5c3b	ME10May08EB1R1.486639	4d366f8db0835339ed3c686415599480	WT07L.478428
SE.20101009.GY.ALTFF002.BC.225.415346	0.499302	0.54265	0.646701	0.470125	0.536694	0.531565	0.491748	0.574476	0.477692	0.59781	0.0	0.470998	0.871584	0.533785	0.503254	0.81935	0.690553	0.801713	0.726887	0.468476	0.495892	0.661571	0.513246	0.478725	0.609589	0.734959	0.448892	0.649695	0.698639	0.642675	0.652491	0.705436	0.818084	0.683312	0.70371	0.55139	0.736039	0.500962	0.586317	0.715832	0.519064	0.596975	0.663939	0.617244	0.538016	0.751231	0.771534	0.735043	0.532585	0.481893	0.626866	0.495829	0.447248	1.021161	0.726985	0.461342	0.590735	0.492392	0.56314	0.76379
1204BCDNA.486523	0.54531	0.614694	0.671791	0.457299	0.57764	0.510307	0.459796	0.623104	0.397744	0.705476	0.470998	0.0	0.994212	0.580861	0.511238	0.944264	0.813181	0.924341	0.764871	0.519928	0.512758	0.662657	0.584794	0.545933	0.636239	0.857587	0.505352	0.644813	0.821267	0.729611	0.739427	0.828064	0.840676	0.775272	0.726302	0.576988	0.822975	0.544362	0.558267	0.802768	0.574384	0.608843	0.776631	0.621278	0.616656	0.863923	0.894162	0.816425	0.615843	0.596965	0.728416	0.566097	0.495338	1.088141	0.824285	0.486968	0.522379	0.541556	0.66044	0.886418
Zambon.Leftpalm.983763	0.989026	0.801994	0.697309	1.019561	1.060874	1.028767	1.00777	0.953602	0.931694	0.83342	0.871584	0.994212	0.0	1.027175	0.877732	0.328066	0.709741	0.364575	0.861255	0.98318	1.016324	0.858645	1.045108	0.963505	0.854769	0.635843	0.992146	1.090899	0.804611	0.875223	0.873095	0.51793	1.046358	1.109506	1.103446	1.038942	0.968945	0.995504	0.951127	0.93727	0.972414	1.065997	0.749937	1.05444	1.054612	0.792575	0.495634	0.571905	1.045379	0.893515	0.76189	0.971427	0.960042	1.503509	0.994285	0.985522	1.082003	0.91919	0.907768	0.54993
H55Kc.735962	0.545505	0.678869	0.797634	0.490928	0.412173	0.577492	0.487245	0.758189	0.604197	0.751871	0.533785	0.580861	1.027175	0.0	0.514947	0.991479	0.829606	0.940766	0.812922	0.615649	0.565971	0.595686	0.593439	0.613206	0.707554	0.874012	0.431259	0.635434	0.837692	0.676672	0.755852	0.806829	0.773271	0.680217	0.720537	0.646943	0.8394	0.620085	0.648814	0.819193	0.557641	0.678348	0.748324	0.713507	0.593003	0.888728	0.910587	0.849338	0.61383	0.699428	0.546193	0.42503	0.509689	1.10285	0.778238	0.390329	0.662698	0.636723	0.575863	0.919381
Myr.tri.Seat.4.03H10.653706	0.58953	0.659364	0.752415	0.558631	0.456306	0.603669	0.491286	0.661374	0.573646	0.7249	0.503254	0.511238	0.877732	0.514947	0.0	0.843656	0.683371	0.791323	0.698271	0.573242	0.570688	0.496277	0.633316	0.594105	0.517441	0.719317	0.525436	0.689533	0.729635	0.623487	0.650437	0.670558	0.777486	0.790874	0.762454	0.61314	0.724295	0.576994	0.544337	0.716744	0.558812	0.641539	0.620669	0.656862	0.639944	0.726517	0.760478	0.668105	0.660771	0.634557	0.497636	0.503669	0.543366	1.134109	0.744907	0.543042	0.636387	0.57813	0.558742	0.833192
10.8.12.rk.st.0800.1123130	0.937414	0.74976	0.645075	0.946295	1.00864	0.951249	0.957822	0.929778	0.87946	0.81035	0.81935	0.944264	0.328066	0.991479	0.843656	0.0	0.822167	0.491555	0.980979	0.907116	0.91008	0.909019	0.938864	0.913557	0.848159	0.703743	0.939912	1.055533	0.868463	0.945431	0.955247	0.565742	1.14898	1.079226	1.097406	0.934652	1.033187	0.959306	0.932477	1.018556	0.891892	1.016049	0.803147	1.033656	0.959364	0.896817	0.559136	0.596703	0.936849	0.862935	0.76994	0.931659	0.895924	1.451275	1.056337	0.90423	0.981487	0.851512	0.92432	0.510382
EM086.441698	0.805709	0.762667	0.7942	0.83853	0.879843	0.847736	0.824453	0.761141	0.750663	0.773365	0.690553	0.813181	0.709741	0.829606	0.683371	0.822167	0.0	0.567508	0.48986	0.797577	0.835293	0.702576	0.864077	0.771044	0.566962	0.397574	0.811115	0.909868	0.312732	0.479256	0.396358	0.466945	0.715715	0.928475	0.913271	0.848767	0.457968	0.812187	0.758666	0.480679	0.786811	0.873536	0.412646	0.861979	0.873581	0.502888	0.496175	0.48935	0.864348	0.707912	0.572543	0.757776	0.779011	1.322478	0.534404	0.804491	0.8964	0.738159	0.644047	0.772329
C.3037.01.S1.405123	0.916869	0.732123	0.627438	0.94969	0.991003	0.958896	0.935613	0.881445	0.861823	0.763549	0.801713	0.924341	0.364575	0.940766	0.791323	0.491555	0.567508	0.0	0.709058	0.911023	0.946453	0.84304	0.975237	0.891348	0.729466	0.58834	0.922275	1.021028	0.68044	0.74761	0.742706	0.498029	0.957195	1.039635	1.031289	0.966785	0.844774	0.923347	0.87897	0.804605	0.900257	0.99384	0.667904	0.982283	0.984741	0.70689	0.433903	0.476278	0.975508	0.821358	0.673173	0.877206	0.890171	1.433638	0.863592	0.915651	1.009846	0.849319	0.821359	0.545339
NA.15.T0.830848	0.789915	0.869841	0.901374	0.787802	0.916165	0.884058	0.765219	0.662877	0.786985	0.870175	0.726887	0.764871	0.861255	0.812922	0.698271	0.980979	0.48986	0.709058	0.0	0.822295	0.833939	0.580808	0.814893	0.728378	0.581248	0.63991	0.837513	0.838626	0.56677	0.571156	0.59865	0.634693	0.616251	0.964797	0.836321	0.738325	0.60756	0.785299	0.644346	0.523777	0.810563	0.796586	0.52669	0.745525	0.909903	0.540582	0.656973	0.590866	0.90067	0.724906	0.558767	0.777352	0.815333	1.3588	0.563694	0.840813	0.814106	0.660533	0.696537	0.907373
soil1.T3U1.536591	0.51659	0.659556	0.687375	0.525047	0.62185	0.579691	0.593208	0.580388	0.563344	0.713802	0.468476	0.519928	0.98318	0.615649	0.573242	0.907116	0.797577	0.911023	0.822295	0.0	0.565136	0.729341	0.594158	0.571703	0.665601	0.841983	0.51647	0.714055	0.805663	0.714007	0.723823	0.81246	0.89894	0.77258	0.782886	0.61873	0.807371	0.46123	0.607827	0.787164	0.42151	0.676487	0.761027	0.611224	0.63624	0.848319	0.878558	0.842067	0.623469	0.535419	0.721232	0.578061	0.547952	1.119481	0.808681	0.520898	0.635187	0.573614	0.644836	0.850102
SSBE21Aug08.618423	0.485082	0.701062	0.782919	0.459307	0.532282	0.578675	0.495014	0.677214	0.560358	0.671164	0.495892	0.512758	1.016324	0.565971	0.570688	0.91008	0.835293	0.946453	0.833939	0.565136	0.0	0.748565	0.332794	0.528981	0.625341	0.879699	0.548674	0.634615	0.843379	0.751723	0.761539	0.850176	0.838892	0.72962	0.724518	0.397988	0.845087	0.50765	0.539753	0.82488	0.44114	0.625377	0.798743	0.59878	0.419346	0.886035	0.916274	0.852871	0.302201	0.652507	0.767368	0.539259	0.398766	1.079715	0.775545	0.393322	0.495737	0.57224	0.6117	0.879472
Turkey.Stool.983766	0.747437	0.830729	0.870012	0.741464	0.752011	0.781844	0.702775	0.711789	0.755623	0.874453	0.661571	0.662657	0.858645	0.595686	0.496277	0.909019	0.702576	0.84304	0.580808	0.729341	0.748565	0.0	0.798265	0.651276	0.607336	0.629494	0.704329	0.759548	0.734206	0.58304	0.665942	0.656243	0.444277	0.894119	0.803235	0.703387	0.732192	0.715347	0.638572	0.721315	0.726029	0.705076	0.595146	0.739751	0.794469	0.650566	0.784407	0.664498	0.815296	0.73238	0.400479	0.655664	0.729959	1.261204	0.750684	0.738599	0.735582	0.695811	0.645597	0.916115
TBH12Aug08.618303	0.482052	0.729846	0.812889	0.439725	0.590608	0.616105	0.468576	0.69385	0.617714	0.762242	0.513246	0.584794	1.045108	0.593439	0.633316	0.938864	0.864077	0.975237	0.814893	0.594158	0.332794	0.798265	0.0	0.529697	0.733645	0.908483	0.603156	0.696861	0.872163	0.780507	0.790323	0.87896	0.888592	0.758404	0.774218	0.43854	0.873871	0.587842	0.592281	0.853664	0.542088	0.675077	0.827527	0.642722	0.482296	0.846073	0.945058	0.910111	0.406985	0.602199	0.796152	0.536395	0.460066	1.108499	0.735583	0.484874	0.554083	0.564536	0.640484	0.908256
P.Dois.Rios.SB.414865	0.525081	0.716067	0.7476	0.557386	0.620687	0.659432	0.555421	0.559223	0.633211	0.728629	0.478725	0.545933	0.963505	0.613206	0.594105	0.913557	0.771044	0.891348	0.728378	0.571703	0.528981	0.651276	0.529697	0.0	0.65175	0.81545	0.612887	0.602852	0.77913	0.687474	0.69729	0.788213	0.745395	0.695755	0.619037	0.504355	0.780838	0.521757	0.476098	0.760631	0.529131	0.528176	0.734494	0.533215	0.616321	0.818102	0.856597	0.794282	0.608984	0.450812	0.701613	0.510902	0.523647	1.056628	0.707612	0.545335	0.557352	0.575181	0.547451	0.855711
H60Do.735986	0.629317	0.797639	0.824208	0.674728	0.757791	0.710364	0.678701	0.715711	0.650867	0.637403	0.609589	0.636239	0.854769	0.707554	0.517441	0.848159	0.566962	0.729466	0.581248	0.665601	0.625341	0.607336	0.733645	0.65175	0.0	0.563838	0.694459	0.764176	0.61735	0.533024	0.532174	0.592369	0.707769	0.843859	0.799929	0.705937	0.624608	0.605791	0.57335	0.568029	0.582653	0.744534	0.55835	0.687017	0.766849	0.616918	0.614083	0.545844	0.757616	0.67801	0.604193	0.646362	0.610999	1.223118	0.63555	0.667119	0.705324	0.670405	0.630811	0.866937
SPM1x040108.142616	0.850115	0.807073	0.838606	0.882936	0.924249	0.892142	0.868859	0.805547	0.795069	0.817771	0.734959	0.857587	0.635843	0.874012	0.719317	0.703743	0.397574	0.58834	0.63991	0.841983	0.879699	0.629494	0.908483	0.81545	0.563838	0.0	0.855521	0.954274	0.434686	0.46403	0.453706	0.334257	0.664279	0.972881	0.957677	0.893173	0.554646	0.856593	0.803072	0.525539	0.831217	0.917942	0.399566	0.906385	0.917987	0.376998	0.471705	0.436668	0.908754	0.752318	0.573419	0.80588	0.823417	1.366884	0.553192	0.848897	0.940806	0.782565	0.688453	0.793401
L08A095.799873	0.578208	0.599566	0.733651	0.460485	0.349206	0.578301	0.524204	0.697382	0.524784	0.737478	0.448892	0.505352	0.992146	0.431259	0.525436	0.939912	0.811115	0.922275	0.837513	0.51647	0.548674	0.704329	0.603156	0.612887	0.694459	0.855521	0.0	0.733133	0.819201	0.727545	0.737361	0.825998	0.913318	0.76675	0.798944	0.646624	0.820909	0.597136	0.681551	0.800702	0.609512	0.678029	0.774565	0.700494	0.535376	0.861857	0.892096	0.855605	0.556203	0.616317	0.67147	0.469795	0.514612	1.107953	0.822219	0.25881	0.681183	0.593178	0.658374	0.884352
F31Forr.140586	0.652489	0.812991	0.873376	0.661468	0.716741	0.585026	0.654913	0.711545	0.733609	0.808115	0.649695	0.644813	1.090899	0.635434	0.689533	1.055533	0.909868	1.021028	0.838626	0.714055	0.634615	0.759548	0.696861	0.602852	0.764176	0.954274	0.733133	0.0	0.917954	0.826298	0.836114	0.924751	0.842551	0.279337	0.375981	0.646611	0.919662	0.602187	0.590516	0.899455	0.646751	0.618556	0.873318	0.640957	0.734671	0.96061	0.990849	0.908136	0.732696	0.727302	0.849267	0.691364	0.620931	1.158128	0.85012	0.626751	0.640748	0.625323	0.686275	0.983105
B.2004.01.S1.405609	0.813795	0.770753	0.802286	0.846616	0.887929	0.855822	0.832539	0.769227	0.758749	0.781451	0.698639	0.821267	0.804611	0.837692	0.729635	0.868463	0.312732	0.68044	0.56677	0.805663	0.843379	0.734206	0.872163	0.77913	0.61735	0.434686	0.819201	0.917954	0.0	0.432786	0.35736	0.496607	0.711127	0.936561	0.921357	0.856853	0.375062	0.820273	0.744282	0.510197	0.794897	0.881622	0.403088	0.870065	0.881667	0.520652	0.550739	0.535614	0.872434	0.715998	0.611955	0.76956	0.787097	1.330564	0.463028	0.812577	0.904486	0.746245	0.652133	0.794825
PM8x30308.142380	0.722139	0.820801	0.852334	0.75496	0.796273	0.764166	0.730833	0.738059	0.737945	0.810771	0.642675	0.729611	0.875223	0.676672	0.623487	0.945431	0.479256	0.74761	0.571156	0.714007	0.751723	0.58304	0.780507	0.687474	0.533024	0.46403	0.727545	0.826298	0.432786	0.0	0.315062	0.503229	0.555417	0.844905	0.829701	0.765197	0.402542	0.728617	0.675096	0.388667	0.693191	0.789966	0.39766	0.778409	0.790011	0.484276	0.607265	0.594182	0.780778	0.695194	0.511615	0.677904	0.695441	1.238908	0.417666	0.720921	0.81283	0.725441	0.507301	0.871793
TS152.2.299097	0.731955	0.830617	0.86215	0.764776	0.806089	0.773982	0.750699	0.747875	0.747761	0.820587	0.652491	0.739427	0.873095	0.755852	0.650437	0.955247	0.396358	0.742706	0.59865	0.723823	0.761539	0.665942	0.790323	0.69729	0.532174	0.453706	0.737361	0.836114	0.35736	0.315062	0.0	0.594651	0.625939	0.854721	0.839517	0.775013	0.270862	0.738433	0.675744	0.310727	0.713057	0.799782	0.442222	0.788225	0.799827	0.503446	0.641245	0.612156	0.790594	0.70501	0.628003	0.68772	0.705257	1.248724	0.317266	0.730737	0.822646	0.735257	0.537217	0.881609
SPM1x030408.142594	0.820592	0.706698	0.738231	0.853413	0.894726	0.862619	0.829286	0.77831	0.765546	0.72776	0.705436	0.828064	0.51793	0.806829	0.670558	0.565742	0.466945	0.498029	0.634693	0.81246	0.850176	0.656243	0.87896	0.788213	0.592369	0.334257	0.825998	0.924751	0.496607	0.503229	0.594651	0.0	0.76958	0.943358	0.928154	0.86365	0.684489	0.82707	0.775835	0.662202	0.791644	0.890705	0.433659	0.879148	0.888464	0.547769	0.392234	0.331775	0.879231	0.722795	0.523776	0.776357	0.793894	1.337361	0.685251	0.819374	0.911283	0.753042	0.655368	0.668854
S00305.543918	0.837764	1.016498	1.048031	0.861501	0.921118	0.959863	0.838918	0.839242	0.933642	0.996104	0.818084	0.840676	1.046358	0.773271	0.777486	1.14898	0.715715	0.957195	0.616251	0.89894	0.838892	0.444277	0.888592	0.745395	0.707769	0.664279	0.913318	0.842551	0.711127	0.555417	0.625939	0.76958	0.0	0.96975	0.849654	0.793714	0.673893	0.801028	0.699735	0.661654	0.816356	0.809919	0.617613	0.800914	0.914856	0.659021	0.827534	0.742167	0.905623	0.876087	0.71321	0.785989	0.820286	1.363753	0.621723	0.845766	0.825909	0.864594	0.634062	1.075342
must.18.1128116	0.706492	0.838874	0.910103	0.725599	0.754	0.622111	0.721844	0.814302	0.774864	0.871676	0.683312	0.775272	1.109506	0.680217	0.790874	1.079226	0.928475	1.039635	0.964797	0.77258	0.72962	0.894119	0.758404	0.695755	0.843859	0.972881	0.76675	0.279337	0.936561	0.844905	0.854721	0.943358	0.96975	0.0	0.540472	0.768918	0.938269	0.727076	0.752727	0.918062	0.708302	0.782499	0.891925	0.803168	0.747738	0.987597	1.009456	0.982889	0.745763	0.763299	0.875246	0.734103	0.660426	1.166955	0.877107	0.678648	0.803639	0.707846	0.704882	1.001712
F32Hair.140769	0.72255	0.902124	0.937827	0.747127	0.806744	0.670685	0.748846	0.728764	0.819268	0.88173	0.70371	0.726302	1.103446	0.720537	0.762454	1.097406	0.913271	1.031289	0.836321	0.782886	0.724518	0.803235	0.774218	0.619037	0.799929	0.957677	0.798944	0.375981	0.921357	0.829701	0.839517	0.928154	0.849654	0.540472	0.0	0.537796	0.923065	0.683166	0.624115	0.902858	0.725444	0.324209	0.876721	0.635248	0.800482	0.964013	0.996538	0.915239	0.791249	0.760033	0.889254	0.737807	0.705912	1.232419	0.853523	0.731392	0.613517	0.679338	0.689678	1.017606
CBE09Aug07.617917	0.537136	0.749804	0.822043	0.529433	0.654424	0.649087	0.55447	0.59965	0.666948	0.787738	0.55139	0.576988	1.038942	0.646943	0.61314	0.934652	0.848767	0.966785	0.738325	0.61873	0.397988	0.703387	0.43854	0.504355	0.705937	0.893173	0.646624	0.646611	0.856853	0.765197	0.775013	0.86365	0.793714	0.768918	0.537796	0.0	0.858561	0.58069	0.497375	0.838354	0.572398	0.438655	0.812217	0.50946	0.533928	0.857453	0.932034	0.855017	0.522155	0.662133	0.780842	0.569919	0.529824	1.119013	0.746963	0.54869	0.379459	0.527202	0.625174	0.90209
TS1.2.299121	0.815503	0.914165	0.945698	0.848324	0.889637	0.85753	0.834247	0.831423	0.831309	0.904135	0.736039	0.822975	0.968945	0.8394	0.724295	1.033187	0.457968	0.844774	0.60756	0.807371	0.845087	0.732192	0.873871	0.780838	0.624608	0.554646	0.820909	0.919662	0.375062	0.402542	0.270862	0.684489	0.673893	0.938269	0.923065	0.858561	0.0	0.821981	0.76846	0.333675	0.796605	0.88333	0.505266	0.871773	0.883375	0.498102	0.656083	0.695752	0.874142	0.788558	0.673811	0.771268	0.788805	1.332272	0.375278	0.814285	0.906194	0.818805	0.620765	0.959549
HI.20.35e.2.281673	0.456932	0.73857	0.777867	0.503177	0.622178	0.634651	0.544432	0.621244	0.574094	0.649422	0.500962	0.544362	0.995504	0.620085	0.576994	0.959306	0.812187	0.923347	0.785299	0.46123	0.50765	0.715347	0.587842	0.521757	0.605791	0.856593	0.597136	0.602187	0.820273	0.728617	0.738433	0.82707	0.801028	0.727076	0.683166	0.58069	0.821981	0.0	0.450365	0.801774	0.340592	0.606225	0.775637	0.405474	0.639276	0.862929	0.893168	0.814155	0.630043	0.616611	0.758844	0.587929	0.445702	1.106335	0.762375	0.502402	0.541627	0.595546	0.59853	0.886878
FL.3.26a.1.281867	0.465107	0.784731	0.79497	0.519152	0.665159	0.6884	0.489049	0.538595	0.645673	0.695135	0.586317	0.558267	0.951127	0.648814	0.544337	0.932477	0.758666	0.87897	0.644346	0.607827	0.539753	0.638572	0.592281	0.476098	0.57335	0.803072	0.681551	0.590516	0.744282	0.675096	0.675744	0.775835	0.699735	0.752727	0.624115	0.497375	0.76846	0.450365	0.0	0.748253	0.449419	0.562264	0.72425	0.275211	0.683089	0.767866	0.846353	0.76471	0.673856	0.643472	0.724325	0.590982	0.522579	1.131986	0.656862	0.548757	0.531792	0.590771	0.573693	0.888723
