	TVF.2004.Loc4.D10.Rep1.414474	sp1565.486407	sp0193.486346	SE.20100928.GY.NF008.BC.093.a.673660	E3E04.826190	sp1017.486420	ANT04.S2M1.607431	UQ288.591065	sp0759.486364	nest.WY.2008.3.712186.739059	SE.20101009.GY.ALTFF002.BC.225.415346	1204BCDNA.486523	Zambon.Leftpalm.983763	H55Kc.735962	Myr.tri.Seat.4.03H10.653706	10.8.12.rk.st.0800.1123130	EM086.441698	C.3037.01.S1.405123	NA.15.T0.830848	soil1.T3U1.536591	SSBE21Aug08.618423	Turkey.Stool.983766	TBH12Aug08.618303	P.Dois.Rios.SB.414865	H60Do.735986	SPM1x040108.142616	L08A095.799873	F31Forr.140586	B.2004.01.S1.405609	PM8x30308.142380	TS152.2.299097	SPM1x030408.142594	S00305.543918	must.18.1128116	F32Hair.140769	CBE09Aug07.617917	TS1.2.299121	HI.20.35e.2.281673	FL.3.26a.1.281867	cf1170.632724	FL.3.32a.3.281781	M11Nstl.140810	21.ill.mucosa.WT.676371	Calh5.385340	CU3258.141544	50.col.lumen.TG.676359	fut2negative.day56.70.Regular.1004900	cf1126.633182	6b3f4f4e221ccf8bbfc57e52791ed288	42265f3f55dd9c4c9b4feaee53b1f4fc	mf2188.633126	9f400082bffeb4494d4497ef084ffe94	B26.737560	75f78e4c6e0dc6e4a62f570c1bc9a339	b76ecf3dd46fcab94418c68c6fcd8ada	920cce1ef960ffc7343eb5628636a37e	bb08145b2a3724c42967dc2dbdab5c3b	ME10May08EB1R1.486639	4d366f8db0835339ed3c686415599480	WT07L.478428
SE.20101009.GY.ALTFF002.BC.225.415346	0.562674	0.711653	0.66861	0.38221	0.439744	0.530374	0.644536	0.680345	0.60167	0.628655	0.0	0.587116	1.0378	0.445885	0.57439	0.910112	0.925422	0.889711	0.742956	0.631789	0.414444	0.653345	0.490608	0.317693	0.681491	0.707343	0.444951	0.564788	0.769399	0.811151	0.807033	0.852985	0.801645	0.672586	0.71025	0.543325	0.72179	0.51772	0.6663	0.772923	0.542724	0.549089	0.741054	0.638195	0.499406	0.919934	0.721384	0.736805	0.41437	0.549402	0.689153	0.511129	0.511407	0.995109	0.714557	0.307946	0.585495	0.640674	0.554652	0.814808
1204BCDNA.486523	0.667556	0.812703	0.587426	0.44374	0.705458	0.713174	0.743516	0.772259	0.451076	0.676373	0.587116	0.0	1.14856	0.707919	0.73604	1.018586	1.000434	0.998185	0.84305	0.749477	0.634556	0.814995	0.63853	0.608023	0.756503	0.815817	0.601885	0.71661	0.877873	0.919625	0.915507	0.961459	0.923391	0.7645	0.802164	0.667949	0.830264	0.556852	0.758214	0.881397	0.590414	0.711257	0.86643	0.720173	0.68375	1.028408	0.84676	0.811817	0.696354	0.689586	0.867363	0.730597	0.639481	1.199461	0.839933	0.564048	0.468695	0.74485	0.680028	0.952446
Zambon.Leftpalm.983763	1.057554	0.850551	0.942414	1.085972	1.122132	0.967156	0.941716	1.173109	1.074534	1.034033	1.0378	1.14856	0.0	1.120681	1.131926	0.57928	0.621004	0.555419	1.039048	0.963149	1.1162	1.210881	1.066944	0.985411	0.998389	0.993027	1.051591	1.144888	0.766161	0.917585	1.052217	0.727353	0.946665	1.170662	1.187476	1.084885	1.029098	1.055616	1.131016	1.024179	1.070898	1.118685	1.20577	1.073103	1.083396	0.459084	1.1861	1.058677	1.125744	0.942358	0.898503	1.124485	0.931333	1.591991	1.179273	1.052982	1.163947	1.030468	1.019368	0.666604
H55Kc.735962	0.641237	0.755378	0.770245	0.514929	0.510501	0.589797	0.678205	0.772874	0.717309	0.73169	0.445885	0.707919	1.120681	0.0	0.482711	0.943379	0.972941	0.939516	0.723217	0.7013	0.536687	0.575298	0.532153	0.488782	0.731264	0.74061	0.520764	0.537147	0.802666	0.799686	0.8403	0.886252	0.764618	0.635561	0.707547	0.603054	0.755057	0.620755	0.728071	0.80619	0.634067	0.526214	0.719539	0.699966	0.549267	0.953201	0.754651	0.73539	0.548517	0.645175	0.56574	0.525524	0.609106	1.096746	0.747824	0.454417	0.650722	0.659305	0.506497	0.823151
Myr.tri.Seat.4.03H10.653706	0.667014	0.840603	0.745024	0.618088	0.617368	0.740034	0.717604	0.725925	0.727722	0.647565	0.57439	0.73604	1.131926	0.482711	0.0	0.861532	0.856462	0.878249	0.638298	0.728125	0.65424	0.410671	0.60646	0.610245	0.572697	0.621115	0.608279	0.660174	0.704281	0.707109	0.720805	0.771329	0.618815	0.696804	0.690204	0.617063	0.635562	0.596912	0.586156	0.686695	0.555282	0.461931	0.58742	0.556391	0.61724	0.891614	0.5979	0.541909	0.702906	0.660382	0.540621	0.571705	0.670039	1.156931	0.628329	0.613304	0.629625	0.631212	0.42442	0.863274
10.8.12.rk.st.0800.1123130	0.920722	0.722863	0.810154	0.953712	0.992158	0.839468	0.792918	1.036277	0.94456	0.897201	0.910112	1.018586	0.57928	0.943379	0.861532	0.0	0.490914	0.511923	0.669934	0.826317	0.986226	0.882795	0.932398	0.853151	0.668915	0.657005	0.919331	1.014914	0.425065	0.613559	0.640471	0.495105	0.618579	1.02415	1.050644	0.948053	0.673922	0.918784	0.943446	0.606363	0.934066	0.931285	0.865456	0.901823	0.951136	0.364726	0.844312	0.747941	0.998056	0.805526	0.630951	0.943525	0.801359	1.464303	0.829219	0.925294	1.027115	0.893636	0.825528	0.628114
EM086.441698	0.929938	0.738173	0.770346	0.959098	0.95235	0.854778	0.799848	1.015489	0.904752	0.859679	0.925422	1.000434	0.621004	0.972941	0.856462	0.490914	0.0	0.392463	0.79918	0.843073	0.9647	0.915393	0.899544	0.867621	0.752169	0.805091	0.879523	0.975106	0.530379	0.602051	0.812761	0.538207	0.709205	0.98829	1.015794	0.917485	0.753522	0.899544	0.908596	0.742689	0.900492	0.910687	0.966314	0.874005	0.911328	0.398378	0.946644	0.788343	1.013366	0.816698	0.641337	0.952741	0.801755	1.479613	0.881879	0.940604	0.989593	0.863068	0.871628	0.574192
C.3037.01.S1.405123	0.904893	0.702462	0.789753	0.933311	0.971757	0.819067	0.774803	1.020448	0.924159	0.881372	0.889711	0.998185	0.555419	0.939516	0.878249	0.511923	0.392463	0.0	0.773437	0.810488	0.965825	0.957204	0.914283	0.83275	0.773022	0.770826	0.89893	0.994513	0.494294	0.634296	0.781566	0.577668	0.751016	1.003749	1.034815	0.932224	0.665345	0.902955	0.916315	0.721986	0.918237	0.929708	0.952093	0.89175	0.930735	0.389829	0.930289	0.808482	0.977655	0.789697	0.590154	0.927696	0.81849	1.443902	0.907224	0.904893	1.011286	0.877807	0.838203	0.567257
NA.15.T0.830848	0.700844	0.839115	0.707576	0.778176	0.816622	0.743164	0.64694	0.847913	0.769024	0.719379	0.742956	0.84305	1.039048	0.723217	0.638298	0.669934	0.79918	0.773437	0.0	0.716523	0.81069	0.677837	0.724846	0.685155	0.509079	0.469685	0.740111	0.839378	0.492015	0.480907	0.449773	0.559007	0.641793	0.838564	0.86825	0.730461	0.404182	0.69662	0.70047	0.405921	0.75256	0.738841	0.559664	0.729365	0.7756	0.750788	0.572152	0.518795	0.8309	0.631946	0.545711	0.759733	0.691145	1.297147	0.548495	0.758138	0.851579	0.683798	0.596422	0.841716
soil1.T3U1.536591	0.508975	0.678782	0.622689	0.664161	0.718731	0.587359	0.606293	0.609352	0.676719	0.560472	0.631789	0.749477	0.963149	0.7013	0.728125	0.826317	0.843073	0.810488	0.716523	0.0	0.685231	0.80624	0.636051	0.5687	0.64529	0.742238	0.601808	0.729239	0.683318	0.72507	0.78144	0.766904	0.746036	0.803885	0.810481	0.598766	0.696197	0.557469	0.647627	0.74733	0.531939	0.713204	0.841315	0.677556	0.674209	0.838425	0.821645	0.76918	0.713221	0.483021	0.658226	0.713062	0.586944	1.2013	0.814818	0.606567	0.719072	0.561271	0.654913	0.730621
SSBE21Aug08.618423	0.628744	0.806067	0.723128	0.50688	0.553068	0.652512	0.742436	0.698141	0.665522	0.656957	0.414444	0.634556	1.1162	0.536687	0.65424	0.986226	0.9647	0.965825	0.81069	0.685231	0.0	0.733195	0.365844	0.473589	0.699287	0.783457	0.455915	0.573698	0.845513	0.887265	0.883147	0.929099	0.873075	0.711864	0.749528	0.397447	0.797904	0.562368	0.705578	0.849037	0.582002	0.614875	0.817168	0.677473	0.439562	0.996048	0.797498	0.776083	0.14085	0.642644	0.805839	0.611123	0.499493	1.102283	0.790671	0.415012	0.574205	0.636938	0.630766	0.832806
Turkey.Stool.983766	0.737589	0.919558	0.819529	0.697043	0.702973	0.818989	0.773573	0.80404	0.802227	0.658044	0.653345	0.814995	1.210881	0.575298	0.410671	0.882795	0.915393	0.957204	0.677837	0.80624	0.733195	0.0	0.684575	0.6892	0.584778	0.664598	0.678828	0.730723	0.77885	0.731254	0.801658	0.856428	0.374144	0.790643	0.714161	0.659182	0.716415	0.667487	0.656815	0.763826	0.634029	0.515116	0.631633	0.613072	0.686513	0.970429	0.716009	0.545824	0.781861	0.738497	0.52264	0.649808	0.747718	1.235886	0.709182	0.692259	0.64406	0.662003	0.608035	0.961301
TBH12Aug08.618303	0.518302	0.772131	0.636368	0.520916	0.5641	0.623932	0.663532	0.684613	0.636586	0.620569	0.490608	0.63853	1.066944	0.532153	0.60646	0.932398	0.899544	0.914283	0.724846	0.636051	0.365844	0.684575	0.0	0.464171	0.661447	0.729629	0.412327	0.55138	0.791685	0.833437	0.829319	0.875271	0.799539	0.68309	0.700908	0.343289	0.744076	0.50571	0.61595	0.795209	0.523052	0.566255	0.789096	0.609925	0.414602	0.94222	0.769426	0.701707	0.413906	0.55868	0.752011	0.570147	0.493225	1.091293	0.762599	0.475408	0.530255	0.50438	0.602694	0.78355
P.Dois.Rios.SB.414865	0.508105	0.682274	0.637913	0.452127	0.468355	0.526113	0.622901	0.695504	0.577725	0.588972	0.317693	0.608023	0.985411	0.488782	0.610245	0.853151	0.867621	0.83275	0.685155	0.5687	0.473589	0.6892	0.464171	0.0	0.636162	0.650382	0.424642	0.586291	0.712438	0.75419	0.750072	0.796024	0.771354	0.679443	0.712097	0.497924	0.664829	0.540893	0.664953	0.715962	0.556697	0.568984	0.744581	0.627578	0.444221	0.862973	0.724911	0.678164	0.486259	0.467111	0.6662	0.550556	0.472398	1.023408	0.718084	0.399349	0.602662	0.573979	0.558179	0.760133
H60Do.735986	0.629911	0.849688	0.737629	0.712985	0.718209	0.752551	0.758455	0.679356	0.732357	0.625698	0.681491	0.756503	0.998389	0.731264	0.572697	0.668915	0.752169	0.773022	0.509079	0.64529	0.699287	0.584778	0.661447	0.636162	0.0	0.325562	0.629042	0.736703	0.551538	0.528044	0.516636	0.528216	0.606096	0.768237	0.784917	0.669588	0.491423	0.594111	0.579947	0.490412	0.586419	0.658186	0.597703	0.63422	0.676811	0.759457	0.572659	0.43577	0.785941	0.634249	0.6085	0.716778	0.600762	1.252188	0.558306	0.697859	0.74238	0.689879	0.601559	0.880407
SPM1x040108.142616	0.715667	0.874354	0.819941	0.750943	0.789389	0.778403	0.792341	0.822078	0.812643	0.752634	0.707343	0.815817	0.993027	0.74061	0.621115	0.657005	0.805091	0.770826	0.469685	0.742238	0.783457	0.664598	0.729629	0.650382	0.325562	0.0	0.716562	0.812145	0.549342	0.490458	0.39758	0.409006	0.685076	0.821381	0.841017	0.745284	0.393953	0.711443	0.717945	0.385076	0.729011	0.721658	0.488797	0.717824	0.748367	0.737347	0.362287	0.466232	0.795287	0.673609	0.617846	0.736184	0.701488	1.261534	0.322612	0.722525	0.824346	0.749069	0.540069	0.889753
L08A095.799873	0.517319	0.722676	0.591743	0.445297	0.442913	0.550969	0.634529	0.68405	0.541959	0.557036	0.444951	0.601885	1.051591	0.520764	0.608279	0.919331	0.879523	0.89893	0.740111	0.601808	0.455915	0.678828	0.412327	0.424642	0.629042	0.716562	0.0	0.518569	0.778618	0.82037	0.816252	0.862204	0.76664	0.695293	0.719131	0.43437	0.731009	0.519669	0.671497	0.782142	0.492501	0.536254	0.810761	0.638416	0.432579	0.929153	0.791091	0.682024	0.506261	0.571107	0.722104	0.534098	0.421596	1.090352	0.784264	0.316693	0.515956	0.544433	0.624359	0.771971
F31Forr.140586	0.680124	0.781355	0.746458	0.603078	0.631654	0.596662	0.778024	0.763269	0.708242	0.698111	0.564788	0.71661	1.144888	0.537147	0.660174	1.014914	0.975106	0.994513	0.839378	0.729239	0.573698	0.730723	0.55138	0.586291	0.736703	0.812145	0.518569	0.0	0.874201	0.915953	0.911835	0.957787	0.870603	0.239974	0.517308	0.608223	0.826592	0.62007	0.718656	0.877725	0.616848	0.588797	0.845856	0.691827	0.606982	1.024736	0.826186	0.785987	0.622364	0.670116	0.826107	0.611273	0.605585	1.095079	0.819359	0.527872	0.640887	0.63481	0.659454	0.88461
B.2004.01.S1.405609	0.777723	0.653002	0.669441	0.812999	0.851445	0.698755	0.652205	0.893278	0.803847	0.754202	0.769399	0.877873	0.766161	0.802666	0.704281	0.425065	0.530379	0.494294	0.492015	0.683318	0.845513	0.77885	0.791685	0.712438	0.551538	0.549342	0.778618	0.874201	0.0	0.48901	0.513624	0.44673	0.627306	0.883437	0.907645	0.80734	0.472649	0.775785	0.789145	0.532892	0.791067	0.788286	0.723601	0.759516	0.810423	0.515051	0.704121	0.597224	0.857343	0.664813	0.508148	0.800526	0.698178	1.32359	0.68775	0.784581	0.886402	0.750637	0.668277	0.625777
PM8x30308.142380	0.819475	0.836458	0.782045	0.854751	0.893197	0.740507	0.721409	0.930458	0.845599	0.795954	0.811151	0.919625	0.917585	0.799686	0.707109	0.613559	0.602051	0.634296	0.480907	0.72507	0.887265	0.731254	0.833437	0.75419	0.528044	0.490458	0.82037	0.915953	0.48901	0.0	0.501794	0.391056	0.541604	0.915139	0.944825	0.849092	0.460615	0.815251	0.835493	0.43972	0.832819	0.805366	0.567793	0.80176	0.852175	0.618685	0.628845	0.52564	0.899095	0.706565	0.413182	0.839992	0.73993	1.365342	0.622778	0.826333	0.928154	0.792389	0.656853	0.809783
TS152.2.299097	0.815357	0.903192	0.848779	0.850633	0.889079	0.807241	0.821179	0.924054	0.841481	0.791836	0.807033	0.915507	1.052217	0.8403	0.720805	0.640471	0.812761	0.781566	0.449773	0.78144	0.883147	0.801658	0.829319	0.750072	0.516636	0.39758	0.816252	0.911835	0.513624	0.501794	0.0	0.540076	0.737824	0.921071	0.940707	0.844974	0.335991	0.811133	0.819921	0.325416	0.828701	0.821348	0.545007	0.802514	0.848057	0.772973	0.532095	0.51551	0.894977	0.702447	0.613852	0.835874	0.735812	1.361224	0.45567	0.822215	0.924036	0.788271	0.656297	0.905131
SPM1x030408.142594	0.861309	0.80744	0.753027	0.896585	0.935031	0.782341	0.735791	0.974578	0.887433	0.837788	0.852985	0.961459	0.727353	0.886252	0.771329	0.495105	0.538207	0.577668	0.559007	0.766904	0.929099	0.856428	0.875271	0.796024	0.528216	0.409006	0.862204	0.957787	0.44673	0.391056	0.540076	0.0	0.658962	0.967023	0.988945	0.890926	0.529345	0.857085	0.879613	0.500292	0.874653	0.869586	0.707691	0.84588	0.894009	0.478413	0.664737	0.611376	0.940929	0.748399	0.550028	0.881826	0.759198	1.407176	0.636024	0.868167	0.969988	0.834223	0.735325	0.750323
S00305.543918	0.825361	0.850684	0.732271	0.845343	0.816877	0.754733	0.704387	0.923208	0.804205	0.717986	0.801645	0.923391	0.946665	0.764618	0.618815	0.618579	0.709205	0.751016	0.641793	0.746036	0.873075	0.374144	0.799539	0.771354	0.606096	0.685076	0.76664	0.870603	0.627306	0.541604	0.737824	0.658962	0.0	0.908569	0.886819	0.77541	0.674551	0.801165	0.785067	0.688564	0.767707	0.716986	0.798895	0.750476	0.755541	0.737473	0.848589	0.621922	0.921741	0.718145	0.431446	0.806488	0.659474	1.379568	0.841762	0.840559	0.83956	0.718707	0.750665	0.832429
must.18.1128116	0.756556	0.868861	0.821546	0.706262	0.768828	0.702132	0.83691	0.794129	0.801738	0.754903	0.672586	0.7645	1.170662	0.635561	0.696804	1.02415	0.98829	1.003749	0.838564	0.803885	0.711864	0.790643	0.68309	0.679443	0.768237	0.821381	0.695293	0.239974	0.883437	0.915139	0.921071	0.967023	0.908569	0.0	0.551192	0.739933	0.835828	0.665674	0.726264	0.886961	0.658366	0.684745	0.845042	0.695711	0.737462	1.033972	0.835422	0.789623	0.76053	0.724532	0.877621	0.748747	0.731833	1.197097	0.828595	0.687768	0.751331	0.733432	0.649108	0.955458
F32Hair.140769	0.752242	0.889845	0.832874	0.743086	0.805216	0.735626	0.86736	0.786933	0.833956	0.553799	0.71025	0.802164	1.187476	0.707547	0.690204	1.050644	1.015794	1.034815	0.86825	0.810481	0.749528	0.714161	0.700908	0.712097	0.784917	0.841017	0.719131	0.517308	0.907645	0.944825	0.940707	0.988945	0.886819	0.551192	0.0	0.667135	0.855464	0.652136	0.665346	0.906597	0.619518	0.463485	0.874728	0.555391	0.684162	1.062752	0.855058	0.713141	0.798194	0.738424	0.911879	0.749699	0.761403	1.251721	0.848231	0.725432	0.617469	0.590516	0.688326	1.006106
CBE09Aug07.617917	0.482019	0.774752	0.614259	0.582135	0.603379	0.616033	0.654197	0.726646	0.645963	0.48951	0.543325	0.667949	1.084885	0.603054	0.617063	0.948053	0.917485	0.932224	0.730461	0.598766	0.397447	0.659182	0.343289	0.497924	0.669588	0.745284	0.43437	0.608223	0.80734	0.849092	0.844974	0.890926	0.77541	0.739933	0.667135	0.0	0.759731	0.511017	0.603965	0.810864	0.531921	0.532482	0.839483	0.585144	0.448759	0.960161	0.819813	0.641582	0.497587	0.601951	0.767666	0.604614	0.52194	1.148136	0.812986	0.534099	0.484556	0.368979	0.653081	0.801491
TS1.2.299121	0.730114	0.817949	0.763536	0.76539	0.803836	0.721998	0.735936	0.838811	0.756238	0.706593	0.72179	0.830264	1.029098	0.755057	0.635562	0.673922	0.753522	0.665345	0.404182	0.696197	0.797904	0.716415	0.744076	0.664829	0.491423	0.393953	0.731009	0.826592	0.472649	0.460615	0.335991	0.529345	0.674551	0.835828	0.855464	0.759731	0.0	0.72589	0.737348	0.311281	0.743458	0.736105	0.44989	0.717271	0.762814	0.748358	0.468438	0.547919	0.809734	0.617204	0.539673	0.750631	0.683967	1.275981	0.433959	0.736972	0.838793	0.703028	0.571054	0.841816
HI.20.35e.2.281673	0.438026	0.770119	0.57992	0.500024	0.655308	0.66535	0.65148	0.609049	0.610228	0.521777	0.51772	0.556852	1.055616	0.620755	0.596912	0.918784	0.899544	0.902955	0.69662	0.557469	0.562368	0.667487	0.50571	0.540893	0.594111	0.711443	0.519669	0.62007	0.775785	0.815251	0.811133	0.857085	0.801165	0.665674	0.652136	0.511017	0.72589	0.0	0.503612	0.777023	0.372314	0.562909	0.745154	0.562001	0.605294	0.930892	0.725484	0.681211	0.632676	0.559144	0.765275	0.588037	0.573445	1.106295	0.718657	0.483026	0.527381	0.582834	0.558752	0.859502
FL.3.26a.1.281867	0.508958	0.904163	0.746868	0.66888	0.761266	0.808212	0.725046	0.625951	0.790006	0.641779	0.6663	0.758214	1.131016	0.728071	0.586156	0.943446	0.908596	0.916315	0.70047	0.647627	0.705578	0.656815	0.61595	0.664953	0.579947	0.717945	0.671497	0.718656	0.789145	0.835493	0.819921	0.879613	0.785067	0.726264	0.665346	0.603965	0.737348	0.503612	0.0	0.794979	0.503904	0.577587	0.760672	0.484853	0.671912	0.95342	0.738868	0.643549	0.754244	0.670036	0.813021	0.676317	0.701215	1.220491	0.725543	0.681482	0.661383	0.62385	0.610756	0.943734
