	TVF.2004.Loc4.D10.Rep1.414474	sp1565.486407	sp0193.486346	SE.20100928.GY.NF008.BC.093.a.673660	E3E04.826190	sp1017.486420	ANT04.S2M1.607431	UQ288.591065	sp0759.486364	nest.WY.2008.3.712186.739059	SE.20101009.GY.ALTFF002.BC.225.415346	1204BCDNA.486523	Zambon.Leftpalm.983763	H55Kc.735962	Myr.tri.Seat.4.03H10.653706	10.8.12.rk.st.0800.1123130	EM086.441698	C.3037.01.S1.405123	NA.15.T0.830848	soil1.T3U1.536591	SSBE21Aug08.618423	Turkey.Stool.983766	TBH12Aug08.618303	P.Dois.Rios.SB.414865	H60Do.735986	SPM1x040108.142616	L08A095.799873	F31Forr.140586	B.2004.01.S1.405609	PM8x30308.142380	TS152.2.299097	SPM1x030408.142594	S00305.543918	must.18.1128116	F32Hair.140769	CBE09Aug07.617917	TS1.2.299121	HI.20.35e.2.281673	FL.3.26a.1.281867	cf1170.632724	FL.3.32a.3.281781	M11Nstl.140810	21.ill.mucosa.WT.676371	Calh5.385340	CU3258.141544	50.col.lumen.TG.676359	fut2negative.day56.70.Regular.1004900	cf1126.633182	6b3f4f4e221ccf8bbfc57e52791ed288	42265f3f55dd9c4c9b4feaee53b1f4fc	mf2188.633126	9f400082bffeb4494d4497ef084ffe94	B26.737560	75f78e4c6e0dc6e4a62f570c1bc9a339	b76ecf3dd46fcab94418c68c6fcd8ada	920cce1ef960ffc7343eb5628636a37e	bb08145b2a3724c42967dc2dbdab5c3b	ME10May08EB1R1.486639	4d366f8db0835339ed3c686415599480	WT07L.478428
cf1170.632724	0.781247	0.869082	0.814669	0.816523	0.854969	0.773131	0.787069	0.889944	0.807371	0.757726	0.772923	0.881397	1.024179	0.80619	0.686695	0.606363	0.742689	0.721986	0.405921	0.74733	0.849037	0.763826	0.795209	0.715962	0.490412	0.385076	0.782142	0.877725	0.532892	0.43972	0.325416	0.500292	0.688564	0.886961	0.906597	0.810864	0.311281	0.777023	0.794979	0.0	0.794591	0.787238	0.530017	0.767712	0.813947	0.744023	0.504315	0.54133	0.860867	0.668337	0.56827	0.801764	0.701702	1.327114	0.502092	0.788105	0.889926	0.754161	0.622187	0.876629
FL.3.32a.3.281781	0.495422	0.785401	0.63	0.528808	0.654286	0.684636	0.705134	0.555007	0.623482	0.518975	0.542724	0.590414	1.070898	0.634067	0.555282	0.934066	0.900492	0.918237	0.75256	0.531939	0.582002	0.634029	0.523052	0.556697	0.586419	0.729011	0.492501	0.616848	0.791067	0.832819	0.828701	0.874653	0.767707	0.658366	0.619518	0.531921	0.743458	0.372314	0.503904	0.794591	0.0	0.529451	0.762722	0.512399	0.56758	0.946174	0.743052	0.647753	0.645988	0.554688	0.780557	0.591817	0.572763	1.117407	0.736225	0.492618	0.503943	0.581434	0.57632	0.874784
M11Nstl.140810	0.633011	0.813788	0.716933	0.580083	0.621173	0.689159	0.685941	0.71329	0.698091	0.515338	0.549089	0.711257	1.118685	0.526214	0.461931	0.931285	0.910687	0.929708	0.738841	0.713204	0.614875	0.515116	0.566255	0.568984	0.658186	0.721658	0.536254	0.588797	0.788286	0.805366	0.821348	0.869586	0.716986	0.684745	0.463485	0.532482	0.736105	0.562909	0.577587	0.787238	0.529451	0.0	0.735269	0.49644	0.531865	0.943393	0.735699	0.546616	0.663541	0.638705	0.712834	0.522106	0.619786	1.113638	0.728872	0.542555	0.497398	0.517473	0.527451	0.854491
21.ill.mucosa.WT.676371	0.809866	0.978917	0.924504	0.784654	0.888466	0.882966	0.867636	0.855789	0.917206	0.846833	0.741054	0.86643	1.20577	0.719539	0.58742	0.865456	0.966314	0.952093	0.559664	0.841315	0.817168	0.631633	0.789096	0.744581	0.597703	0.488797	0.810761	0.845856	0.723601	0.567793	0.545007	0.707691	0.798895	0.845042	0.874728	0.839483	0.44989	0.745154	0.760672	0.530017	0.762722	0.735269	0.0	0.761471	0.85293	0.929292	0.380796	0.601239	0.828998	0.778172	0.607611	0.769895	0.847301	1.295245	0.436151	0.756236	0.858057	0.853632	0.527092	1.008438
Calh5.385340	0.605679	0.84625	0.732287	0.668503	0.724501	0.750299	0.751245	0.680486	0.743305	0.508464	0.638195	0.720173	1.073103	0.699966	0.556391	0.901823	0.874005	0.89175	0.729365	0.677556	0.677473	0.613072	0.609925	0.627578	0.63422	0.717824	0.638416	0.691827	0.759516	0.80176	0.802514	0.84588	0.750476	0.695711	0.555391	0.585144	0.717271	0.562001	0.484853	0.767712	0.512399	0.49644	0.761471	0.0	0.637795	0.919687	0.741801	0.593776	0.726139	0.627115	0.777154	0.65558	0.6734	1.192386	0.734974	0.653377	0.570624	0.546965	0.589509	0.885821
CU3258.141544	0.610958	0.767841	0.656638	0.561406	0.520082	0.615472	0.683158	0.761963	0.608512	0.593239	0.499406	0.68375	1.083396	0.549267	0.61724	0.951136	0.911328	0.930735	0.7756	0.674209	0.439562	0.686513	0.414602	0.444221	0.676811	0.748367	0.432579	0.606982	0.810423	0.852175	0.848057	0.894009	0.755541	0.737462	0.684162	0.448759	0.762814	0.605294	0.671912	0.813947	0.56758	0.531865	0.85293	0.637795	0.0	0.960958	0.83326	0.669763	0.488228	0.589428	0.763491	0.631247	0.486419	1.141413	0.826433	0.496858	0.569165	0.522162	0.666528	0.822658
50.col.lumen.TG.676359	0.93283	0.732685	0.819976	0.963534	1.00198	0.84929	0.80274	1.048385	0.954382	0.909309	0.919934	1.028408	0.459084	0.953201	0.891614	0.364726	0.398378	0.389829	0.750788	0.838425	0.996048	0.970429	0.94222	0.862973	0.759457	0.737347	0.929153	1.024736	0.515051	0.618685	0.772973	0.478413	0.737473	1.033972	1.062752	0.960161	0.748358	0.930892	0.95342	0.744023	0.946174	0.943393	0.929292	0.919687	0.960958	0.0	0.900948	0.782411	1.007878	0.817634	0.658401	0.955633	0.826811	1.474125	0.887029	0.935116	1.039223	0.905744	0.851888	0.5322
fut2negative.day56.70.Regular.1004900	0.790196	0.959247	0.904834	0.764984	0.868796	0.863296	0.881002	0.836119	0.897536	0.827163	0.721384	0.84676	1.1861	0.754651	0.5979	0.844312	0.946644	0.930289	0.572152	0.821645	0.797498	0.716009	0.769426	0.724911	0.572659	0.362287	0.791091	0.826186	0.704121	0.628845	0.532095	0.664737	0.848589	0.835422	0.855058	0.819813	0.468438	0.725484	0.738868	0.504315	0.743052	0.735699	0.380796	0.741801	0.83326	0.900948	0.0	0.618983	0.809328	0.758502	0.744475	0.750225	0.827631	1.275575	0.310001	0.736566	0.838387	0.833962	0.537572	0.998818
cf1126.633182	0.719989	0.903816	0.784877	0.769641	0.763231	0.807865	0.772007	0.803936	0.785959	0.613658	0.736805	0.811817	1.058677	0.73539	0.541909	0.747941	0.788343	0.808482	0.518795	0.76918	0.776083	0.545824	0.701707	0.678164	0.43577	0.466232	0.682024	0.785987	0.597224	0.52564	0.51551	0.611376	0.621922	0.789623	0.713141	0.641582	0.547919	0.681211	0.643549	0.54133	0.647753	0.546616	0.601239	0.593776	0.669763	0.782411	0.618983	0.0	0.824749	0.694967	0.620784	0.724534	0.678504	1.290996	0.611888	0.751987	0.68537	0.634039	0.602237	0.909165
6b3f4f4e221ccf8bbfc57e52791ed288	0.664274	0.830931	0.7883	0.543954	0.601734	0.678562	0.777966	0.784795	0.729508	0.743611	0.41437	0.696354	1.125744	0.548517	0.702906	0.998056	1.013366	0.977655	0.8309	0.713221	0.14085	0.781861	0.413906	0.486259	0.785941	0.795287	0.506261	0.622364	0.857343	0.899095	0.894977	0.940929	0.921741	0.76053	0.798194	0.497587	0.809734	0.632676	0.754244	0.860867	0.645988	0.663541	0.828998	0.726139	0.488228	1.007878	0.809328	0.824749	0.0	0.660898	0.817669	0.631333	0.586147	1.107657	0.802501	0.428334	0.637587	0.685302	0.642596	0.844636
42265f3f55dd9c4c9b4feaee53b1f4fc	0.55271	0.589583	0.52708	0.600468	0.644774	0.49301	0.54298	0.700587	0.560664	0.572437	0.549402	0.689586	0.942358	0.645175	0.660382	0.805526	0.816698	0.789697	0.631946	0.483021	0.642644	0.738497	0.55868	0.467111	0.634249	0.673609	0.571107	0.670116	0.664813	0.706565	0.702447	0.748399	0.718145	0.724532	0.738424	0.601951	0.617204	0.559144	0.670036	0.668337	0.554688	0.638705	0.778172	0.627115	0.589428	0.817634	0.758502	0.694967	0.660898	0.0	0.640705	0.637749	0.536559	1.124169	0.751675	0.584334	0.681013	0.547182	0.59177	0.736448
mf2188.633126	0.738049	0.74281	0.706781	0.743615	0.691769	0.642241	0.609817	0.89431	0.751951	0.743692	0.689153	0.867363	0.898503	0.56574	0.540621	0.630951	0.641337	0.590154	0.545711	0.658226	0.805839	0.52264	0.752011	0.6662	0.6085	0.617846	0.722104	0.826107	0.508148	0.413182	0.613852	0.550028	0.431446	0.877621	0.911879	0.767666	0.539673	0.765275	0.813021	0.56827	0.780557	0.712834	0.607611	0.777154	0.763491	0.658401	0.744475	0.620784	0.817669	0.640705	0.0	0.690358	0.658504	1.271694	0.737922	0.728067	0.846728	0.710963	0.650701	0.728357
9f400082bffeb4494d4497ef084ffe94	0.614553	0.815418	0.751573	0.554529	0.599227	0.674931	0.701303	0.727384	0.736415	0.697402	0.511129	0.730597	1.124485	0.525524	0.571705	0.943525	0.952741	0.927696	0.759733	0.713062	0.611123	0.649808	0.570147	0.550556	0.716778	0.736184	0.534098	0.611273	0.800526	0.839992	0.835874	0.881826	0.806488	0.748747	0.749699	0.604614	0.750631	0.588037	0.676317	0.801764	0.591817	0.522106	0.769895	0.65558	0.631247	0.955633	0.750225	0.724534	0.631333	0.637749	0.690358	0.0	0.60706	1.117164	0.743398	0.522699	0.656036	0.666841	0.599117	0.873071
B26.737560	0.574197	0.695454	0.581585	0.528707	0.531479	0.546427	0.628055	0.72578	0.523979	0.534238	0.511407	0.639481	0.931333	0.609106	0.670039	0.801359	0.801755	0.81849	0.691145	0.586944	0.499493	0.747718	0.493225	0.472398	0.600762	0.701488	0.421596	0.605585	0.698178	0.73993	0.735812	0.759198	0.659474	0.731833	0.761403	0.52194	0.683967	0.573445	0.701215	0.701702	0.572763	0.619786	0.847301	0.6734	0.486419	0.826811	0.827631	0.678504	0.586147	0.536559	0.658504	0.60706	0.0	1.140756	0.820804	0.483817	0.607564	0.555533	0.660899	0.748781
75f78e4c6e0dc6e4a62f570c1bc9a339	1.139557	1.27466	1.249539	1.060075	1.161601	1.145481	1.231991	1.251042	1.208893	1.209858	0.995109	1.199461	1.591991	1.096746	1.156931	1.464303	1.479613	1.443902	1.297147	1.2013	1.102283	1.235886	1.091293	1.023408	1.252188	1.261534	1.090352	1.095079	1.32359	1.365342	1.361224	1.407176	1.379568	1.197097	1.251721	1.148136	1.275981	1.106295	1.220491	1.327114	1.117407	1.113638	1.295245	1.192386	1.141413	1.474125	1.275575	1.290996	1.107657	1.124169	1.271694	1.117164	1.140756	0.0	1.268748	1.018745	1.177122	1.190625	1.108843	1.368999
b76ecf3dd46fcab94418c68c6fcd8ada	0.783369	0.95242	0.898007	0.758157	0.861969	0.856469	0.874175	0.829292	0.890709	0.820336	0.714557	0.839933	1.179273	0.747824	0.628329	0.829219	0.881879	0.907224	0.548495	0.814818	0.790671	0.709182	0.762599	0.718084	0.558306	0.322612	0.784264	0.819359	0.68775	0.622778	0.45567	0.636024	0.841762	0.828595	0.848231	0.812986	0.433959	0.718657	0.725543	0.502092	0.736225	0.728872	0.436151	0.734974	0.826433	0.887029	0.310001	0.611888	0.802501	0.751675	0.737922	0.743398	0.820804	1.268748	0.0	0.729739	0.83156	0.827135	0.530745	0.991991
920cce1ef960ffc7343eb5628636a37e	0.53426	0.724067	0.65007	0.347892	0.442458	0.548558	0.669678	0.696713	0.581408	0.624889	0.307946	0.564048	1.052982	0.454417	0.613304	0.925294	0.940604	0.904893	0.758138	0.606567	0.415012	0.692259	0.475408	0.399349	0.697859	0.722525	0.316693	0.527872	0.784581	0.826333	0.822215	0.868167	0.840559	0.687768	0.725432	0.534099	0.736972	0.483026	0.681482	0.788105	0.492618	0.542555	0.756236	0.653377	0.496858	0.935116	0.736566	0.751987	0.428334	0.584334	0.728067	0.522699	0.483817	1.018745	0.729739	0.0	0.531169	0.630572	0.569834	0.800932
bb08145b2a3724c42967dc2dbdab5c3b	0.627657	0.798926	0.599563	0.442153	0.692607	0.734779	0.721709	0.75009	0.439789	0.470446	0.585495	0.468695	1.163947	0.650722	0.629625	1.027115	0.989593	1.011286	0.851579	0.719072	0.574205	0.64406	0.530255	0.602662	0.74238	0.824346	0.515956	0.640887	0.886402	0.928154	0.924036	0.969988	0.83956	0.751331	0.617469	0.484556	0.838793	0.527381	0.661383	0.889926	0.503943	0.497398	0.858057	0.570624	0.569165	1.039223	0.838387	0.68537	0.637587	0.681013	0.846728	0.656036	0.607564	1.177122	0.83156	0.531169	0.0	0.503209	0.671655	0.888101
ME10May08EB1R1.486639	0.540638	0.706227	0.609112	0.67351	0.674556	0.610276	0.622818	0.756461	0.627628	0.412345	0.640674	0.74485	1.030468	0.659305	0.631212	0.893636	0.863068	0.877807	0.683798	0.561271	0.636938	0.662003	0.50438	0.573979	0.689879	0.749069	0.544433	0.63481	0.750637	0.792389	0.788271	0.834223	0.718707	0.733432	0.590516	0.368979	0.703028	0.582834	0.62385	0.754161	0.581434	0.517473	0.853632	0.546965	0.522162	0.905744	0.833962	0.634039	0.685302	0.547182	0.710963	0.666841	0.555533	1.190625	0.827135	0.630572	0.503209	0.0	0.66723	0.762176
4d366f8db0835339ed3c686415599480	0.623464	0.792515	0.738102	0.598252	0.702064	0.696564	0.70422	0.669387	0.730804	0.660431	0.554652	0.680028	1.019368	0.506497	0.42442	0.825528	0.871628	0.838203	0.596422	0.654913	0.630766	0.608035	0.602694	0.558179	0.601559	0.540069	0.624359	0.659454	0.668277	0.656853	0.656297	0.735325	0.750665	0.649108	0.688326	0.653081	0.571054	0.558752	0.610756	0.622187	0.57632	0.527451	0.527092	0.589509	0.666528	0.851888	0.537572	0.602237	0.642596	0.59177	0.650701	0.599117	0.660899	1.108843	0.530745	0.569834	0.671655	0.66723	0.0	0.803976
WT07L.478428	0.830612	0.627559	0.731718	0.860694	0.896854	0.744164	0.692136	0.988537	0.849256	0.837919	0.814808	0.952446	0.666604	0.823151	0.863274	0.628114	0.574192	0.567257	0.841716	0.730621	0.832806	0.961301	0.78355	0.760133	0.880407	0.889753	0.771971	0.88461	0.625777	0.809783	0.905131	0.750323	0.832429	0.955458	1.006106	0.801491	0.841816	0.859502	0.943734	0.876629	0.874784	0.854491	1.008438	0.885821	0.822658	0.5322	0.998818	0.909165	0.844636	0.736448	0.728357	0.873071	0.748781	1.368999	0.991991	0.800932	0.888101	0.762176	0.803976	0.0
