	TVF.2004.Loc4.D10.Rep1.414474	sp1565.486407	sp0193.486346	SE.20100928.GY.NF008.BC.093.a.673660	E3E04.826190	sp1017.486420	ANT04.S2M1.607431	UQ288.591065	sp0759.486364	nest.WY.2008.3.712186.739059	SE.20101009.GY.ALTFF002.BC.225.415346	1204BCDNA.486523	Zambon.Leftpalm.983763	H55Kc.735962	Myr.tri.Seat.4.03H10.653706	10.8.12.rk.st.0800.1123130	EM086.441698	C.3037.01.S1.405123	NA.15.T0.830848	soil1.T3U1.536591	SSBE21Aug08.618423	Turkey.Stool.983766	TBH12Aug08.618303	P.Dois.Rios.SB.414865	H60Do.735986	SPM1x040108.142616	L08A095.799873	F31Forr.140586	B.2004.01.S1.405609	PM8x30308.142380	TS152.2.299097	SPM1x030408.142594	S00305.543918	must.18.1128116	F32Hair.140769	CBE09Aug07.617917	TS1.2.299121	HI.20.35e.2.281673	FL.3.26a.1.281867	cf1170.632724	FL.3.32a.3.281781	M11Nstl.140810	21.ill.mucosa.WT.676371	Calh5.385340	CU3258.141544	50.col.lumen.TG.676359	fut2negative.day56.70.Regular.1004900	cf1126.633182	6b3f4f4e221ccf8bbfc57e52791ed288	42265f3f55dd9c4c9b4feaee53b1f4fc	mf2188.633126	9f400082bffeb4494d4497ef084ffe94	B26.737560	75f78e4c6e0dc6e4a62f570c1bc9a339	b76ecf3dd46fcab94418c68c6fcd8ada	920cce1ef960ffc7343eb5628636a37e	bb08145b2a3724c42967dc2dbdab5c3b	ME10May08EB1R1.486639	4d366f8db0835339ed3c686415599480	WT07L.478428
S00305.543918	0.709869	0.931333	0.793891	0.724922	0.759532	0.909272	0.760877	0.605261	0.916118	0.752566	0.715935	0.882663	0.82815	0.579807	0.59752	0.946146	0.796356	1.062256	0.682958	0.739219	0.690103	0.641437	0.771534	0.726233	0.7786	0.843158	0.648587	0.842998	0.813433	0.634318	0.785977	0.749327	0.0	0.86687	0.62735	0.563151	0.722366	0.656021	0.675987	0.745791	0.775262	0.504972	0.555209	0.530486	0.798793	0.970029	0.862855	0.579417	0.797267	0.628112	0.69007	0.681546	0.695975	1.241787	0.750397	0.73828	0.598209	0.698522	0.537208	1.04954
must.18.1128116	0.817831	0.942013	0.920909	0.747512	0.811964	0.865854	0.813801	0.828927	0.926798	0.78935	0.705765	0.880833	1.03076	0.832537	0.825034	1.08067	0.992772	1.093786	0.988132	0.835095	0.789173	0.978525	0.718732	0.749661	0.898194	1.015068	0.747503	0.20719	1.012135	0.893222	0.965855	0.970581	0.86687	0.0	0.799398	0.797285	0.92648	0.755341	0.781669	0.969331	0.80286	0.791926	0.861179	0.761758	0.774131	1.102851	1.029917	0.922991	0.787097	0.652954	0.965006	0.793632	0.744707	1.201937	0.953671	0.72811	0.836869	0.852452	0.71731	1.0769
F32Hair.140769	0.725547	0.949531	0.818963	0.74312	0.78143	0.869202	0.779075	0.618175	0.934316	0.75546	0.734133	0.900861	0.999502	0.828625	0.718782	1.06465	0.969894	1.084624	0.799536	0.781719	0.708301	0.966273	0.731464	0.744431	0.898854	0.994476	0.633419	0.78247	0.986971	0.870344	0.945263	0.945417	0.62735	0.799398	0.0	0.400021	0.895904	0.671571	0.674905	0.941881	0.79346	0.439486	0.831443	0.514972	0.702185	1.078451	1.011611	0.845381	0.815465	0.64631	0.948584	0.758124	0.711525	1.255745	0.923935	0.756478	0.629629	0.685444	0.687574	1.067738
CBE09Aug07.617917	0.610612	0.81784	0.710418	0.611429	0.654021	0.795779	0.647384	0.535434	0.802625	0.652925	0.602442	0.75144	0.915889	0.690992	0.593103	0.941353	0.886281	1.001011	0.728769	0.59781	0.472656	0.834582	0.622581	0.61274	0.796327	0.910863	0.608498	0.766041	0.903358	0.786731	0.86165	0.861804	0.563151	0.797285	0.400021	0.0	0.814577	0.523112	0.587046	0.858268	0.658621	0.457211	0.750116	0.427429	0.620258	0.994838	0.927998	0.76605	0.648314	0.514619	0.816893	0.614549	0.57488	1.128294	0.842608	0.607057	0.479606	0.598025	0.606247	0.944441
TS1.2.299121	0.769515	0.920091	0.893575	0.80354	0.874448	0.89803	0.790637	0.833065	0.904876	0.792856	0.775545	0.871421	0.571772	0.798777	0.77873	0.891566	0.55895	0.992756	0.767834	0.786147	0.845201	0.774651	0.80286	0.723219	0.704328	0.696088	0.768331	0.892672	0.442901	0.576558	0.568221	0.574531	0.722366	0.92648	0.895904	0.814577	0.0	0.802385	0.789977	0.394839	0.781076	0.793626	0.491589	0.784312	0.839157	0.956041	0.734541	0.613205	0.856877	0.697506	0.642064	0.757644	0.807191	1.301397	0.414253	0.79789	0.879985	0.839312	0.6108	1.030446
HI.20.35e.2.281673	0.462634	0.722424	0.591408	0.492929	0.570935	0.758973	0.580122	0.587808	0.731585	0.553341	0.484384	0.568828	0.901653	0.605952	0.500861	0.913603	0.872045	0.979917	0.777283	0.517314	0.453276	0.806518	0.557185	0.537202	0.589073	0.894341	0.575402	0.690205	0.891408	0.772495	0.845128	0.849854	0.656021	0.755341	0.671571	0.523112	0.802385	0.0	0.516756	0.848604	0.469859	0.519777	0.740452	0.377371	0.592658	0.973744	0.90919	0.749818	0.579752	0.457217	0.800371	0.589879	0.39223	1.078978	0.832944	0.521597	0.449058	0.676299	0.596583	0.916691
FL.3.26a.1.281867	0.324514	0.818912	0.752248	0.581003	0.692041	0.816699	0.628646	0.518316	0.808225	0.674747	0.59917	0.770242	0.885287	0.683962	0.619947	0.953879	0.866495	0.981225	0.762051	0.534928	0.63755	0.855502	0.669969	0.606456	0.749561	0.891077	0.624596	0.716533	0.883572	0.766945	0.841864	0.842018	0.675987	0.781669	0.674905	0.587046	0.789977	0.516756	0.0	0.838482	0.541391	0.613039	0.728044	0.522373	0.727602	0.932996	0.908212	0.763364	0.704694	0.524321	0.837813	0.631295	0.598356	1.149214	0.820536	0.645707	0.651046	0.665527	0.584175	0.956967
cf1170.632724	0.815734	0.89209	0.866414	0.847231	0.918139	0.870029	0.763476	0.88157	0.876875	0.766009	0.818396	0.84342	0.545595	0.822798	0.812371	0.857001	0.519943	0.925665	0.722191	0.761828	0.888892	0.710638	0.823323	0.778266	0.653937	0.652493	0.741484	0.935523	0.429556	0.490921	0.48771	0.455352	0.745791	0.969331	0.941881	0.858268	0.394839	0.848604	0.838482	0.0	0.766807	0.827267	0.471716	0.828003	0.811996	0.91542	0.62432	0.50145	0.899728	0.746217	0.552335	0.801335	0.850882	1.344248	0.396822	0.840741	0.923676	0.812151	0.645887	0.988985
FL.3.32a.3.281781	0.503167	0.659995	0.608593	0.585188	0.696632	0.689842	0.519801	0.697475	0.66797	0.468756	0.524167	0.570721	0.80904	0.664499	0.638194	0.82645	0.790248	0.89812	0.733492	0.348015	0.573513	0.739303	0.558332	0.516805	0.52956	0.812544	0.512185	0.727788	0.809611	0.690698	0.763331	0.768057	0.775262	0.80286	0.79346	0.658621	0.781076	0.469859	0.541391	0.766807	0.0	0.656248	0.779631	0.548556	0.593487	0.849891	0.827393	0.712087	0.657543	0.51188	0.733156	0.648328	0.556307	1.141079	0.811635	0.598556	0.622475	0.620172	0.635762	0.829538
M11Nstl.140810	0.616225	0.761381	0.674493	0.53313	0.57144	0.746692	0.526349	0.556141	0.724326	0.618938	0.532095	0.719969	0.890366	0.577289	0.43096	0.93356	0.860758	1.003992	0.6904	0.602551	0.527343	0.741061	0.604972	0.565659	0.74772	0.88534	0.527243	0.760682	0.880121	0.741108	0.836127	0.828517	0.504972	0.791926	0.439486	0.457211	0.793626	0.519777	0.613039	0.827267	0.656248	0.0	0.709065	0.423406	0.602961	0.969315	0.902475	0.718431	0.634507	0.500296	0.756754	0.534146	0.530567	1.088025	0.821657	0.546488	0.477835	0.631056	0.535968	0.965152
21.ill.mucosa.WT.676371	0.772948	0.925642	0.899966	0.739079	0.809987	0.903581	0.797028	0.768846	0.910427	0.783711	0.710244	0.876972	0.695277	0.62943	0.694169	0.906909	0.632181	1.056565	0.835719	0.774652	0.78074	0.722326	0.766683	0.730602	0.720623	0.714459	0.744258	0.837307	0.587848	0.539471	0.673292	0.574744	0.555209	0.861179	0.831443	0.750116	0.491589	0.740452	0.728044	0.471716	0.779631	0.709065	0.0	0.729787	0.845548	0.968486	0.781912	0.540738	0.791576	0.638065	0.618373	0.693183	0.74273	1.236096	0.481282	0.732589	0.815524	0.845703	0.484559	1.043849
Calh5.385340	0.530717	0.748145	0.576265	0.55167	0.628632	0.772108	0.616341	0.501001	0.750288	0.56754	0.538339	0.668835	0.881052	0.641935	0.513014	0.936542	0.851444	0.963888	0.68412	0.610685	0.517703	0.815081	0.626998	0.556091	0.633282	0.87374	0.586811	0.681452	0.870807	0.751894	0.824527	0.829253	0.530486	0.761758	0.514972	0.427429	0.784312	0.377371	0.522373	0.828003	0.548556	0.423406	0.729787	0.0	0.651609	0.957715	0.890875	0.729217	0.662667	0.503084	0.808934	0.607612	0.460643	1.114559	0.812343	0.60368	0.412331	0.590952	0.585918	0.93963
CU3258.141544	0.655506	0.67939	0.632718	0.594403	0.620503	0.617975	0.464312	0.762608	0.649593	0.549229	0.60237	0.597278	0.865045	0.715776	0.663045	0.883651	0.835437	0.938737	0.778351	0.563926	0.474512	0.755328	0.467473	0.586756	0.703999	0.857733	0.540432	0.735959	0.8548	0.735887	0.80852	0.813246	0.798793	0.774131	0.702185	0.620258	0.839157	0.592658	0.727602	0.811996	0.593487	0.602961	0.845548	0.651609	0.0	0.937136	0.872582	0.71321	0.548158	0.574691	0.763763	0.669921	0.53547	1.16068	0.867188	0.577821	0.659936	0.626703	0.701679	0.882167
50.col.lumen.TG.676359	0.907962	0.813054	0.920702	0.972371	1.043279	0.730505	0.81987	1.014456	0.797839	0.840711	0.951916	0.97694	0.699327	1.022476	0.970247	0.407595	0.599841	0.604505	0.563581	0.859534	1.014032	0.832132	0.956003	0.899722	0.757577	0.450149	0.836814	1.069043	0.819498	0.629851	0.662818	0.677112	0.970029	1.102851	1.078451	0.994838	0.956041	0.973744	0.932996	0.91542	0.849891	0.969315	0.968486	0.957715	0.937136	0.0	0.571248	0.77078	1.033248	0.867673	0.734615	0.951713	0.976022	1.477768	0.92821	0.974261	1.051102	0.750833	0.886399	0.620353
fut2negative.day56.70.Regular.1004900	0.883178	0.74012	0.856148	0.907817	0.978725	0.657571	0.824062	0.9513	0.724905	0.776157	0.878982	0.904006	0.538283	0.918752	0.852351	0.504215	0.499559	0.571123	0.562211	0.83475	0.949478	0.76089	0.883909	0.838852	0.658639	0.467255	0.80199	0.996109	0.612168	0.399711	0.412034	0.522604	0.862855	1.029917	1.011611	0.927998	0.734541	0.90919	0.908212	0.62432	0.827393	0.902475	0.781912	0.890875	0.872582	0.571248	0.0	0.55326	0.960314	0.806803	0.568177	0.866493	0.911468	1.404834	0.743118	0.901327	0.984262	0.741397	0.782675	0.634035
cf1126.633182	0.718224	0.774898	0.693076	0.790967	0.815653	0.752837	0.683674	0.786828	0.759683	0.622345	0.772056	0.79708	0.526609	0.725924	0.704811	0.720741	0.510127	0.803769	0.557981	0.684424	0.794388	0.61976	0.776143	0.723546	0.610677	0.555309	0.616532	0.889183	0.534698	0.360365	0.412532	0.435034	0.579417	0.922991	0.845381	0.76605	0.613205	0.749818	0.763364	0.50145	0.712087	0.718431	0.540738	0.729217	0.71321	0.77078	0.55326	0.0	0.853388	0.691497	0.438445	0.746615	0.752096	1.297908	0.633252	0.794401	0.82119	0.646795	0.620287	0.852725
6b3f4f4e221ccf8bbfc57e52791ed288	0.71807	0.791804	0.799864	0.531441	0.544775	0.788657	0.612474	0.759324	0.762007	0.690897	0.523258	0.682922	0.961157	0.661804	0.660243	0.960055	0.923169	1.024183	0.918529	0.669554	0.345286	0.84306	0.426661	0.601652	0.791731	0.945465	0.741616	0.760023	0.942532	0.823619	0.896252	0.900978	0.797267	0.787097	0.815465	0.648314	0.856877	0.579752	0.704694	0.899728	0.657543	0.634507	0.791576	0.662667	0.548158	1.033248	0.960314	0.853388	0.0	0.526513	0.851495	0.624329	0.506136	1.096152	0.884068	0.408585	0.643	0.813263	0.647707	0.956285
42265f3f55dd9c4c9b4feaee53b1f4fc	0.543535	0.670299	0.646297	0.45542	0.532752	0.65758	0.516441	0.567217	0.655084	0.56525	0.330797	0.608117	0.795582	0.553965	0.531658	0.835602	0.769658	0.87753	0.74569	0.543631	0.500873	0.705125	0.479478	0.361577	0.652578	0.791954	0.566881	0.62171	0.789021	0.670108	0.742741	0.747467	0.628112	0.652954	0.64631	0.514619	0.697506	0.457217	0.524321	0.746217	0.51188	0.500296	0.638065	0.503084	0.574691	0.867673	0.806803	0.691497	0.526513	0.0	0.694192	0.481578	0.469287	0.970891	0.730557	0.463734	0.543859	0.640424	0.494196	0.83869
mf2188.633126	0.786655	0.756165	0.753491	0.782158	0.749904	0.710372	0.632501	0.892443	0.74095	0.67187	0.753323	0.778347	0.518418	0.630913	0.660252	0.649692	0.508368	0.768182	0.551412	0.713595	0.840659	0.450889	0.771288	0.717811	0.541362	0.55003	0.684319	0.923826	0.514449	0.387992	0.535851	0.476855	0.69007	0.965006	0.948584	0.816893	0.642064	0.800371	0.837813	0.552335	0.733156	0.756754	0.618373	0.808934	0.763763	0.734615	0.568177	0.438445	0.851495	0.694192	0.0	0.684894	0.802649	1.283793	0.661277	0.775668	0.875443	0.736112	0.689466	0.86114
9f400082bffeb4494d4497ef084ffe94	0.653361	0.764449	0.761137	0.529214	0.551166	0.727568	0.549395	0.679725	0.73281	0.667822	0.536009	0.707995	0.8507	0.487325	0.519204	0.891636	0.824776	1.005698	0.813376	0.636877	0.596733	0.706955	0.594794	0.543543	0.711738	0.849358	0.620979	0.762388	0.844139	0.725226	0.784173	0.802585	0.681546	0.793632	0.758124	0.614549	0.757644	0.589879	0.631295	0.801335	0.648328	0.534146	0.693183	0.607612	0.669921	0.951713	0.866493	0.746615	0.624329	0.481578	0.684894	0.0	0.532907	1.088433	0.785675	0.52947	0.652301	0.75681	0.57275	0.960916
B26.737560	0.591626	0.683296	0.593392	0.425305	0.501811	0.742097	0.544748	0.65979	0.687535	0.571725	0.41519	0.55889	0.903931	0.564878	0.533799	0.934325	0.874323	0.977623	0.817237	0.605912	0.402308	0.794214	0.521587	0.523132	0.655911	0.896619	0.640324	0.687035	0.893686	0.774773	0.847406	0.852132	0.695975	0.744707	0.711525	0.57488	0.807191	0.39223	0.598356	0.850882	0.556307	0.530567	0.74273	0.460643	0.53547	0.976022	0.911468	0.752096	0.506136	0.469287	0.802649	0.532907	0.0	1.053762	0.835222	0.470917	0.483578	0.716253	0.598861	0.932841
75f78e4c6e0dc6e4a62f570c1bc9a339	1.163422	1.228966	1.246748	1.040417	1.104869	1.210859	1.106706	1.203844	1.217775	1.162935	0.994646	1.16772	1.405677	1.125442	1.119971	1.433633	1.367689	1.468703	1.363049	1.158732	1.098228	1.273462	1.075917	1.041366	1.250995	1.389985	1.171444	1.174863	1.387052	1.268139	1.340772	1.345498	1.241787	1.201937	1.255745	1.128294	1.301397	1.078978	1.149214	1.344248	1.141079	1.088025	1.236096	1.114559	1.16068	1.477768	1.404834	1.297908	1.096152	0.970891	1.283793	1.088433	1.053762	0.0	1.328588	1.021015	1.160506	1.253543	1.092227	1.429863
b76ecf3dd46fcab94418c68c6fcd8ada	0.800074	0.947282	0.921606	0.831571	0.902479	0.925221	0.818668	0.863624	0.932067	0.820887	0.802736	0.898612	0.616411	0.825968	0.806761	0.819323	0.483561	1.014301	0.786553	0.816706	0.873232	0.768444	0.833419	0.762606	0.623097	0.655493	0.796362	0.919863	0.430244	0.562235	0.630756	0.494544	0.750397	0.953671	0.923935	0.842608	0.414253	0.832944	0.820536	0.396822	0.811635	0.821657	0.481282	0.812343	0.867188	0.92821	0.743118	0.633252	0.884068	0.730557	0.661277	0.785675	0.835222	1.328588	0.0	0.825081	0.908016	0.867343	0.623739	1.041317
920cce1ef960ffc7343eb5628636a37e	0.659083	0.699921	0.730425	0.378392	0.30854	0.700346	0.507377	0.700337	0.652908	0.63191	0.437851	0.599951	0.90217	0.526979	0.567576	0.901068	0.864182	0.965196	0.859542	0.629941	0.483733	0.758813	0.50187	0.525535	0.732744	0.886478	0.648605	0.701036	0.883545	0.764632	0.837265	0.841991	0.73828	0.72811	0.756478	0.607057	0.79789	0.521597	0.645707	0.840741	0.598556	0.546488	0.732589	0.60368	0.577821	0.974261	0.901327	0.794401	0.408585	0.463734	0.775668	0.52947	0.470917	1.021015	0.825081	0.0	0.609599	0.754276	0.58872	0.897298
bb08145b2a3724c42967dc2dbdab5c3b	0.6534	0.711694	0.528826	0.505053	0.655695	0.836331	0.65748	0.613996	0.808943	0.636621	0.525486	0.454764	0.976725	0.695068	0.591167	0.990063	0.947117	1.057275	0.768743	0.6384	0.505498	0.88159	0.614637	0.617088	0.743101	0.969413	0.65573	0.785777	0.96648	0.847567	0.9202	0.924926	0.598209	0.836869	0.629629	0.479606	0.879985	0.449058	0.651046	0.923676	0.622475	0.477835	0.815524	0.412331	0.659936	1.051102	0.984262	0.82119	0.643	0.543859	0.875443	0.652301	0.483578	1.160506	0.908016	0.609599	0.0	0.684339	0.671655	0.993151
ME10May08EB1R1.486639	0.628307	0.645203	0.587107	0.740918	0.78351	0.58995	0.558377	0.668223	0.629988	0.57333	0.731931	0.737567	0.723044	0.828709	0.724878	0.793574	0.704252	0.81441	0.489336	0.610717	0.679955	0.824653	0.704742	0.676141	0.754948	0.726548	0.518717	0.817782	0.784103	0.604702	0.677335	0.742549	0.698522	0.852452	0.685444	0.598025	0.839312	0.676299	0.665527	0.812151	0.620172	0.631056	0.845703	0.590952	0.626703	0.750833	0.741397	0.646795	0.813263	0.640424	0.736112	0.75681	0.716253	1.253543	0.867343	0.754276	0.684339	0.0	0.701834	0.796662
4d366f8db0835339ed3c686415599480	0.629079	0.781773	0.756097	0.59521	0.666118	0.759712	0.653159	0.624977	0.766558	0.621338	0.566375	0.733103	0.764694	0.539357	0.548976	0.854136	0.712454	0.912696	0.764822	0.612279	0.636871	0.712993	0.622814	0.586733	0.68834	0.751288	0.558857	0.693438	0.715279	0.592804	0.702075	0.663675	0.537208	0.71731	0.687574	0.606247	0.6108	0.596583	0.584175	0.645887	0.635762	0.535968	0.484559	0.585918	0.701679	0.886399	0.782675	0.620287	0.647707	0.494196	0.689466	0.57275	0.598861	1.092227	0.623739	0.58872	0.671655	0.701834	0.0	0.89998
WT07L.478428	0.916519	0.765149	0.885749	0.937418	1.00604	0.6826	0.853663	1.011597	0.749934	0.795624	0.904011	0.903751	0.865974	1.003991	1.00243	0.633454	0.795346	0.524264	0.817738	0.857891	0.950021	0.957533	0.882166	0.870739	0.900124	0.722618	0.864667	1.03572	0.942373	0.744756	0.738181	0.868179	1.04954	1.0769	1.067738	0.944441	1.030446	0.916691	0.956967	0.988985	0.829538	0.965152	1.043849	0.93963	0.882167	0.620353	0.634035	0.852725	0.956285	0.83869	0.86114	0.960916	0.932841	1.429863	1.041317	0.897298	0.993151	0.796662	0.89998	0.0
