	TVF.2004.Loc4.D10.Rep1.414474	sp1565.486407	sp0193.486346	SE.20100928.GY.NF008.BC.093.a.673660	E3E04.826190	sp1017.486420	ANT04.S2M1.607431	UQ288.591065	sp0759.486364	nest.WY.2008.3.712186.739059	SE.20101009.GY.ALTFF002.BC.225.415346	1204BCDNA.486523	Zambon.Leftpalm.983763	H55Kc.735962	Myr.tri.Seat.4.03H10.653706	10.8.12.rk.st.0800.1123130	EM086.441698	C.3037.01.S1.405123	NA.15.T0.830848	soil1.T3U1.536591	SSBE21Aug08.618423	Turkey.Stool.983766	TBH12Aug08.618303	P.Dois.Rios.SB.414865	H60Do.735986	SPM1x040108.142616	L08A095.799873	F31Forr.140586	B.2004.01.S1.405609	PM8x30308.142380	TS152.2.299097	SPM1x030408.142594	S00305.543918	must.18.1128116	F32Hair.140769	CBE09Aug07.617917	TS1.2.299121	HI.20.35e.2.281673	FL.3.26a.1.281867	cf1170.632724	FL.3.32a.3.281781	M11Nstl.140810	21.ill.mucosa.WT.676371	Calh5.385340	CU3258.141544	50.col.lumen.TG.676359	fut2negative.day56.70.Regular.1004900	cf1126.633182	6b3f4f4e221ccf8bbfc57e52791ed288	42265f3f55dd9c4c9b4feaee53b1f4fc	mf2188.633126	9f400082bffeb4494d4497ef084ffe94	B26.737560	75f78e4c6e0dc6e4a62f570c1bc9a339	b76ecf3dd46fcab94418c68c6fcd8ada	920cce1ef960ffc7343eb5628636a37e	bb08145b2a3724c42967dc2dbdab5c3b	ME10May08EB1R1.486639	4d366f8db0835339ed3c686415599480	WT07L.478428
SE.20101009.GY.ALTFF002.BC.225.415346	0.637665	0.811455	0.667184	0.45445	0.583395	0.666294	0.585817	0.741856	0.725569	0.818397	0.0	0.645962	1.078003	0.641938	0.598434	0.986956	0.941584	0.906919	0.806603	0.571547	0.540438	0.982661	0.603326	0.512598	0.667454	0.85884	0.617267	0.810271	0.80563	0.815314	0.814967	0.865774	0.899727	0.776745	0.802972	0.60379	0.841031	0.608852	0.610335	0.862835	0.540219	0.661047	0.916951	0.578027	0.597249	0.981165	0.891171	0.982005	0.593695	0.66653	0.770701	0.557933	0.523374	0.893625	0.808377	0.499292	0.682117	0.646565	0.659994	0.819895
1204BCDNA.486523	0.683469	0.602763	0.549918	0.40861	0.719851	0.55126	0.539337	0.742816	0.604071	0.743477	0.645962	0.0	1.028203	0.747516	0.723198	0.922466	0.891784	0.857119	0.797199	0.737717	0.633012	0.941241	0.661722	0.595084	0.657678	0.80904	0.604749	0.843943	0.75583	0.765514	0.836019	0.815974	0.858307	0.802037	0.836644	0.64722	0.862083	0.637106	0.643829	0.883887	0.449749	0.690479	0.867151	0.563925	0.672851	0.931365	0.841371	0.940585	0.658631	0.617526	0.757503	0.663073	0.482088	1.137939	0.829429	0.577234	0.545403	0.648049	0.681046	0.799259
Zambon.Leftpalm.983763	1.061492	0.805948	0.831287	0.941463	1.11255	0.932997	0.856956	0.996919	0.878798	0.859068	1.078003	1.028203	0.0	1.044321	1.022239	0.308003	0.414461	0.484626	0.770936	1.084886	1.036059	0.611418	0.972755	0.942989	0.733321	0.520805	0.925928	1.035414	0.666157	0.771241	0.80683	0.612051	0.79579	1.096212	1.113193	1.026287	0.798004	0.991973	0.98252	0.907292	0.985014	0.956462	0.70994	1.020002	1.07679	0.587776	0.497876	0.63618	1.064856	0.931565	0.754602	0.994144	0.995429	1.520138	0.81819	1.007745	1.08231	0.936858	0.888077	0.719156
H55Kc.735962	0.610131	0.884205	0.712552	0.589032	0.480889	0.761048	0.638271	0.750022	0.734379	0.824521	0.641938	0.747516	1.044321	0.0	0.4619	0.985132	0.883238	0.873237	0.682071	0.713067	0.615812	0.905339	0.660886	0.553002	0.65405	0.820586	0.695167	0.768295	0.767376	0.697646	0.710543	0.82752	0.726189	0.805997	0.786224	0.643426	0.802777	0.657926	0.557189	0.824581	0.604559	0.476951	0.799283	0.644231	0.649981	0.942911	0.857489	0.915383	0.706407	0.695022	0.552017	0.518639	0.574922	1.167493	0.751293	0.590642	0.697453	0.675095	0.578606	0.827137
Myr.tri.Seat.4.03H10.653706	0.627809	0.866015	0.69504	0.541712	0.396733	0.73673	0.586699	0.75263	0.672549	0.770063	0.598434	0.723198	1.022239	0.4619	0.0	0.948798	0.852856	0.851155	0.762139	0.729279	0.58049	0.830651	0.650848	0.512674	0.630436	0.804512	0.675827	0.689665	0.74758	0.747182	0.746867	0.811446	0.686497	0.783637	0.672744	0.532034	0.782981	0.635094	0.585869	0.804785	0.570741	0.465599	0.848851	0.595491	0.622857	0.885859	0.839269	0.829995	0.662093	0.68258	0.662207	0.508009	0.556078	1.147165	0.740277	0.562882	0.567497	0.561417	0.611336	0.817637
10.8.12.rk.st.0800.1123130	0.972731	0.714901	0.74024	0.850416	1.036823	0.84195	0.765909	0.93502	0.787751	0.762047	0.986956	0.922466	0.308003	0.985132	0.948798	0.0	0.319422	0.502305	0.767459	1.011445	0.943826	0.622439	0.899314	0.869548	0.670874	0.473008	0.834881	1.014965	0.601988	0.744212	0.869383	0.58663	0.824191	1.027857	1.047124	0.937526	0.906749	0.902026	0.893759	0.926755	0.887993	0.897273	0.673435	0.922981	1.001063	0.642175	0.460167	0.540049	0.989129	0.86291	0.716779	0.920703	0.883422	1.444411	0.871961	0.932018	0.993549	0.863417	0.84043	0.643429
EM086.441698	0.925073	0.669529	0.694868	0.805044	0.951467	0.796578	0.695873	0.8605	0.742379	0.722649	0.941584	0.891784	0.414461	0.883238	0.852856	0.319422	0.0	0.352999	0.657963	0.948467	0.89964	0.657213	0.836336	0.80657	0.61001	0.388602	0.789509	0.944333	0.455748	0.647016	0.725801	0.502224	0.756471	0.940211	0.976774	0.889868	0.802973	0.855554	0.833985	0.826251	0.848595	0.790825	0.559459	0.883583	0.940371	0.582477	0.345899	0.402167	0.928437	0.795146	0.565563	0.857725	0.85901	1.383719	0.758135	0.871326	0.945891	0.800439	0.726994	0.593449
C.3037.01.S1.405123	0.889576	0.705716	0.660203	0.770379	0.941466	0.736629	0.685872	0.851959	0.707714	0.702566	0.906919	0.857119	0.484626	0.873237	0.851155	0.502305	0.352999	0.0	0.642694	0.888518	0.835917	0.63243	0.772613	0.771905	0.548073	0.344867	0.725786	0.931622	0.466547	0.598239	0.686924	0.437699	0.761702	0.947082	0.964063	0.826145	0.715086	0.835471	0.793706	0.782914	0.784188	0.785378	0.571714	0.848086	0.887976	0.577552	0.207468	0.406438	0.864714	0.779849	0.545188	0.817118	0.818403	1.349054	0.680268	0.807603	0.885942	0.74049	0.743117	0.54728
NA.15.T0.830848	0.77714	0.929204	0.804459	0.710459	0.863116	0.843697	0.757606	0.707891	0.84359	0.853256	0.806603	0.797199	0.770936	0.682071	0.762139	0.767459	0.657963	0.642694	0.0	0.831152	0.795835	0.761254	0.672841	0.695225	0.436047	0.504551	0.8159	0.832988	0.519529	0.369273	0.469748	0.502923	0.526456	0.855158	0.858571	0.731895	0.571186	0.663279	0.674394	0.588082	0.74563	0.679454	0.596042	0.772238	0.837406	0.60448	0.648484	0.743042	0.833852	0.671861	0.450058	0.736726	0.756045	1.289134	0.518554	0.776741	0.83226	0.692178	0.582787	0.868248
soil1.T3U1.536591	0.641492	0.891054	0.719895	0.636395	0.78572	0.739807	0.713258	0.591159	0.745298	0.810648	0.571547	0.737717	1.084886	0.713067	0.729279	1.011445	0.948467	0.888518	0.831152	0.0	0.661575	0.929366	0.643361	0.568755	0.705301	0.863437	0.643838	0.85983	0.810227	0.819911	0.880052	0.870371	0.863336	0.871824	0.825389	0.658003	0.906116	0.627509	0.606662	0.92792	0.642986	0.690226	0.921548	0.608086	0.727734	0.985762	0.87277	0.953994	0.72567	0.629923	0.818984	0.649488	0.658161	1.027286	0.873462	0.646839	0.71771	0.577332	0.725079	0.830306
SSBE21Aug08.618423	0.584145	0.819581	0.563866	0.48913	0.570773	0.575446	0.590873	0.699412	0.672559	0.695481	0.540438	0.633012	1.036059	0.615812	0.58049	0.943826	0.89964	0.835917	0.795835	0.661575	0.0	0.872855	0.408578	0.48515	0.599332	0.816896	0.523295	0.673675	0.763686	0.77337	0.773023	0.82383	0.817159	0.687229	0.666376	0.466232	0.799087	0.55372	0.539419	0.820891	0.416493	0.589193	0.875007	0.515235	0.435913	0.939221	0.820169	0.899437	0.323899	0.636902	0.778397	0.555711	0.432092	1.079171	0.766433	0.469498	0.553509	0.519141	0.61805	0.664005
Turkey.Stool.983766	0.908032	0.931542	0.759031	0.854501	0.969442	0.820751	0.769994	0.892065	0.750922	0.815748	0.982661	0.941241	0.611418	0.905339	0.830651	0.622439	0.657213	0.63243	0.761254	0.929366	0.872855	0.0	0.847049	0.789103	0.650013	0.586811	0.811728	0.821172	0.627843	0.758543	0.850116	0.599353	0.34293	1.031204	0.938721	0.811187	0.87618	0.875577	0.813706	0.897984	0.819644	0.755378	0.658942	0.89122	0.919652	0.486718	0.592664	0.613446	0.950656	0.842639	0.690888	0.882194	0.850079	1.433176	0.851494	0.893545	0.856012	0.728284	0.828505	0.795004
TBH12Aug08.618303	0.576073	0.808309	0.596548	0.574982	0.692593	0.609036	0.632179	0.610966	0.715653	0.753167	0.603326	0.661722	0.972755	0.660886	0.650848	0.899314	0.836336	0.772613	0.672841	0.643361	0.408578	0.847049	0.0	0.490528	0.582088	0.751306	0.583023	0.690707	0.698096	0.70778	0.733189	0.75824	0.790513	0.672861	0.680826	0.478594	0.759253	0.539452	0.498739	0.781057	0.510715	0.591265	0.809417	0.596701	0.621373	0.873631	0.756865	0.873631	0.579821	0.549146	0.716609	0.582601	0.563588	1.104321	0.726599	0.565786	0.599261	0.477587	0.580144	0.708485
P.Dois.Rios.SB.414865	0.515103	0.751189	0.579848	0.491866	0.582827	0.623344	0.563315	0.54949	0.581589	0.644731	0.512598	0.595084	0.942989	0.553002	0.512674	0.869548	0.80657	0.771905	0.695225	0.568755	0.48515	0.789103	0.490528	0.0	0.554002	0.723826	0.591821	0.641515	0.670616	0.6803	0.689889	0.73076	0.705329	0.679445	0.62191	0.476968	0.715953	0.486014	0.442807	0.737757	0.464081	0.483697	0.781937	0.476121	0.541275	0.846151	0.756157	0.788447	0.562803	0.450932	0.682565	0.510159	0.459914	1.006343	0.683299	0.497232	0.526235	0.488623	0.534916	0.711107
H60Do.735986	0.552145	0.790869	0.619472	0.587444	0.727691	0.720682	0.644641	0.626492	0.678267	0.634981	0.667454	0.657678	0.733321	0.65405	0.630436	0.670874	0.61001	0.548073	0.436047	0.705301	0.599332	0.650013	0.582088	0.554002	0.0	0.477898	0.692885	0.712811	0.51192	0.438636	0.570547	0.485772	0.546659	0.779371	0.732712	0.546748	0.614267	0.498006	0.506023	0.636211	0.552299	0.565407	0.652189	0.598531	0.691931	0.609789	0.535363	0.622491	0.730685	0.562036	0.528463	0.637243	0.567636	1.185967	0.573007	0.673574	0.651617	0.574615	0.579174	0.765081
SPM1x040108.142616	0.837757	0.728489	0.612124	0.7223	0.893387	0.713834	0.637793	0.773184	0.659635	0.700393	0.85884	0.80904	0.520805	0.820586	0.804512	0.473008	0.388602	0.344867	0.504551	0.863437	0.816896	0.586811	0.751306	0.723826	0.477898	0.0	0.706765	0.869557	0.357064	0.411746	0.551413	0.183824	0.645663	0.877049	0.889458	0.802552	0.597959	0.768238	0.758785	0.621495	0.765851	0.732727	0.463359	0.800839	0.857627	0.366751	0.322991	0.450983	0.845693	0.70783	0.511447	0.772695	0.776266	1.300975	0.546863	0.788582	0.860861	0.717695	0.635838	0.622049
L08A095.799873	0.714656	0.67348	0.468357	0.445055	0.691394	0.419585	0.425284	0.696975	0.554764	0.651072	0.617267	0.604749	0.925928	0.695167	0.675827	0.834881	0.789509	0.725786	0.8159	0.643838	0.523295	0.811728	0.583023	0.591821	0.692885	0.706765	0.0	0.764422	0.653555	0.784215	0.849234	0.713699	0.877008	0.744866	0.770213	0.646637	0.875298	0.686675	0.659162	0.897102	0.57584	0.703694	0.764876	0.629044	0.655046	0.82909	0.710038	0.83831	0.62491	0.665959	0.715716	0.575678	0.580207	1.144728	0.842644	0.434967	0.677228	0.498284	0.694261	0.638762
F31Forr.140586	0.760082	0.988458	0.754035	0.757203	0.801818	0.773905	0.81857	0.804263	0.811538	0.836038	0.810271	0.843943	1.035414	0.768295	0.689665	1.014965	0.944333	0.931622	0.832988	0.85983	0.673675	0.821172	0.690707	0.641515	0.712811	0.869557	0.764422	0.0	0.808379	0.822309	0.817716	0.876491	0.719856	0.283074	0.524209	0.689643	0.84378	0.716383	0.69676	0.865584	0.678732	0.63494	0.9197	0.723902	0.753318	0.911032	0.923982	0.881346	0.809744	0.749511	0.867078	0.754962	0.678259	1.235346	0.811126	0.752633	0.729758	0.700278	0.707197	0.951674
B.2004.01.S1.405609	0.784547	0.746131	0.629766	0.66909	0.840177	0.660624	0.584583	0.717688	0.677277	0.707671	0.80563	0.75583	0.666157	0.767376	0.74758	0.601988	0.455748	0.466547	0.519529	0.810227	0.763686	0.627843	0.698096	0.670616	0.51192	0.357064	0.653555	0.808379	0.0	0.491312	0.481703	0.355586	0.645403	0.823839	0.833962	0.749342	0.534671	0.712742	0.705575	0.590725	0.712641	0.677231	0.478965	0.747629	0.804417	0.481069	0.498021	0.511027	0.792483	0.65462	0.476531	0.719485	0.723056	1.247765	0.522173	0.735372	0.807651	0.664485	0.56609	0.680183
PM8x30308.142380	0.794231	0.897519	0.781154	0.678774	0.839811	0.812012	0.725921	0.735022	0.828665	0.838331	0.815314	0.765514	0.771241	0.697646	0.747182	0.744212	0.647016	0.598239	0.369273	0.819911	0.77337	0.758543	0.70778	0.6803	0.438636	0.411746	0.784215	0.822309	0.491312	0.0	0.424583	0.40283	0.548395	0.823473	0.843646	0.759026	0.499205	0.722426	0.705209	0.519187	0.722325	0.654479	0.511225	0.757313	0.814101	0.515025	0.584013	0.688595	0.802167	0.664304	0.456917	0.729169	0.73274	1.257449	0.428665	0.745056	0.817335	0.734657	0.512548	0.836563
TS152.2.299097	0.793884	0.968024	0.851659	0.749279	0.839464	0.882517	0.796426	0.795163	0.89917	0.90335	0.814967	0.836019	0.80683	0.710543	0.746867	0.869383	0.725801	0.686924	0.469748	0.880052	0.773023	0.850116	0.733189	0.689889	0.570547	0.551413	0.849234	0.817716	0.481703	0.424583	0.0	0.526671	0.65269	0.823126	0.843299	0.758679	0.276254	0.722079	0.714798	0.412318	0.721978	0.674232	0.67724	0.756966	0.813754	0.62026	0.738942	0.850892	0.80182	0.734809	0.607794	0.728822	0.732393	1.257102	0.276762	0.744709	0.816988	0.805162	0.515763	0.93124
SPM1x030408.142594	0.844691	0.806275	0.68991	0.729234	0.900321	0.720768	0.644727	0.777832	0.737421	0.767815	0.865774	0.815974	0.612051	0.82752	0.811446	0.58663	0.502224	0.437699	0.502923	0.870371	0.82383	0.599353	0.75824	0.73076	0.485772	0.183824	0.713699	0.876491	0.355586	0.40283	0.526671	0.0	0.650311	0.883983	0.894106	0.809486	0.552329	0.772886	0.765719	0.576537	0.772785	0.737375	0.453755	0.807773	0.864561	0.302905	0.423109	0.521769	0.852627	0.714764	0.518191	0.779629	0.7832	1.307909	0.499201	0.795516	0.867795	0.724629	0.626234	0.713295
S00305.543918	0.81755	0.990312	0.818327	0.771567	0.876984	0.904805	0.818714	0.787531	0.810218	0.839208	0.899727	0.858307	0.79579	0.726189	0.686497	0.824191	0.756471	0.761702	0.526456	0.863336	0.817159	0.34293	0.790513	0.705329	0.546659	0.645663	0.877008	0.719856	0.645403	0.548395	0.65269	0.650311	0.0	0.916266	0.779101	0.707327	0.73176	0.767395	0.730072	0.753564	0.763948	0.589488	0.666074	0.799194	0.854448	0.592976	0.755334	0.716968	0.89496	0.731957	0.567776	0.796822	0.773087	1.350242	0.688244	0.837849	0.743268	0.682958	0.663985	0.929356
must.18.1128116	0.792182	0.954892	0.776089	0.715297	0.802406	0.740339	0.765422	0.814713	0.888324	0.896674	0.776745	0.802037	1.096212	0.805997	0.783637	1.027857	0.940211	0.947082	0.855158	0.871824	0.687229	1.031204	0.672861	0.679445	0.779371	0.877049	0.744866	0.283074	0.823839	0.823473	0.823126	0.883983	0.916266	0.0	0.611875	0.756977	0.85924	0.726833	0.7152	0.881044	0.687996	0.726478	0.92511	0.735896	0.779772	0.999374	0.931334	1.008594	0.767838	0.737277	0.87621	0.75054	0.698411	1.19344	0.816536	0.710727	0.80883	0.767612	0.658621	0.92592
F32Hair.140769	0.722515	0.968649	0.74157	0.749904	0.811945	0.766606	0.821353	0.76694	0.794903	0.813145	0.802972	0.836644	1.113193	0.786224	0.672744	1.047124	0.976774	0.964063	0.858571	0.825389	0.666376	0.938721	0.680826	0.62191	0.732712	0.889458	0.770213	0.524209	0.833962	0.843646	0.843299	0.894106	0.779101	0.611875	0.0	0.521432	0.869363	0.66398	0.670115	0.891167	0.671433	0.477607	0.945283	0.706679	0.759285	1.009497	0.948315	0.918397	0.802445	0.70219	0.898669	0.748435	0.677924	1.245007	0.836709	0.745334	0.555383	0.621639	0.688326	0.953929
CBE09Aug07.617917	0.486393	0.793807	0.610352	0.580328	0.666499	0.669484	0.651777	0.63798	0.633891	0.677765	0.60379	0.64722	1.026287	0.643426	0.532034	0.937526	0.889868	0.826145	0.731895	0.658003	0.466232	0.811187	0.478594	0.476968	0.546748	0.802552	0.646637	0.689643	0.749342	0.759026	0.758679	0.809486	0.707327	0.756977	0.521432	0.0	0.784743	0.450204	0.423907	0.806547	0.407669	0.434999	0.860663	0.492587	0.581027	0.924877	0.810397	0.840055	0.579259	0.603842	0.767855	0.583139	0.472622	1.115371	0.752089	0.565224	0.329331	0.382857	0.603706	0.749859
TS1.2.299121	0.819948	0.994088	0.877723	0.775343	0.875578	0.908581	0.83254	0.821227	0.925234	0.929414	0.841031	0.862083	0.798004	0.802777	0.782981	0.906749	0.802973	0.715086	0.571186	0.906116	0.799087	0.87618	0.759253	0.715953	0.614267	0.597959	0.875298	0.84378	0.534671	0.499205	0.276254	0.552329	0.73176	0.85924	0.869363	0.784743	0.0	0.748143	0.750912	0.404392	0.748042	0.710346	0.770066	0.78303	0.839818	0.640094	0.765006	0.872728	0.827884	0.760873	0.686864	0.754886	0.758457	1.283166	0.334538	0.770773	0.843052	0.831226	0.551877	0.957304
HI.20.35e.2.281673	0.482905	0.770297	0.633844	0.58672	0.689991	0.719958	0.658169	0.567812	0.697167	0.659847	0.608852	0.637106	0.991973	0.657926	0.635094	0.902026	0.855554	0.835471	0.663279	0.627509	0.55372	0.875577	0.539452	0.486014	0.498006	0.768238	0.686675	0.716383	0.712742	0.722426	0.722079	0.772886	0.767395	0.726833	0.66398	0.450204	0.748143	0.0	0.367607	0.769947	0.431587	0.564015	0.824063	0.451721	0.639979	0.888277	0.819723	0.862625	0.659109	0.51933	0.762705	0.571257	0.491492	1.114391	0.715489	0.601998	0.562217	0.564191	0.567106	0.810593
FL.3.26a.1.281867	0.399452	0.775834	0.603955	0.576937	0.64367	0.692445	0.622018	0.508365	0.667278	0.675248	0.610335	0.643829	0.98252	0.557189	0.585869	0.893759	0.833985	0.793706	0.674394	0.606662	0.539419	0.813706	0.498739	0.442807	0.506023	0.758785	0.659162	0.69676	0.705575	0.705209	0.714798	0.765719	0.730072	0.7152	0.670115	0.423907	0.750912	0.367607	0.0	0.772716	0.407506	0.52752	0.806846	0.470884	0.585364	0.88111	0.777958	0.833066	0.641532	0.550151	0.72862	0.572684	0.482103	1.114544	0.708208	0.584421	0.547394	0.527118	0.557759	0.768828
