	TVF.2004.Loc4.D10.Rep1.414474	sp1565.486407	sp0193.486346	SE.20100928.GY.NF008.BC.093.a.673660	E3E04.826190	sp1017.486420	ANT04.S2M1.607431	UQ288.591065	sp0759.486364	nest.WY.2008.3.712186.739059	SE.20101009.GY.ALTFF002.BC.225.415346	1204BCDNA.486523	Zambon.Leftpalm.983763	H55Kc.735962	Myr.tri.Seat.4.03H10.653706	10.8.12.rk.st.0800.1123130	EM086.441698	C.3037.01.S1.405123	NA.15.T0.830848	soil1.T3U1.536591	SSBE21Aug08.618423	Turkey.Stool.983766	TBH12Aug08.618303	P.Dois.Rios.SB.414865	H60Do.735986	SPM1x040108.142616	L08A095.799873	F31Forr.140586	B.2004.01.S1.405609	PM8x30308.142380	TS152.2.299097	SPM1x030408.142594	S00305.543918	must.18.1128116	F32Hair.140769	CBE09Aug07.617917	TS1.2.299121	HI.20.35e.2.281673	FL.3.26a.1.281867	cf1170.632724	FL.3.32a.3.281781	M11Nstl.140810	21.ill.mucosa.WT.676371	Calh5.385340	CU3258.141544	50.col.lumen.TG.676359	fut2negative.day56.70.Regular.1004900	cf1126.633182	6b3f4f4e221ccf8bbfc57e52791ed288	42265f3f55dd9c4c9b4feaee53b1f4fc	mf2188.633126	9f400082bffeb4494d4497ef084ffe94	B26.737560	75f78e4c6e0dc6e4a62f570c1bc9a339	b76ecf3dd46fcab94418c68c6fcd8ada	920cce1ef960ffc7343eb5628636a37e	bb08145b2a3724c42967dc2dbdab5c3b	ME10May08EB1R1.486639	4d366f8db0835339ed3c686415599480	WT07L.478428
cf1170.632724	0.841752	1.015892	0.899527	0.797147	0.897382	0.930385	0.854344	0.843031	0.947038	0.951218	0.862835	0.883887	0.907292	0.824581	0.804785	0.926755	0.826251	0.782914	0.588082	0.92792	0.820891	0.897984	0.781057	0.737757	0.636211	0.621495	0.897102	0.865584	0.590725	0.519187	0.412318	0.576537	0.753564	0.881044	0.891167	0.806547	0.404392	0.769947	0.772716	0.0	0.769846	0.73215	0.776386	0.804834	0.861622	0.668024	0.751116	0.896268	0.849688	0.782677	0.708942	0.77669	0.780261	1.30497	0.353224	0.792577	0.864856	0.85303	0.573681	0.979108
FL.3.32a.3.281781	0.501006	0.725828	0.555045	0.474487	0.57148	0.620269	0.580562	0.658199	0.633204	0.641692	0.540219	0.449749	0.985014	0.604559	0.570741	0.887993	0.848595	0.784188	0.74563	0.642986	0.416493	0.819644	0.510715	0.464081	0.552299	0.765851	0.57584	0.678732	0.712641	0.722325	0.721978	0.772785	0.763948	0.687996	0.671433	0.407669	0.748042	0.431587	0.407506	0.769846	0.0	0.539784	0.823962	0.363912	0.47218	0.888176	0.76844	0.846226	0.48876	0.595689	0.731154	0.553054	0.294097	1.04639	0.715388	0.460707	0.456074	0.54871	0.567005	0.696586
M11Nstl.140810	0.592546	0.844324	0.650499	0.603739	0.62369	0.736977	0.593536	0.675263	0.645564	0.709574	0.661047	0.690479	0.956462	0.476951	0.465599	0.897273	0.790825	0.785378	0.679454	0.690226	0.589193	0.755378	0.591265	0.483697	0.565407	0.732727	0.703694	0.63494	0.677231	0.654479	0.674232	0.737375	0.589488	0.726478	0.477607	0.434999	0.710346	0.564015	0.52752	0.73215	0.539784	0.0	0.758402	0.57503	0.61437	0.852766	0.76963	0.772744	0.670796	0.610957	0.653364	0.557264	0.539311	1.115018	0.667642	0.599169	0.473006	0.513662	0.463129	0.791526
21.ill.mucosa.WT.676371	0.895868	0.857452	0.741087	0.780411	0.941448	0.771945	0.685854	0.829009	0.788598	0.818992	0.916951	0.867151	0.70994	0.799283	0.848851	0.673435	0.559459	0.571714	0.596042	0.921548	0.875007	0.658942	0.809417	0.781937	0.652189	0.463359	0.764876	0.9197	0.478965	0.511225	0.67724	0.453755	0.666074	0.92511	0.945283	0.860663	0.770066	0.824063	0.806846	0.776386	0.823962	0.758402	0.0	0.85895	0.915738	0.537858	0.550844	0.668606	0.903804	0.765941	0.510526	0.830806	0.834377	1.359086	0.718582	0.846693	0.918972	0.775806	0.627161	0.764472
Calh5.385340	0.47054	0.766432	0.614711	0.522549	0.62582	0.669699	0.60554	0.680631	0.666078	0.65462	0.578027	0.563925	1.020002	0.644231	0.595491	0.922981	0.883583	0.848086	0.772238	0.608086	0.515235	0.89122	0.596701	0.476121	0.598531	0.800839	0.629044	0.723902	0.747629	0.757313	0.756966	0.807773	0.799194	0.735896	0.706679	0.492587	0.78303	0.451721	0.470884	0.804834	0.363912	0.57503	0.85895	0.0	0.573312	0.923164	0.832338	0.891396	0.592442	0.613917	0.766142	0.56692	0.401233	1.079708	0.750376	0.536995	0.541268	0.59082	0.601993	0.778552
CU3258.141544	0.647022	0.877148	0.689585	0.498619	0.574488	0.710283	0.64844	0.749975	0.72897	0.788438	0.597249	0.672851	1.07679	0.649981	0.622857	1.001063	0.940371	0.887976	0.837406	0.727734	0.435913	0.919652	0.621373	0.541275	0.691931	0.857627	0.655046	0.753318	0.804417	0.814101	0.813754	0.864561	0.854448	0.779772	0.759285	0.581027	0.839818	0.639979	0.585364	0.861622	0.47218	0.61437	0.915738	0.573312	0.0	0.979952	0.872228	0.936726	0.377008	0.687465	0.82293	0.601084	0.454235	1.123584	0.807164	0.461737	0.621226	0.633458	0.658781	0.747762
50.col.lumen.TG.676359	0.960082	0.921666	0.805301	0.844625	1.015712	0.836159	0.760118	0.893223	0.852812	0.883206	0.981165	0.931365	0.587776	0.942911	0.885859	0.642175	0.582477	0.577552	0.60448	0.985762	0.939221	0.486718	0.873631	0.846151	0.609789	0.366751	0.82909	0.911032	0.481069	0.515025	0.62026	0.302905	0.592976	0.999374	1.009497	0.924877	0.640094	0.888277	0.88111	0.668024	0.888176	0.852766	0.537858	0.923164	0.979952	0.0	0.535302	0.642082	0.968018	0.830155	0.603764	0.89502	0.898591	1.4233	0.597124	0.910907	0.983186	0.84002	0.741625	0.812366
fut2negative.day56.70.Regular.1004900	0.873828	0.689968	0.644455	0.754631	0.925718	0.720881	0.670124	0.836211	0.691966	0.686818	0.891171	0.841371	0.497876	0.857489	0.839269	0.460167	0.345899	0.207468	0.648484	0.87277	0.820169	0.592664	0.756865	0.756157	0.535363	0.322991	0.710038	0.923982	0.498021	0.584013	0.738942	0.423109	0.755334	0.931334	0.948315	0.810397	0.765006	0.819723	0.777958	0.751116	0.76844	0.76963	0.550844	0.832338	0.872228	0.535302	0.0	0.419872	0.848966	0.764101	0.578266	0.80137	0.802655	1.333306	0.732352	0.791855	0.870194	0.724742	0.727369	0.515212
cf1126.633182	0.910494	0.789182	0.687523	0.853845	0.968786	0.845379	0.769338	0.867571	0.678888	0.679534	0.982005	0.940585	0.63618	0.915383	0.829995	0.540049	0.402167	0.406438	0.743042	0.953994	0.899437	0.613446	0.873631	0.788447	0.622491	0.450983	0.83831	0.881346	0.511027	0.688595	0.850892	0.521769	0.716968	1.008594	0.918397	0.840055	0.872728	0.862625	0.833066	0.896268	0.846226	0.772744	0.668606	0.891396	0.936726	0.642082	0.419872	0.0	0.977238	0.824901	0.594416	0.88748	0.855365	1.43252	0.842566	0.920127	0.880114	0.752912	0.812425	0.67489
6b3f4f4e221ccf8bbfc57e52791ed288	0.686258	0.862928	0.730097	0.484399	0.615	0.688207	0.636506	0.769105	0.769482	0.82895	0.593695	0.658631	1.064856	0.706407	0.662093	0.989129	0.928437	0.864714	0.833852	0.72567	0.323899	0.950656	0.579821	0.562803	0.730685	0.845693	0.62491	0.809744	0.792483	0.802167	0.80182	0.852627	0.89496	0.767838	0.802445	0.579259	0.827884	0.659109	0.641532	0.849688	0.48876	0.670796	0.903804	0.592442	0.377008	0.968018	0.848966	0.977238	0.0	0.683911	0.810996	0.59753	0.504359	1.105194	0.79523	0.397993	0.646328	0.661832	0.646847	0.690516
42265f3f55dd9c4c9b4feaee53b1f4fc	0.622721	0.732441	0.644824	0.530786	0.737477	0.654456	0.602615	0.595892	0.646827	0.703315	0.66653	0.617526	0.931565	0.695022	0.68258	0.86291	0.795146	0.779849	0.671861	0.629923	0.636902	0.842639	0.549146	0.450932	0.562036	0.70783	0.665959	0.749511	0.65462	0.664304	0.734809	0.714764	0.731957	0.737277	0.70219	0.603842	0.760873	0.51933	0.550151	0.782677	0.595689	0.610957	0.765941	0.613917	0.687465	0.830155	0.764101	0.824901	0.683911	0.0	0.711869	0.546553	0.606104	1.139193	0.728219	0.6268	0.666675	0.571459	0.579836	0.764543
mf2188.633126	0.80306	0.817926	0.702291	0.645023	0.728638	0.733149	0.633732	0.790735	0.749802	0.815836	0.770701	0.757503	0.754602	0.552017	0.662207	0.716779	0.565563	0.545188	0.450058	0.818984	0.778397	0.690888	0.716609	0.682565	0.528463	0.511447	0.715716	0.867078	0.476531	0.456917	0.607794	0.518191	0.567776	0.87621	0.898669	0.767855	0.686864	0.762705	0.72862	0.708942	0.731154	0.653364	0.510526	0.766142	0.82293	0.603764	0.578266	0.594416	0.810996	0.711869	0.0	0.667504	0.741569	1.254056	0.645954	0.737045	0.826164	0.675394	0.623239	0.766688
9f400082bffeb4494d4497ef084ffe94	0.628564	0.813336	0.679547	0.507915	0.570204	0.669123	0.576646	0.718951	0.698004	0.790178	0.557933	0.663073	0.994144	0.518639	0.508009	0.920703	0.857725	0.817118	0.736726	0.649488	0.555711	0.882194	0.582601	0.510159	0.637243	0.772695	0.575678	0.754962	0.719485	0.729169	0.728822	0.779629	0.796822	0.75054	0.748435	0.583139	0.754886	0.571257	0.572684	0.77669	0.553054	0.557264	0.830806	0.56692	0.601084	0.89502	0.80137	0.88748	0.59753	0.546553	0.667504	0.0	0.500109	1.092454	0.722232	0.471153	0.631304	0.618464	0.589473	0.721482
B26.737560	0.520429	0.736243	0.55036	0.455738	0.551455	0.620862	0.561813	0.668614	0.627761	0.655143	0.523374	0.482088	0.995429	0.574922	0.556078	0.883422	0.85901	0.818403	0.756045	0.658161	0.432092	0.850079	0.563588	0.459914	0.567636	0.776266	0.580207	0.678259	0.723056	0.73274	0.732393	0.7832	0.773087	0.698411	0.677924	0.472622	0.758457	0.491492	0.482103	0.780261	0.294097	0.539311	0.834377	0.401233	0.454235	0.898591	0.802655	0.855365	0.504359	0.606104	0.741569	0.500109	0.0	1.042223	0.725803	0.465074	0.503897	0.563885	0.57742	0.713553
75f78e4c6e0dc6e4a62f570c1bc9a339	1.150576	1.317162	1.168305	1.040673	1.165934	1.171675	1.12895	1.224387	1.214058	1.284232	0.893625	1.137939	1.520138	1.167493	1.147165	1.444411	1.383719	1.349054	1.289134	1.027286	1.079171	1.433176	1.104321	1.006343	1.185967	1.300975	1.144728	1.235346	1.247765	1.257449	1.257102	1.307909	1.350242	1.19344	1.245007	1.115371	1.283166	1.114391	1.114544	1.30497	1.04639	1.115018	1.359086	1.079708	1.123584	1.4233	1.333306	1.43252	1.105194	1.139193	1.254056	1.092454	1.042223	0.0	1.250512	1.031933	1.167224	1.12876	1.102129	1.283984
b76ecf3dd46fcab94418c68c6fcd8ada	0.787294	0.961434	0.845069	0.742689	0.832874	0.875927	0.789836	0.788573	0.89258	0.89676	0.808377	0.829429	0.81819	0.751293	0.740277	0.871961	0.758135	0.680268	0.518554	0.873462	0.766433	0.851494	0.726599	0.683299	0.573007	0.546863	0.842644	0.811126	0.522173	0.428665	0.276762	0.499201	0.688244	0.816536	0.836709	0.752089	0.334538	0.715489	0.708208	0.353224	0.715388	0.667642	0.718582	0.750376	0.807164	0.597124	0.732352	0.842566	0.79523	0.728219	0.645954	0.722232	0.725803	1.250512	0.0	0.738119	0.810398	0.798572	0.509173	0.92465
920cce1ef960ffc7343eb5628636a37e	0.629979	0.797397	0.650542	0.335558	0.490529	0.60177	0.541943	0.711994	0.678681	0.771839	0.499292	0.577234	1.007745	0.590642	0.562882	0.932018	0.871326	0.807603	0.776741	0.646839	0.469498	0.893545	0.565786	0.497232	0.673574	0.788582	0.434967	0.752633	0.735372	0.745056	0.744709	0.795516	0.837849	0.710727	0.745334	0.565224	0.770773	0.601998	0.584421	0.792577	0.460707	0.599169	0.846693	0.536995	0.461737	0.910907	0.791855	0.920127	0.397993	0.6268	0.737045	0.471153	0.465074	1.031933	0.738119	0.0	0.614803	0.597419	0.589736	0.720579
bb08145b2a3724c42967dc2dbdab5c3b	0.59162	0.688818	0.596441	0.587081	0.702558	0.648031	0.65853	0.742309	0.595382	0.7131	0.682117	0.545403	1.08231	0.697453	0.567497	0.993549	0.945891	0.885942	0.83226	0.71771	0.553509	0.856012	0.599261	0.526235	0.651617	0.860861	0.677228	0.729758	0.807651	0.817335	0.816988	0.867795	0.743268	0.80883	0.555383	0.329331	0.843052	0.562217	0.547394	0.864856	0.456074	0.473006	0.918972	0.541268	0.621226	0.983186	0.870194	0.880114	0.646328	0.666675	0.826164	0.631304	0.503897	1.167224	0.810398	0.614803	0.0	0.5225	0.662015	0.809656
ME10May08EB1R1.486639	0.59848	0.724166	0.509977	0.546727	0.693596	0.540585	0.557688	0.572313	0.539802	0.622546	0.646565	0.648049	0.936858	0.675095	0.561417	0.863417	0.800439	0.74049	0.692178	0.577332	0.519141	0.728284	0.477587	0.488623	0.574615	0.717695	0.498284	0.700278	0.664485	0.734657	0.805162	0.724629	0.682958	0.767612	0.621639	0.382857	0.831226	0.564191	0.527118	0.85303	0.54871	0.513662	0.775806	0.59082	0.633458	0.84002	0.724742	0.752912	0.661832	0.571459	0.675394	0.618464	0.563885	1.12876	0.798572	0.597419	0.5225	0.0	0.650189	0.682278
4d366f8db0835339ed3c686415599480	0.638911	0.813051	0.696686	0.594306	0.667247	0.727544	0.623393	0.64019	0.744197	0.748377	0.659994	0.681046	0.888077	0.578606	0.611336	0.84043	0.726994	0.743117	0.582787	0.725079	0.61805	0.828505	0.580144	0.534916	0.579174	0.635838	0.694261	0.707197	0.56609	0.512548	0.515763	0.626234	0.663985	0.658621	0.688326	0.603706	0.551877	0.567106	0.557759	0.573681	0.567005	0.463129	0.627161	0.601993	0.658781	0.741625	0.727369	0.812425	0.646847	0.579836	0.623239	0.589473	0.57742	1.102129	0.509173	0.589736	0.662015	0.650189	0.0	0.784079
WT07L.478428	0.837742	0.662438	0.602343	0.683355	0.856728	0.649605	0.598848	0.850165	0.637558	0.673116	0.819895	0.799259	0.719156	0.827137	0.817637	0.643429	0.593449	0.54728	0.868248	0.830306	0.664005	0.795004	0.708485	0.711107	0.765081	0.622049	0.638762	0.951674	0.680183	0.836563	0.93124	0.713295	0.929356	0.92592	0.953929	0.749859	0.957304	0.810593	0.768828	0.979108	0.696586	0.791526	0.764472	0.778552	0.747762	0.812366	0.515212	0.67489	0.690516	0.764543	0.766688	0.721482	0.713553	1.283984	0.92465	0.720579	0.809656	0.682278	0.784079	0.0
