	TVF.2004.Loc4.D10.Rep1.414474	sp1565.486407	sp0193.486346	SE.20100928.GY.NF008.BC.093.a.673660	E3E04.826190	sp1017.486420	ANT04.S2M1.607431	UQ288.591065	sp0759.486364	nest.WY.2008.3.712186.739059	SE.20101009.GY.ALTFF002.BC.225.415346	1204BCDNA.486523	Zambon.Leftpalm.983763	H55Kc.735962	Myr.tri.Seat.4.03H10.653706	10.8.12.rk.st.0800.1123130	EM086.441698	C.3037.01.S1.405123	NA.15.T0.830848	soil1.T3U1.536591	SSBE21Aug08.618423	Turkey.Stool.983766	TBH12Aug08.618303	P.Dois.Rios.SB.414865	H60Do.735986	SPM1x040108.142616	L08A095.799873	F31Forr.140586	B.2004.01.S1.405609	PM8x30308.142380	TS152.2.299097	SPM1x030408.142594	S00305.543918	must.18.1128116	F32Hair.140769	CBE09Aug07.617917	TS1.2.299121	HI.20.35e.2.281673	FL.3.26a.1.281867	cf1170.632724	FL.3.32a.3.281781	M11Nstl.140810	21.ill.mucosa.WT.676371	Calh5.385340	CU3258.141544	50.col.lumen.TG.676359	fut2negative.day56.70.Regular.1004900	cf1126.633182	6b3f4f4e221ccf8bbfc57e52791ed288	42265f3f55dd9c4c9b4feaee53b1f4fc	mf2188.633126	9f400082bffeb4494d4497ef084ffe94	B26.737560	75f78e4c6e0dc6e4a62f570c1bc9a339	b76ecf3dd46fcab94418c68c6fcd8ada	920cce1ef960ffc7343eb5628636a37e	bb08145b2a3724c42967dc2dbdab5c3b	ME10May08EB1R1.486639	4d366f8db0835339ed3c686415599480	WT07L.478428
SE.20101009.GY.ALTFF002.BC.225.415346	0.622458	0.661693	0.808481	0.306588	0.474574	0.460265	0.626387	0.733529	0.601011	0.651842	0.0	0.653423	1.070962	0.654495	0.605357	1.083805	1.019122	0.939093	0.83519	0.608493	0.494102	0.766104	0.605983	0.471657	0.67157	0.812668	0.509361	0.715628	0.875808	0.940261	0.784399	0.698857	0.913026	0.697782	0.773192	0.531008	0.860402	0.567729	0.504299	0.820604	0.544941	0.575422	0.836086	0.567118	0.593926	0.974817	0.898112	0.974281	0.526239	0.576088	0.796913	0.589739	0.536602	0.967591	0.791551	0.449284	0.649058	0.699364	0.624787	0.809699
1204BCDNA.486523	0.702855	0.275306	0.673504	0.610271	0.638795	0.479172	0.442602	0.824116	0.206656	0.564581	0.653423	0.0	1.009179	0.736892	0.737008	1.024308	0.959625	0.879596	0.787757	0.653622	0.632583	0.864799	0.679828	0.581838	0.708327	0.753171	0.571846	0.810097	0.816311	0.880764	0.866606	0.781064	0.932761	0.787299	0.868019	0.694505	0.800905	0.615136	0.620546	0.831959	0.53399	0.676441	0.847441	0.613391	0.595961	0.927384	0.838615	0.923164	0.693906	0.614563	0.72818	0.718884	0.524071	1.266704	0.873758	0.598311	0.489485	0.658601	0.706994	0.77708
Zambon.Leftpalm.983763	1.060346	0.949745	0.787829	1.028516	1.054806	0.988989	1.007231	1.123355	0.990589	0.940992	1.070962	1.009179	0.0	1.075583	1.113837	0.397133	0.675702	0.509323	0.989154	1.055793	1.074842	1.218544	1.051605	1.020095	1.097946	0.877498	0.987747	1.143792	0.789174	0.780267	1.139721	1.054179	1.127094	1.13842	1.149474	1.08912	0.911146	1.040381	1.017931	1.0412	1.005943	1.027862	1.057404	1.054214	0.998792	0.677767	0.696364	0.610473	1.088521	0.967656	0.813685	1.088727	0.930088	1.622785	1.146873	1.03417	1.126496	0.984708	0.980109	0.697087
H55Kc.735962	0.543093	0.74985	0.727516	0.673171	0.555113	0.644008	0.713612	0.610392	0.71646	0.673215	0.654495	0.736892	1.075583	0.0	0.487966	1.057636	0.959877	0.912924	0.692735	0.697156	0.652847	0.485643	0.669182	0.565794	0.603713	0.730027	0.56162	0.722285	0.800025	0.82751	0.701758	0.597386	0.656209	0.752339	0.599011	0.598885	0.780047	0.566836	0.590524	0.719133	0.574736	0.328891	0.684081	0.584017	0.682453	0.91697	0.822329	0.84068	0.629952	0.628573	0.584074	0.58519	0.614715	1.216984	0.70891	0.598777	0.553003	0.579039	0.445464	0.866568
Myr.tri.Seat.4.03H10.653706	0.572759	0.735556	0.77467	0.580383	0.430053	0.57696	0.65556	0.686568	0.672414	0.671491	0.605357	0.737008	1.113837	0.487966	0.0	1.055682	0.972175	0.914692	0.701215	0.67246	0.627311	0.546177	0.629064	0.539672	0.592309	0.763435	0.514132	0.751953	0.826575	0.880978	0.735166	0.641658	0.800903	0.778083	0.717203	0.558767	0.811169	0.582192	0.58041	0.761321	0.570244	0.411701	0.729497	0.574037	0.646259	0.929268	0.848879	0.847626	0.594284	0.647399	0.629928	0.534386	0.614649	1.242168	0.742318	0.551289	0.617977	0.657117	0.556836	0.852574
10.8.12.rk.st.0800.1123130	1.070903	0.964874	0.798386	1.043645	1.067649	1.004118	1.017788	1.133912	1.005718	0.953835	1.083805	1.024308	0.397133	1.057636	1.055682	0.0	0.550155	0.507478	0.935731	1.06635	1.085399	1.119657	1.062162	1.030652	0.987757	0.736975	0.998304	1.156635	0.709107	0.711794	0.974188	0.959488	1.028207	1.153549	1.160031	1.099677	0.862839	1.050938	1.028488	0.924073	1.0165	1.009915	0.949943	1.064771	1.011635	0.591576	0.688985	0.600918	1.101364	0.978213	0.780728	1.055156	0.942931	1.637914	1.038752	1.049299	1.137053	0.995265	0.962162	0.712216
EM086.441698	1.001648	0.900191	0.733703	0.978962	1.002966	0.939435	0.953105	1.064657	0.941035	0.889152	1.019122	0.959625	0.675702	0.959877	0.972175	0.550155	0.0	0.605119	0.718876	0.999381	1.020716	0.969476	0.997479	0.963683	0.82946	0.648502	0.933621	1.091952	0.495212	0.507993	0.799267	0.790891	0.871104	1.088866	1.090776	1.034994	0.636328	0.981683	0.959233	0.704818	0.949531	0.912156	0.769216	0.995516	0.946952	0.472387	0.519336	0.510025	1.036681	0.908958	0.661763	0.985901	0.91578	1.573231	0.740799	0.984616	1.067798	0.92601	0.864403	0.651397
C.3037.01.S1.405123	0.926191	0.820162	0.653674	0.898933	0.922937	0.859406	0.873076	0.9892	0.861006	0.809123	0.939093	0.879596	0.509323	0.912924	0.914692	0.507478	0.605119	0.0	0.691515	0.921638	0.940687	0.982913	0.91745	0.88594	0.858047	0.726583	0.853592	1.011923	0.498337	0.679264	0.898352	0.802452	0.928995	1.008837	1.015319	0.954965	0.591143	0.906226	0.883776	0.788075	0.871788	0.865203	0.843675	0.920059	0.866923	0.648522	0.428825	0.484818	0.956652	0.833501	0.628468	0.910444	0.835751	1.493202	0.895146	0.904587	0.992341	0.850553	0.81745	0.643496
NA.15.T0.830848	0.708988	0.799175	0.776259	0.807094	0.77598	0.767567	0.626985	0.816197	0.769167	0.726602	0.83519	0.787757	0.989154	0.692735	0.701215	0.935731	0.718876	0.691515	0.0	0.815909	0.768056	0.733594	0.787935	0.745449	0.596742	0.50976	0.710225	0.867638	0.51824	0.652475	0.634933	0.565091	0.654254	0.916998	0.840558	0.806582	0.51766	0.755689	0.724025	0.598206	0.724813	0.658352	0.580656	0.731242	0.722638	0.631137	0.56896	0.751779	0.809695	0.712122	0.607083	0.776953	0.719256	1.401363	0.600389	0.812748	0.824052	0.631814	0.669139	0.882793
soil1.T3U1.536591	0.581055	0.663854	0.792882	0.591303	0.601357	0.53223	0.608718	0.648764	0.605868	0.506061	0.608493	0.653622	1.055793	0.697156	0.67246	1.06635	0.999381	0.921638	0.815909	0.0	0.481639	0.815673	0.46117	0.495764	0.591219	0.792927	0.477102	0.776153	0.856067	0.92052	0.825146	0.739604	0.891741	0.716863	0.814955	0.525621	0.840661	0.513684	0.487142	0.800863	0.517494	0.624151	0.816345	0.529991	0.544621	0.95876	0.878371	0.952156	0.543564	0.578327	0.784776	0.653654	0.513043	1.24614	0.832298	0.527309	0.620391	0.681831	0.665534	0.700626
SSBE21Aug08.618423	0.555158	0.633481	0.728973	0.592316	0.54575	0.517535	0.547139	0.697685	0.584829	0.51543	0.494102	0.632583	1.074842	0.652847	0.627311	1.085399	1.020716	0.940687	0.768056	0.481639	0.0	0.778064	0.489069	0.447753	0.60067	0.814262	0.530291	0.65362	0.877402	0.941855	0.785993	0.700451	0.91462	0.645862	0.712378	0.419216	0.861996	0.490237	0.464421	0.822198	0.482995	0.579002	0.83768	0.44115	0.5537	0.948079	0.899706	0.967495	0.460573	0.607504	0.806111	0.600433	0.481644	1.192121	0.793145	0.449608	0.54429	0.634442	0.626381	0.712449
Turkey.Stool.983766	0.734062	0.863347	0.926097	0.754178	0.621918	0.750755	0.813571	0.825087	0.823207	0.804634	0.766104	0.864799	1.218544	0.485643	0.546177	1.119657	0.969476	0.982913	0.733594	0.815673	0.778064	0.0	0.786859	0.690425	0.56399	0.69029	0.688767	0.863724	0.809624	0.811691	0.654053	0.617285	0.412174	0.89113	0.867232	0.752558	0.775394	0.709547	0.716581	0.716766	0.707835	0.552404	0.681714	0.724656	0.801938	0.857933	0.844422	0.954599	0.746789	0.773998	0.570497	0.682447	0.741164	1.355215	0.706543	0.725084	0.792488	0.814158	0.642991	0.983405
TBH12Aug08.618303	0.653625	0.691246	0.777102	0.553823	0.555429	0.54504	0.639956	0.711492	0.632074	0.544783	0.605983	0.679828	1.051605	0.669182	0.629064	1.062162	0.997479	0.91745	0.787935	0.46117	0.489069	0.786859	0.0	0.470536	0.695097	0.791025	0.494398	0.756203	0.854165	0.918618	0.823244	0.737702	0.862927	0.762057	0.786981	0.337913	0.838759	0.548196	0.572632	0.798961	0.579764	0.595337	0.814443	0.597129	0.497923	0.956858	0.876469	0.923342	0.403142	0.574691	0.782874	0.652592	0.537137	1.237782	0.830396	0.519093	0.609347	0.606979	0.663632	0.677884
P.Dois.Rios.SB.414865	0.522065	0.594912	0.68385	0.525925	0.474139	0.463288	0.534122	0.608136	0.534084	0.505767	0.471657	0.581838	1.020095	0.565794	0.539672	1.030652	0.963683	0.88594	0.745449	0.495764	0.447753	0.690425	0.470536	0.0	0.575601	0.757229	0.447778	0.647731	0.820369	0.884822	0.72896	0.643418	0.832505	0.654739	0.687691	0.460481	0.804963	0.425426	0.426318	0.765165	0.457704	0.491363	0.780647	0.465569	0.535835	0.919378	0.842673	0.88538	0.470548	0.474093	0.743554	0.52398	0.493371	1.141126	0.736112	0.426573	0.473075	0.616663	0.569348	0.71006
H60Do.735986	0.539864	0.718559	0.789261	0.716784	0.62913	0.651267	0.723227	0.693625	0.689737	0.559782	0.67157	0.708327	1.097946	0.603713	0.592309	0.987757	0.82946	0.858047	0.596742	0.591219	0.60067	0.56399	0.695097	0.575601	0.0	0.568828	0.579097	0.685716	0.681726	0.740685	0.531391	0.506685	0.621446	0.727392	0.749356	0.663324	0.664548	0.503167	0.553559	0.622102	0.422683	0.54445	0.637828	0.499278	0.71482	0.727219	0.700406	0.835991	0.662845	0.6429	0.709851	0.649443	0.550222	1.265309	0.593049	0.62312	0.622786	0.706934	0.583333	0.895011
SPM1x040108.142616	0.788336	0.764589	0.805171	0.772508	0.796512	0.732981	0.746651	0.849059	0.734581	0.743186	0.812668	0.753171	0.877498	0.730027	0.763435	0.736975	0.648502	0.726583	0.50976	0.792927	0.814262	0.69029	0.791025	0.757229	0.568828	0.0	0.727167	0.885498	0.5064	0.522317	0.337483	0.345201	0.495078	0.882412	0.875178	0.82854	0.418158	0.775229	0.752779	0.34555	0.743077	0.684592	0.390452	0.789062	0.740498	0.539941	0.516034	0.731739	0.830227	0.702504	0.549455	0.774875	0.671794	1.366777	0.426875	0.778162	0.861344	0.719556	0.591797	0.821175
L08A095.799873	0.538457	0.585788	0.667148	0.450559	0.315717	0.396048	0.51758	0.611482	0.498758	0.503027	0.509361	0.571846	0.987747	0.56162	0.514132	0.998304	0.933621	0.853592	0.710225	0.477102	0.530291	0.688767	0.494398	0.447778	0.579097	0.727167	0.0	0.655247	0.790307	0.85476	0.764264	0.678722	0.785217	0.684379	0.704829	0.518327	0.774901	0.47048	0.48283	0.735103	0.449796	0.500731	0.750585	0.455537	0.504939	0.893	0.812611	0.845632	0.51833	0.514039	0.702176	0.524346	0.454525	1.168864	0.771416	0.328345	0.582291	0.573603	0.604652	0.726484
F31Forr.140586	0.671634	0.825685	0.778689	0.759656	0.674966	0.714885	0.805823	0.778633	0.791507	0.701826	0.715628	0.810097	1.143792	0.722285	0.751953	1.156635	1.091952	1.011923	0.867638	0.776153	0.65362	0.863724	0.756203	0.647731	0.685716	0.885498	0.655247	0.0	0.948638	1.013091	0.857229	0.771687	0.94179	0.154296	0.609592	0.717732	0.933232	0.636511	0.679347	0.893434	0.601827	0.63997	0.908916	0.654268	0.735924	1.051331	0.970942	1.003045	0.708681	0.719414	0.913883	0.773803	0.677212	1.263757	0.864381	0.670232	0.739318	0.690458	0.697617	0.962973
B.2004.01.S1.405609	0.856048	0.756877	0.655755	0.835648	0.859652	0.796121	0.809791	0.919057	0.797721	0.745838	0.875808	0.816311	0.789174	0.800025	0.826575	0.709107	0.495212	0.498337	0.51824	0.856067	0.877402	0.809624	0.854165	0.820369	0.681726	0.5064	0.790307	0.948638	0.0	0.498887	0.633293	0.591777	0.710984	0.945552	0.945176	0.89168	0.431126	0.838369	0.815919	0.537078	0.806217	0.752304	0.594548	0.852202	0.803638	0.513793	0.339348	0.582951	0.893367	0.765644	0.575133	0.840301	0.800256	1.429917	0.627717	0.841302	0.924484	0.782696	0.704551	0.669627
PM8x30308.142380	0.918215	0.82133	0.79106	0.900101	0.924105	0.860574	0.874244	0.981224	0.862174	0.810291	0.940261	0.880764	0.780267	0.82751	0.880978	0.711794	0.507993	0.679264	0.652475	0.92052	0.941855	0.811691	0.918618	0.884822	0.740685	0.522317	0.85476	1.013091	0.498887	0.0	0.708338	0.632764	0.697649	1.010005	1.007343	0.956133	0.555657	0.902822	0.880372	0.599781	0.87067	0.804421	0.613563	0.916655	0.868091	0.438354	0.428023	0.486682	0.95782	0.830097	0.475522	0.902468	0.836919	1.49437	0.71459	0.905755	0.988937	0.847149	0.742416	0.75872
TS152.2.299097	0.760067	0.878024	0.918606	0.804727	0.768243	0.775564	0.860086	0.818504	0.848016	0.840771	0.784399	0.866606	1.139721	0.701758	0.735166	0.974188	0.799267	0.898352	0.634933	0.825146	0.785993	0.654053	0.823244	0.72896	0.531391	0.337483	0.764264	0.857229	0.633293	0.708338	0.0	0.258434	0.606189	0.854143	0.846909	0.800271	0.526725	0.74696	0.72451	0.331303	0.714808	0.656323	0.464863	0.760793	0.853933	0.77968	0.694891	0.927674	0.801958	0.745087	0.74539	0.746606	0.793159	1.338508	0.262552	0.749893	0.833075	0.822627	0.530452	0.982954
SPM1x030408.142594	0.674525	0.792482	0.833064	0.719185	0.682701	0.690022	0.774544	0.732962	0.762474	0.755229	0.698857	0.781064	1.054179	0.597386	0.641658	0.959488	0.790891	0.802452	0.565091	0.739604	0.700451	0.617285	0.737702	0.643418	0.506685	0.345201	0.678722	0.771687	0.591777	0.632764	0.258434	0.0	0.569421	0.768601	0.761367	0.714729	0.492319	0.661418	0.638968	0.322769	0.629266	0.560731	0.396351	0.675251	0.768391	0.750416	0.617603	0.848284	0.716416	0.659545	0.666138	0.661064	0.707617	1.252966	0.243544	0.664351	0.747533	0.737085	0.43486	0.897412
S00305.543918	0.841454	0.944179	0.929141	0.881246	0.845674	0.841719	0.917861	0.904823	0.914171	0.861242	0.913026	0.932761	1.127094	0.656209	0.800903	1.028207	0.871104	0.928995	0.654254	0.891741	0.91462	0.412174	0.862927	0.832505	0.621446	0.495078	0.785217	0.94179	0.710984	0.697649	0.606189	0.569421	0.0	0.99115	0.93147	0.889114	0.651714	0.831521	0.853137	0.548832	0.800645	0.710734	0.496038	0.84663	0.867642	0.746759	0.719796	0.900681	0.883345	0.802862	0.664715	0.875233	0.720874	1.475515	0.658679	0.8869	0.914462	0.840618	0.668099	1.024937
must.18.1128116	0.715594	0.801701	0.832577	0.73233	0.675322	0.690901	0.793691	0.805711	0.768709	0.681344	0.697782	0.787299	1.13842	0.752339	0.778083	1.153549	1.088866	1.008837	0.916998	0.716863	0.645862	0.89113	0.762057	0.654739	0.727392	0.882412	0.684379	0.154296	0.945552	1.010005	0.854143	0.768601	0.99115	0.0	0.698104	0.734914	0.930146	0.679195	0.660669	0.890348	0.625805	0.700448	0.90583	0.683402	0.79046	1.056625	0.967856	1.052405	0.730145	0.70754	0.888843	0.734103	0.658896	1.232261	0.861295	0.656304	0.76531	0.720092	0.694531	0.929705
F32Hair.140769	0.646124	0.879437	0.756859	0.8019	0.71721	0.776977	0.844739	0.702037	0.849429	0.751408	0.773192	0.868019	1.149474	0.599011	0.717203	1.160031	1.090776	1.015319	0.840558	0.814955	0.712378	0.867232	0.786981	0.687691	0.749356	0.875178	0.704829	0.609592	0.945176	1.007343	0.846909	0.761367	0.93147	0.698104	0.0	0.716684	0.925198	0.683795	0.707483	0.883114	0.663371	0.56763	0.898596	0.700976	0.769828	1.047869	0.96748	0.949423	0.750925	0.72806	0.917793	0.758627	0.732514	1.331441	0.854061	0.751306	0.624704	0.600286	0.687297	0.984367
CBE09Aug07.617917	0.585856	0.717465	0.767293	0.564502	0.454544	0.530553	0.665145	0.643723	0.646751	0.572886	0.531008	0.694505	1.08912	0.598885	0.558767	1.099677	1.034994	0.954965	0.806582	0.525621	0.419216	0.752558	0.337913	0.460481	0.663324	0.82854	0.518327	0.717732	0.89168	0.956133	0.800271	0.714729	0.889114	0.734914	0.716684	0.0	0.876274	0.533079	0.551013	0.836476	0.536695	0.52504	0.851958	0.55303	0.431258	0.994373	0.913984	0.913533	0.170025	0.62915	0.820389	0.622079	0.540486	1.210639	0.807423	0.418788	0.534264	0.63703	0.640659	0.711625
TS1.2.299121	0.83607	0.741471	0.782053	0.820242	0.844246	0.780715	0.794385	0.899079	0.782315	0.730432	0.860402	0.800905	0.911146	0.780047	0.811169	0.862839	0.636328	0.591143	0.51766	0.840661	0.861996	0.775394	0.838759	0.804963	0.664548	0.418158	0.774901	0.933232	0.431126	0.555657	0.526725	0.492319	0.651714	0.930146	0.925198	0.876274	0.0	0.822963	0.800513	0.448128	0.790811	0.732326	0.482056	0.836796	0.788232	0.665805	0.451978	0.736063	0.877961	0.750238	0.536265	0.822609	0.790458	1.414511	0.523853	0.825896	0.909078	0.76729	0.656069	0.822845
HI.20.35e.2.281673	0.406373	0.626554	0.73042	0.598783	0.516885	0.547426	0.6182	0.579376	0.596546	0.523511	0.567729	0.615136	1.040381	0.566836	0.582192	1.050938	0.981683	0.906226	0.755689	0.513684	0.490237	0.709547	0.548196	0.425426	0.503167	0.775229	0.47048	0.636511	0.838369	0.902822	0.74696	0.661418	0.831521	0.679195	0.683795	0.533079	0.822963	0.0	0.395452	0.783165	0.338872	0.508413	0.798647	0.319531	0.587307	0.941062	0.860673	0.891936	0.531324	0.462659	0.767078	0.603792	0.457409	1.17024	0.754112	0.497813	0.501421	0.633107	0.587348	0.783064
FL.3.26a.1.281867	0.404791	0.62599	0.749024	0.568359	0.529029	0.508948	0.536944	0.617776	0.587374	0.584881	0.504299	0.620546	1.017931	0.590524	0.58041	1.028488	0.959233	0.883776	0.724025	0.487142	0.464421	0.716581	0.572632	0.426318	0.553559	0.752779	0.48283	0.679347	0.815919	0.880372	0.72451	0.638968	0.853137	0.660669	0.707483	0.551013	0.800513	0.395452	0.0	0.760715	0.443138	0.517519	0.776197	0.341505	0.613055	0.876556	0.838223	0.906012	0.56108	0.495753	0.744628	0.53665	0.514481	1.14779	0.731662	0.502907	0.566911	0.600845	0.564898	0.768754
