Chafron_OTU	GreenGenes_13_5
otu_b1324	753638
otu_b132417	1120835
otu_b13248	263120
otu_b1325	3639039
otu_b13251	344747
otu_b132522	161217
otu_b13256	805161
otu_b13259	237338
otu_b13263	811257
otu_b132636	1130952
otu_b13264	344726
otu_b132663	831116
otu_b132732	160817
otu_b132752	138926
otu_b132765	13568
otu_b132787	146992
otu_b13292	4316858
otu_b133048	113919
otu_b133057	131172
otu_b13316	106179
otu_b133164	834104
otu_b13321	344641
otu_b133231	826039
otu_b13326	344636
otu_b133384	4398599
otu_b13348	2506486
otu_b13359	4460796
otu_b13367	213576
otu_b133807	512172
otu_b133824	3359685
otu_b13385	290186
otu_b13387	988157
otu_b13394	334705
otu_b134036	4384058
otu_b13406	7801
otu_b13421	151747
otu_b13428	74559
otu_b134312	4356131
otu_b134418	512378
otu_b13442	244041
otu_b134486	70799
otu_b13456	585227
otu_b134580	157557
otu_b134634	776873
otu_b134670	100071
otu_b1347	624712
otu_b13474	301472
otu_b13476	344430
otu_b134795	1122480
otu_b134818	157953
otu_b134866	156616
otu_b134968	278887
otu_b135	403853
otu_b135015	538106
otu_b135108	156210
otu_b135184	538106
otu_b13521	264608
otu_b135347	202619
otu_b13536	181641
otu_b135401	4321864
otu_b135411	560101
otu_b135421	1104566
otu_b135485	823187
otu_b135511	579801
otu_b135564	205772
otu_b135584	4424805
otu_b13561	4413917
otu_b13568	257461
otu_b13570	511229
otu_b135833	144973
otu_b13588	2273341
otu_b13593	4310487
otu_b135941	46548
otu_b136	370045
otu_b1360	773399
otu_b13604	290514
otu_b136061	151539
otu_b136201	352392
otu_b136220	134163
otu_b13625	111704
otu_b13626	560186
otu_b136431	828844
otu_b13647	188414
otu_b13648	4345313
otu_b136516	278887
otu_b13653	821401
otu_b1366	339660
otu_b13663	137107
otu_b136637	3995177
otu_b13669	1889556
otu_b13671	351898
otu_b13675	344154
otu_b13676	4330745
otu_b136948	140377
otu_b136970	76326
otu_b137	4449456
otu_b13706	372368
otu_b13711	1140636
otu_b137182	148469
otu_b13719	54563
otu_b13726	4325612
otu_b13732	4321324
otu_b137336	562126
otu_b137395	825320
otu_b1374	242298
otu_b13748	4443001
otu_b137507	46814
otu_b13751	160728
otu_b137529	810133
otu_b13754	2072645
otu_b137605	196541
otu_b137612	37517
otu_b137668	146410
otu_b13767	301703
otu_b13769	310380
otu_b137691	106476
otu_b137699	149899
otu_b13770	828648
otu_b137796	101015
otu_b13785	1141727
otu_b137919	60638
otu_b137956	3414589
otu_b13796	268365
otu_b13797	212698
otu_b137975	109364
otu_b137990	594293
otu_b138	4343647
otu_b13800	270722
otu_b138019	135780
otu_b138053	4392458
otu_b138057	219161
otu_b1381	4423681
otu_b13811	292315
otu_b138148	4311788
otu_b13827	90543
otu_b13828	205391
otu_b13839	1132732
otu_b13841	4442459
otu_b138437	90530
otu_b13846	123001
otu_b138480	148618
otu_b138487	114698
otu_b13851	4369842
otu_b13854	4345268
otu_b13858	770499
otu_b13865	261043
otu_b138744	143130
otu_b138908	252542
otu_b13893	2068089
otu_b139	114510
otu_b13900	123001
otu_b139127	147486
otu_b13924	4379318
otu_b13927	352933
otu_b13930	770499
otu_b13931	833372
otu_b1394	357522
otu_b139475	146824
otu_b13952	360890
otu_b139576	1679571
otu_b139617	146524
otu_b13968	212698
otu_b13976	188433
otu_b139796	233801
otu_b13981	298006
otu_b13990	308475
otu_b13996	268725
otu_b13997	315268
otu_b14004	534204
otu_b14006	105132
otu_b14015	566839
otu_b14026	169398
otu_b14031	1143858
otu_b14033	167468
otu_b140389	847711
otu_b140458	133738
otu_b14047	363232
otu_b1405	157059
otu_b140532	141886
otu_b14054	4393892
otu_b140611	3526330
otu_b140623	142958
otu_b140728	114798
otu_b140776	1109454
otu_b140817	46814
otu_b140828	114816
otu_b140845	135736
otu_b140888	1106498
otu_b140891	142741
otu_b14094	183245
otu_b140975	143965
otu_b140982	1542689
otu_b141015	1614791
otu_b141041	2916972
otu_b1411	805173
otu_b141102	3537183
otu_b14111	4425842
otu_b141202	3367776
otu_b141248	38200
otu_b141249	3577307
otu_b14131	1117593
otu_b14134	108598
otu_b14143	343475
otu_b141432	2251859
otu_b141539	4425497
otu_b141600	135780
otu_b141611	135575
otu_b141658	135888
otu_b14167	343442
otu_b14168	227886
otu_b14174	676064
otu_b141743	142525
otu_b1418	360635
otu_b141807	4354822
otu_b14182	182233
otu_b141873	2614101
otu_b1419	107529
otu_b141944	590527
otu_b14198	112075
otu_b142	315467
otu_b142146	141786
otu_b14215	670178
otu_b142375	157722
otu_b14240	920852
otu_b14241	1817223
otu_b14243	359020
otu_b142432	163192
otu_b142456	574457
otu_b142585	140901
otu_b142588	131935
otu_b142595	811482
otu_b142603	191359
otu_b14261	343315
otu_b1427	4380154
otu_b14271	4478654
otu_b14272	846283
otu_b142737	3203828
otu_b142778	140547
otu_b142808	140463
otu_b142831	139896
otu_b142845	114623
otu_b142857	103257
otu_b142894	4095175
otu_b142895	243983
otu_b1429	851704
otu_b142968	3414589
otu_b142993	102142
otu_b143	4328866
otu_b143076	688700
otu_b143087	25853
otu_b1431	776873
otu_b14318	3347507
otu_b143260	139064
otu_b14327	333055
otu_b1433	529762
otu_b14336	713738
otu_b14338	4466646
otu_b14339	613294
otu_b1435	3422139
otu_b143500	3093679
otu_b14368	295258
otu_b1437	64384
otu_b14372	553205
otu_b14376	4386631
otu_b14380	4430641
otu_b143896	137878
otu_b14393	169166
otu_b14400	4402114
otu_b14407	3121918
otu_b14416	1105513
otu_b14422	227663
otu_b1443	1024529
otu_b14433	220264
otu_b14462	169006
otu_b14464	821185
otu_b14465	776787
otu_b14467	589277
otu_b14468	1056438
otu_b1447	4349261
otu_b14472	563591
otu_b14475	164915
otu_b144816	289184
otu_b144905	77804
otu_b14495	510316
otu_b14501	347362
otu_b145303	135632
otu_b14544	234269
otu_b145450	108469
otu_b14546	325575
otu_b14549	730906
otu_b14551	289257
otu_b14554	111704
otu_b14561	563858
otu_b14565	342871
otu_b1457	4400789
otu_b145956	562311
otu_b14605	4334725
otu_b14612	296001
otu_b14614	567338
otu_b1462	103410
otu_b146216	4380694
otu_b14625	169006
otu_b14626	1117255
otu_b1463	4406968
otu_b146333	134302
otu_b1464	126056
otu_b14644	4417539
otu_b146482	211507
otu_b14652	382902
otu_b14653	349783
otu_b146554	105372
otu_b14661	556704
otu_b1468	2896107
otu_b147048	133341
otu_b14709	261076
otu_b147104	3090148
otu_b147124	3322191
otu_b147130	23694
otu_b14722	292228
otu_b14727	4483990
otu_b14741	150180
otu_b14744	177222
otu_b147499	12457
otu_b14750	526490
otu_b14758	295128
otu_b147754	132341
otu_b14780	45919
otu_b14783	112782
otu_b147928	226659
otu_b14794	1143678
otu_b14795	363507
otu_b148	74685
otu_b14803	1111373
otu_b14868	320430
otu_b14869	279298
otu_b149	657103
otu_b14900	3365024
otu_b14926	185222
otu_b14941	292738
otu_b14960	4467810
otu_b14961	509433
otu_b14982	285497
otu_b14992	342284
otu_b14997	384555
otu_b15	1066485
otu_b150	574051
otu_b15006	312275
otu_b150122	108156
otu_b150141	289257
otu_b150145	849704
otu_b150163	124906
otu_b150172	3621189
otu_b150198	515299
otu_b150219	190639
otu_b15025	573730
otu_b150310	4340358
otu_b150354	4339144
otu_b150356	124470
otu_b150406	4301511
otu_b15045	315589
otu_b15046	721132
otu_b150467	197708
otu_b1505	3307468
otu_b150551	988375
otu_b150555	268506
otu_b150564	289257
otu_b1506	341939
otu_b15061	227663
otu_b15062	904675
otu_b15072	342165
otu_b150730	149335
otu_b1508	368134
otu_b15096	4411489
otu_b15107	358104
otu_b151102	847427
otu_b151110	1800048
otu_b15112	167609
otu_b151145	124470
otu_b15118	3447863
otu_b15128	270591
otu_b15129	365212
otu_b15130	199307
otu_b15131	343580
otu_b151471	591399
otu_b1515	722895
otu_b151527	988375
otu_b151534	137399
otu_b151560	291054
otu_b15157	194108
otu_b15160	268880
otu_b15163	3197419
otu_b15187	4351228
otu_b1519	89039
otu_b151913	137353
otu_b15193	404209
otu_b15194	265051
otu_b15199	149909
otu_b152	811644
otu_b152015	3115847
otu_b152115	4356269
otu_b15225	238487
otu_b15232	1099856
otu_b15240	305099
otu_b152680	846464
otu_b15276	4354000
otu_b152853	515632
otu_b15311	684320
otu_b15312	1143820
otu_b15315	356403
otu_b153198	187443
otu_b1532	15062
otu_b15323	48444
otu_b15326	103974
otu_b1533	1722698
otu_b15330	174801
otu_b15335	276769
otu_b15343	4453876
otu_b15353	228778
otu_b153577	2237211
otu_b15362	305313
otu_b15366	233587
otu_b1537	807226
otu_b15372	341749
otu_b1539	1823053
otu_b153941	156452
otu_b15395	109364
otu_b15401	719818
otu_b1541	58315
otu_b15421	233586
otu_b15427	347274
otu_b1543	208479
otu_b15448	401384
otu_b15454	40554
otu_b1546	15076
otu_b15466	338840
otu_b15491	143639
otu_b155	4447476
otu_b1550	11427
otu_b15515	341548
otu_b15519	234515
otu_b1554	331686
otu_b15544	190938
otu_b15546	4452721
otu_b15559	341482
otu_b1557	152426
otu_b1558	4331364
otu_b15594	112115
otu_b15610	198552
otu_b15622	232886
otu_b15636	308309
otu_b1565	4311314
otu_b15653	121882
otu_b156592	115246
otu_b1566	278887
otu_b156681	4306373
otu_b1567	901613
otu_b15671	4380358
otu_b156725	134302
otu_b1568	358670
otu_b156839	824245
otu_b15686	2170756
otu_b15689	1740499
otu_b157	369953
otu_b157229	770475
otu_b15730	302883
otu_b157388	104176
otu_b15759	303627
otu_b157597	64222
otu_b15760	91834
otu_b15770	348009
otu_b15776	297379
otu_b157772	109291
otu_b157777	836771
otu_b15782	162766
otu_b1579	4200918
otu_b157961	238607
otu_b15802	232975
otu_b15806	341094
otu_b15808	289597
otu_b15812	64384
otu_b1585	1696853
otu_b15850	212902
otu_b158587	64222
otu_b15863	2421587
otu_b15875	160300
otu_b158770	361082
otu_b158822	110814
otu_b159075	4339728
otu_b15911	339914
otu_b15916	340940
otu_b15920	814183
otu_b15932	1024529
otu_b159329	91255
otu_b15955	302235
otu_b15957	1141746
otu_b159814	109173
otu_b159875	192041
otu_b15989	811219
otu_b15992	172998
otu_b159963	160817
otu_b159981	4471661
otu_b16	809658
otu_b160024	108157
otu_b1603	4386631
otu_b16030	4389141
otu_b16034	772282
otu_b16037	307900
otu_b16042	340761
otu_b16058	289257
otu_b16060	173030
otu_b16074	340709
otu_b160753	170550
otu_b1608	113265
otu_b16080	218858
otu_b16083	286686
otu_b16096	195865
otu_b160962	106856
otu_b160973	99309
otu_b161	440481
otu_b161247	361082
otu_b16127	99331
otu_b16144	322118
otu_b161457	829135
otu_b161515	103733
otu_b161537	4380971
otu_b1616	212698
otu_b16165	340590
otu_b161707	101880
otu_b16185	551394
otu_b1619	103509
otu_b16190	335411
otu_b161933	82145
otu_b162	268353
otu_b16221	920243
otu_b16223	201364
otu_b16226	179907
otu_b16230	9918
otu_b16237	4432362
otu_b16264	311961
otu_b16266	1129906
otu_b1627	539915
otu_b16277	356568
otu_b16278	616624
otu_b16295	1136853
otu_b16296	24929
otu_b1630	317200
otu_b16307	568617
otu_b1632	85407
otu_b16338	404691
otu_b1635	119955
otu_b163504	101326
otu_b16360	290314
otu_b16387	2315700
otu_b16396	4407030
otu_b164	582369
otu_b1640	253214
otu_b16416	292921
otu_b16419	3563235
otu_b16432	248900
otu_b16434	2593579
otu_b16449	837424
otu_b16450	550219
otu_b1646	144380
otu_b16468	208901
otu_b16469	762699
otu_b1648	435998
otu_b16480	4317170
otu_b16509	3579707
otu_b1652	607006
otu_b16521	814402
otu_b16522	296249
otu_b165240	256215
otu_b16551	194572
otu_b16567	4476708
otu_b16572	3818299
otu_b16575	4319591
otu_b16577	1102370
otu_b1658	527065
otu_b16581	100793
otu_b16584	4481624
otu_b16591	4456702
otu_b16600	3439
otu_b16619	217100
otu_b16647	339914
otu_b16666	3407515
otu_b166739	811229
otu_b16674	242577
otu_b16683	510204
otu_b16705	248826
otu_b16719	123001
otu_b16729	299833
otu_b16731	1036372
otu_b167312	82303
otu_b167389	81830
otu_b16743	184046
otu_b167483	80944
otu_b1675	269476
otu_b16751	262807
otu_b167515	80086
otu_b16755	339773
otu_b1676	73591
otu_b167605	249816
otu_b1677	1131091
otu_b16787	339718
otu_b16796	194478
otu_b16817	3563235
otu_b1682	2072645
otu_b16825	145809
otu_b16829	320360
otu_b16836	4093636
otu_b16842	1140285
otu_b16858	73954
otu_b16860	337487
otu_b168652	1140775
otu_b16870	317751
otu_b16876	153687
otu_b16877	4373642
otu_b1688	279107
otu_b16889	530383
otu_b1689	4479989
otu_b16895	289257
otu_b16900	561435
otu_b16908	339544
otu_b16914	3846492
otu_b16915	540055
otu_b169372	576810
otu_b16943	339494
otu_b16947	137817
otu_b16958	339472
otu_b16964	231908
otu_b16973	339455
otu_b16984	311677
otu_b17	4319899
otu_b170	92874
otu_b17000	240784
otu_b17006	339405
otu_b1705	4300118
otu_b17062	3468740
otu_b17092	229562
otu_b17094	186891
otu_b17096	4360105
otu_b17112	588216
otu_b17119	296235
otu_b17135	220349
otu_b17150	268151
otu_b17163	192372
otu_b17164	562126
otu_b17170	563942
otu_b17186	339133
otu_b17193	339121
otu_b17199	324301
otu_b172	224222
otu_b17202	337784
otu_b17244	231510
otu_b17246	642818
otu_b1725	547319
otu_b17251	542823
otu_b17284	154986
otu_b17299	4372382
otu_b17306	578307
otu_b17353	4397200
otu_b17359	365484
otu_b17377	241541
otu_b17395	341713
otu_b174	4295954
otu_b17419	338756
otu_b17427	354725
otu_b17449	813649
otu_b17450	727507
otu_b17460	158836
otu_b17461	167338
otu_b17476	4366527
otu_b1750	1885208
otu_b17500	159041
otu_b1752	359689
otu_b17541	212698
otu_b17553	809179
otu_b17560	168509
otu_b17572	13983
otu_b17574	1024529
otu_b17577	140880
otu_b17578	324708
otu_b17580	253761
otu_b17583	2150330
otu_b17593	4020502
otu_b17596	828127
otu_b17599	325036
otu_b17614	509433
otu_b17635	1142119
otu_b17639	338484
otu_b1765	570812
otu_b17668	287805
otu_b17674	309361
otu_b17676	99933
otu_b17716	248079
otu_b17720	272647
otu_b1774	834138
otu_b17743	266210
otu_b17747	4442459
otu_b1775	141764
otu_b17751	321384
otu_b17776	338273
otu_b17782	101015
otu_b17792	301621
otu_b17793	274292
otu_b17810	302503
otu_b17814	88838
otu_b17819	102090
otu_b17826	338195
otu_b17833	163430
otu_b17848	772393
otu_b1785	4453743
otu_b17857	149163
otu_b17860	324708
otu_b17862	338145
otu_b1787	4365141
otu_b17874	396109
otu_b17919	238116
otu_b17926	159126
otu_b17928	338057
otu_b17945	190220
otu_b1796	255732
otu_b17984	933356
otu_b17992	326605
otu_b17993	337966
otu_b17998	228479
otu_b18001	797998
otu_b18007	275285
otu_b18024	337914
otu_b18035	261251
otu_b18056	1108205
otu_b18058	4282096
otu_b18065	337859
otu_b18066	245029
otu_b1807	100989
otu_b18081	4353093
otu_b18088	815207
otu_b18089	188113
otu_b18091	998905
otu_b181	1799482
otu_b1810	574051
otu_b18109	4358096
otu_b1811	590099
otu_b18118	826611
otu_b1812	4179834
otu_b18120	317458
otu_b18134	802586
otu_b18138	4388068
otu_b1816	228275
otu_b18171	186634
otu_b18191	4093636
otu_b18193	332041
otu_b18203	4388772
otu_b18220	337614
otu_b18230	322571
otu_b18236	90701
otu_b1824	621440
otu_b18264	236142
otu_b1827	564290
otu_b18278	337538
otu_b18287	289597
otu_b18288	315779
otu_b1829	1129328
otu_b18319	588530
otu_b1836	1142871
otu_b18360	304645
otu_b1837	107275
otu_b18377	4070491
otu_b18383	555216
otu_b18420	237794
otu_b18424	256173
otu_b18440	337289
otu_b18450	337277
otu_b18468	4473883
otu_b1847	358461
otu_b18474	299918
otu_b18477	84373
otu_b18483	137981
otu_b18486	4322414
otu_b18488	337215
otu_b18490	324985
otu_b18494	337205
otu_b18497	4465540
otu_b18505	25947
otu_b18506	3175741
otu_b18524	4359104
otu_b18525	550476
otu_b18532	370183
otu_b18551	337129
otu_b18555	343239
otu_b18556	111704
otu_b18566	365717
otu_b18573	4354699
otu_b18581	4475417
otu_b18590	162639
otu_b18597	207126
otu_b1860	4294646
otu_b18618	290405
otu_b1863	2904384
otu_b18630	315309
otu_b18644	151623
otu_b1865	4466900
otu_b1867	251539
otu_b18705	4406968
otu_b18709	9025
otu_b18720	294304
otu_b18722	279203
otu_b18726	241899
otu_b18728	300355
otu_b18730	847228
otu_b18743	336844
otu_b18748	2999126
otu_b18774	4364412
otu_b18781	799747
otu_b18789	336784
otu_b18804	442743
otu_b1881	541771
otu_b18820	4477254
otu_b18834	4379814
otu_b18844	299918
otu_b1885	901633
otu_b18879	321405
otu_b1888	4452118
otu_b18888	572872
otu_b189	306710
otu_b18904	33986
otu_b18908	368203
otu_b18933	6602
otu_b18940	842996
otu_b18948	735356
otu_b1895	232883
otu_b18963	166911
otu_b18982	65421
otu_b190	242293
otu_b19006	232883
otu_b19013	181568
otu_b19019	521259
otu_b19021	4321239
otu_b19024	264229
otu_b1905	1145751
otu_b19060	336382
otu_b1908	3121406
otu_b191	1104509
otu_b19100	661266
otu_b19102	1143820
otu_b1911	812921
otu_b19113	1143745
otu_b19117	336298
otu_b19137	1603169
otu_b1914	239029
otu_b19152	3787356
otu_b19155	333279
otu_b19161	730906
otu_b19164	4442103
otu_b19174	242577
otu_b19181	4380803
otu_b19185	268434
otu_b192	364120
otu_b1920	189039
otu_b19212	126283
otu_b19213	240141
otu_b1922	564678
otu_b19231	2398623
otu_b19249	67800
otu_b19257	4435934
otu_b19259	328139
otu_b19268	811318
otu_b19277	4465072
otu_b1928	1146125
otu_b19292	155468
otu_b193	829851
otu_b19301	336031
otu_b19304	148706
otu_b1931	1129425
otu_b19311	370183
otu_b19313	582440
otu_b19320	1131767
otu_b1935	177340
otu_b1937	323954
otu_b19374	175706
otu_b19385	628400
otu_b19386	193098
otu_b19387	548324
otu_b19407	78851
otu_b19410	299851
otu_b1943	271035
otu_b19430	74559
otu_b19455	123001
otu_b1946	197649
otu_b1947	256643
otu_b19492	4346675
otu_b19498	4288931
otu_b19507	358670
otu_b19513	238487
otu_b19534	370075
otu_b1954	1051693
otu_b19541	589277
otu_b19554	71710
otu_b19561	317948
otu_b19569	351875
otu_b1957	882018
otu_b19573	744080
otu_b1959	364773
otu_b19598	132690
otu_b1961	251679
otu_b19631	808728
otu_b19643	657718
otu_b19648	841979
otu_b19654	2639475
otu_b1966	4306201
otu_b19689	437137
otu_b19710	749770
otu_b19714	1063513
otu_b1972	106340
otu_b19727	335330
otu_b1974	697711
otu_b19741	4327233
otu_b19748	33679
otu_b19765	335355
otu_b19777	16204
otu_b19778	306996
otu_b1978	11427
otu_b19788	1915223
otu_b19794	4827
otu_b19812	335301
otu_b1983	364720
otu_b1986	364712
otu_b19876	565425
otu_b19883	50968
otu_b199	60380
otu_b1990	4348768
otu_b19904	1113282
otu_b19915	1889556
otu_b19929	4443632
otu_b19931	212532
otu_b19952	289257
otu_b19981	319603
otu_b19984	1040889
otu_b19997	111704
otu_b2	387095
otu_b20	1117992
otu_b200	4264281
otu_b20003	276834
otu_b20016	291017
otu_b20025	351849
otu_b2003	1105883
otu_b2004	71872
otu_b20055	154439
otu_b20070	366222
otu_b20072	369182
otu_b2012	249332
otu_b20135	334839
otu_b20139	108905
otu_b2014	561636
otu_b20155	273232
otu_b20211	130036
otu_b20232	167468
otu_b20238	197708
otu_b2024	1701
otu_b20269	178860
otu_b2027	1117992
otu_b20282	321606
otu_b20294	328139
otu_b20302	96902
otu_b20303	328828
otu_b20323	194566
otu_b20333	294224
otu_b20351	334521
otu_b20381	4339275
otu_b20382	322118
otu_b20395	4397593
otu_b2041	137915
otu_b20411	140967
otu_b20412	334427
otu_b20414	809456
otu_b20433	244657
otu_b20436	2920309
otu_b20437	4412542
otu_b20482	3786156
otu_b20508	114147
otu_b20509	1117593
otu_b20518	48579
otu_b20528	568898
otu_b20531	318782
otu_b20539	290101
otu_b20552	4366487
otu_b20562	334216
otu_b20563	334215
otu_b20565	518748
otu_b20566	190220
otu_b20579	4383820
otu_b20581	334186
otu_b206	160115
otu_b20605	326076
otu_b20616	334140
otu_b20620	774250
otu_b20621	4379449
otu_b20629	1814180
otu_b20631	204600
otu_b20644	819136
otu_b2065	74355
otu_b20654	130065
otu_b20657	197537
otu_b20666	1024529
otu_b2069	107069
otu_b207	1108632
otu_b20709	525215
otu_b20714	300487
otu_b2072	100889
otu_b20722	581514
otu_b20728	297437
otu_b20729	359538
otu_b20741	149262
otu_b20753	158728
otu_b20765	316636
otu_b2077	362426
otu_b20794	591693
otu_b20797	333882
otu_b20804	536831
otu_b2081	583912
otu_b20828	2932342
otu_b20831	217386
otu_b20836	245423
otu_b20840	1140514
otu_b20852	1779302
otu_b2086	4343834
otu_b20866	529740
otu_b2087	4357499
otu_b20879	301872
otu_b20884	334705
otu_b20887	4334150
otu_b2089	1603169
otu_b20895	545061
otu_b209	851704
otu_b2090	364386
otu_b20900	185610
otu_b20904	68621
otu_b2092	323135
otu_b20920	170417
otu_b20961	172675
otu_b20964	258175
otu_b20971	260804
otu_b20988	333617
otu_b20989	333616
otu_b20999	218096
otu_b2102	833502
otu_b21020	295036
otu_b21041	544313
otu_b21046	270171
otu_b21083	333471
otu_b21098	1142520
otu_b211	352468
otu_b21112	212698
otu_b21127	1054065
otu_b21132	530416
otu_b21148	534957
otu_b21157	178242
otu_b21163	288224
otu_b21171	241843
otu_b21175	197505
otu_b21190	1113318
otu_b21191	1041394
otu_b212	386899
otu_b21221	276208
otu_b21226	573157
otu_b21231	675022
otu_b21242	333235
otu_b21243	27711
otu_b21244	232551
otu_b21245	297093
otu_b2126	530700
otu_b21261	199445
otu_b21262	302309
otu_b21272	617469
otu_b21288	783224
otu_b213	222818
otu_b21302	212662
otu_b21307	1831095
otu_b2131	1625449
otu_b21328	636430
otu_b21337	346289
otu_b21339	632051
otu_b2135	4442130
otu_b21350	281742
otu_b21364	4459003
otu_b21369	4317170
otu_b21386	547223
otu_b214	4396976
otu_b2142	305897
otu_b2144	567491
otu_b21444	253214
otu_b21458	247695
otu_b21471	370183
otu_b21477	332876
otu_b21478	537954
otu_b21514	4444048
otu_b21517	331752
otu_b21522	40511
otu_b21534	4478426
otu_b21541	332788
otu_b21555	294210
otu_b21567	1685009
otu_b21592	250136
otu_b2160	4471706
otu_b21603	285497
otu_b21617	145278
otu_b2162	4465535
otu_b21624	223209
otu_b2163	364155
otu_b21658	332625
otu_b21665	143210
otu_b21668	821401
otu_b21676	309029
otu_b2168	3889756
otu_b21703	987934
otu_b21705	332564
otu_b21711	127021
otu_b21718	178735
otu_b21729	191445
otu_b2173	706728
otu_b21743	272076
otu_b21760	3856408
otu_b21772	14505
otu_b21773	111272
otu_b21794	524219
otu_b21799	332423
otu_b21810	231563
otu_b2183	114102
otu_b2184	115099
otu_b21844	5860
otu_b2185	4440638
otu_b2187	1144153
otu_b21882	252721
otu_b21887	616188
otu_b2189	133533
otu_b21898	230216
otu_b21908	2460736
otu_b21925	195798
otu_b21931	199403
otu_b21947	263705
otu_b21953	332210
otu_b21958	301022
otu_b21968	231129
otu_b2197	332041
otu_b21981	4445574
otu_b21987	162820
otu_b21992	2912622
otu_b22	403853
otu_b2203	902711
otu_b2204	167882
otu_b22044	1116890
otu_b22048	209124
otu_b22053	301149
otu_b22060	220970
otu_b22061	16204
otu_b22066	843442
otu_b22071	125168
otu_b22123	122656
otu_b22128	190220
otu_b2213	158804
otu_b2214	593803
otu_b22147	4305519
otu_b2217	4192967
otu_b2219	4457840
otu_b22190	1143820
otu_b22192	331863
otu_b22208	97153
otu_b22220	111976
otu_b22250	331781
otu_b22278	1136763
otu_b223	2904385
otu_b2230	368134
otu_b2233	360315
otu_b2234	509913
otu_b22373	567791
otu_b22379	4417539
otu_b22380	4330745
otu_b22384	137356
otu_b22385	543541
otu_b22388	1138722
otu_b22401	253212
otu_b22402	331571
otu_b22426	232900
otu_b2246	346241
otu_b22473	274744
otu_b2248	1105876
otu_b225	264229
otu_b22510	233191
otu_b22511	331416
otu_b22512	114383
otu_b22515	195865
otu_b22524	255170
otu_b22526	308419
otu_b22548	100850
otu_b22550	331350
otu_b22558	338052
otu_b22562	365717
otu_b2260	1106060
otu_b22628	331234
otu_b22642	331216
otu_b22692	331150
otu_b22726	212698
otu_b22754	320467
otu_b22782	103364
otu_b22789	331013
otu_b228	2480553
otu_b22805	330989
otu_b22820	350741
otu_b22827	1978955
otu_b22831	143309
otu_b2284	140401
otu_b22851	1119959
otu_b22872	578911
otu_b22873	322506
otu_b2288	262768
otu_b22883	272871
otu_b22887	330873
otu_b22891	4321239
otu_b22908	4315471
otu_b22921	4715
otu_b22933	589014
otu_b22937	195941
otu_b22939	231908
otu_b22949	4202174
otu_b22962	45610
otu_b2301	3450454
otu_b23023	387095
otu_b23040	330660
otu_b23043	288224
otu_b23049	4323865
otu_b23050	320613
otu_b23051	4462599
otu_b2306	651779
otu_b23068	687245
otu_b231	4374432
otu_b23100	330564
otu_b23109	169600
otu_b23159	305436
otu_b23181	4377062
otu_b23184	3767933
otu_b23186	315443
otu_b23190	173715
otu_b23198	327581
otu_b23208	143873
otu_b23216	349161
otu_b2322	70976
otu_b2325	558807
otu_b2326	822530
otu_b23283	4393208
otu_b23291	4308376
otu_b23296	364109
otu_b23297	4330852
otu_b233	1145751
otu_b23301	111019
otu_b2331	1119551
otu_b23331	289257
otu_b234	218095
otu_b23401	4329093
otu_b23416	614504
otu_b23417	153687
otu_b2342	3549446
otu_b23422	2371945
otu_b23425	809315
otu_b23436	298423
otu_b23460	321135
otu_b23481	189076
otu_b235	4442130
otu_b2351	350596
otu_b23514	196165
otu_b23517	389282
otu_b23518	522595
otu_b23527	2565100
otu_b23532	300696
otu_b2355	4467810
otu_b23554	778795
otu_b23562	297133
otu_b2357	297094
otu_b23612	191098
otu_b2362	511461
otu_b23625	168219
otu_b23629	343442
otu_b23635	4341683
otu_b23644	1128234
otu_b23659	1123167
otu_b23666	531614
otu_b23677	315589
otu_b23694	329690
otu_b237	589124
otu_b23703	192062
otu_b23734	592771
otu_b23749	2785331
otu_b23752	329597
otu_b23787	702614
otu_b23789	4348509
otu_b2379	610486
otu_b238	4477551
otu_b2381	363429
otu_b23832	195805
otu_b2384	364120
otu_b23852	741615
otu_b23865	3557405
otu_b2388	212698
otu_b23885	180877
otu_b239	387095
otu_b23902	149505
otu_b23913	367688
otu_b23968	269511
otu_b23976	294617
otu_b24	4452118
otu_b2400	195798
otu_b24003	76393
otu_b24007	4373078
otu_b24017	329225
otu_b24045	532203
otu_b24053	1118978
otu_b24060	2951214
otu_b2408	243367
otu_b24086	175563
otu_b241	369705
otu_b24102	2448302
otu_b24109	329096
otu_b2412	50647
otu_b2413	343266
otu_b2415	4467810
otu_b24153	542475
otu_b242	1040713
otu_b24201	328957
otu_b24219	187932
otu_b24233	670178
otu_b2425	2358923
otu_b24266	61812
otu_b24278	187807
otu_b2429	2607184
otu_b24320	242389
otu_b24324	165935
otu_b24344	4293581
otu_b24350	175108
otu_b24383	313816
otu_b24384	4422743
otu_b24392	822419
otu_b24401	265639
otu_b24419	522254
otu_b24435	4454318
otu_b24439	799024
otu_b2444	332041
otu_b24454	144653
otu_b24484	535603
otu_b24495	7821
otu_b245	2530636
otu_b24505	105501
otu_b24507	308164
otu_b24511	807707
otu_b24520	2183213
otu_b2454	363198
otu_b24542	328466
otu_b24544	331326
otu_b24545	545495
otu_b24548	328458
otu_b24565	294791
otu_b24578	181931
otu_b2458	4415153
otu_b2462	839128
otu_b24620	4353262
otu_b2463	363167
otu_b24653	4416610
otu_b24657	638485
otu_b24666	675804
otu_b24674	308309
otu_b24675	220264
otu_b24676	4351228
