Chafron_OTU	GreenGenes_13_5
otu_b45971	287755
otu_b46	542410
otu_b4600	351293
otu_b4601	340474
otu_b4605	589277
otu_b4606	336705
otu_b4607	2194878
otu_b46079	301149
otu_b4608	328708
otu_b4609	247715
otu_b46107	3781237
otu_b4612	584541
otu_b4616	104216
otu_b46162	510854
otu_b4617	157884
otu_b4618	341222
otu_b4620	1121123
otu_b4621	356404
otu_b4622	3398712
otu_b46237	301703
otu_b46265	226338
otu_b46293	916621
otu_b4630	214919
otu_b4632	535375
otu_b4635	347274
otu_b46359	297648
otu_b46362	291421
otu_b4637	1684221
otu_b4638	565357
otu_b46389	297615
otu_b464	4308332
otu_b4640	199445
otu_b4641	356568
otu_b4646	321952
otu_b46468	297529
otu_b4648	606965
otu_b4649	4392188
otu_b4650	347218
otu_b4652	4377697
otu_b4653	234504
otu_b46535	4304057
otu_b4659	212902
otu_b466	3319380
otu_b4662	320360
otu_b46637	289597
otu_b46644	265278
otu_b46646	923783
otu_b4668	306355
otu_b4669	46548
otu_b4671	268880
otu_b4673	127587
otu_b4674	320430
otu_b46747	196724
otu_b46751	301160
otu_b4676	143894
otu_b4677	588411
otu_b468	144380
otu_b4682	2085032
otu_b46820	193367
otu_b4683	3472383
otu_b4684	17434
otu_b46888	294714
otu_b4691	582627
otu_b4692	343420
otu_b46935	296960
otu_b46948	296945
otu_b4695	330540
otu_b46952	296941
otu_b4696	2978043
otu_b4697	308872
otu_b4698	312770
otu_b46983	583958
otu_b4699	72820
otu_b46994	4310221
otu_b4700	84240
otu_b4701	336110
otu_b47015	808486
otu_b4702	359098
otu_b4705	1040889
otu_b4706	450309
otu_b47077	301113
otu_b4708	342165
otu_b4709	91024
otu_b471	242298
otu_b4710	239044
otu_b4711	339185
otu_b4716	323291
otu_b4719	4346675
otu_b4720	105501
otu_b47238	296615
otu_b4727	351293
otu_b47298	291202
otu_b473	4305517
otu_b4731	317862
otu_b47316	3699358
otu_b4732	305946
otu_b47322	2445338
otu_b4733	355993
otu_b47337	357020
otu_b47341	296496
otu_b4735	4449456
otu_b4736	295145
otu_b4737	15257
otu_b4738	344154
otu_b4739	353181
otu_b47456	4299126
otu_b4746	307679
otu_b4749	191780
otu_b475	513894
otu_b4751	4472130
otu_b47521	157006
otu_b47523	4449458
otu_b4755	644938
otu_b47552	212698
otu_b4756	290900
otu_b4757	342288
otu_b4759	356407
otu_b4762	4070491
otu_b4766	1109395
otu_b4767	315462
otu_b47676	195275
otu_b47695	296086
otu_b4770	215214
otu_b47727	296052
otu_b47741	296038
otu_b47747	345658
otu_b47748	65421
otu_b47752	978113
otu_b4779	105434
otu_b478	3365024
otu_b47805	4450377
otu_b4781	844750
otu_b47840	295892
otu_b4786	301678
otu_b4787	777316
otu_b47880	195798
otu_b4790	344246
otu_b47909	558970
otu_b4792	4380522
otu_b4793	4372979
otu_b47943	289184
otu_b4797	308302
otu_b4798	4392188
otu_b47983	442743
otu_b48	545528
otu_b48010	763063
otu_b4803	332587
otu_b4806	306546
otu_b4811	151747
otu_b4816	566078
otu_b48161	295539
otu_b48168	530416
otu_b48215	512250
otu_b4824	4295725
otu_b48246	196913
otu_b4826	2371945
otu_b48264	308498
otu_b4829	1108470
otu_b48298	3608623
otu_b483	4479317
otu_b4833	46567
otu_b48358	583134
otu_b48367	295296
otu_b4838	340347
otu_b48387	39572
otu_b4839	276834
otu_b4840	27711
otu_b4845	4325533
otu_b4846	588530
otu_b4847	535375
otu_b48471	526996
otu_b48479	194065
otu_b48488	536754
otu_b4854	255170
otu_b48541	295086
otu_b4859	4451935
otu_b48597	289310
otu_b4861	332293
otu_b48617	2431118
otu_b4862	339252
otu_b48627	1123167
otu_b4866	99392
otu_b48664	727176
otu_b48668	291816
otu_b4868	78009
otu_b4869	335981
otu_b4870	4377697
otu_b48705	4432703
otu_b4871	389615
otu_b4875	243136
otu_b4878	322223
otu_b48780	331326
otu_b488	369028
otu_b4881	263120
otu_b48851	4339348
otu_b4886	197004
otu_b489	94705
otu_b48905	148827
otu_b48907	177641
otu_b4892	294794
otu_b48926	358757
otu_b4894	264608
otu_b4896	330844
otu_b4899	2639475
otu_b49	4406968
otu_b490	109591
otu_b4900	190240
otu_b49021	292444
otu_b49026	542121
otu_b49049	2196986
otu_b4905	321086
otu_b4906	124751
otu_b4909	123001
otu_b4912	173810
otu_b4914	263385
otu_b49167	527762
otu_b4917	268962
otu_b49176	4331183
otu_b49188	294324
otu_b4921	361108
otu_b4923	35270
otu_b49242	4440404
otu_b49258	357020
otu_b4926	326076
otu_b4927	167882
otu_b4929	319373
otu_b493	4346490
otu_b4930	4394104
otu_b4931	1127950
otu_b4932	238002
otu_b49342	4474215
otu_b4935	651436
otu_b4937	327623
otu_b49384	683769
otu_b494	1140833
otu_b4940	8315
otu_b49400	160441
otu_b4943	132619
otu_b49433	4412542
otu_b4944	457371
otu_b4946	569244
otu_b49468	177820
otu_b49489	4455308
otu_b495	369013
otu_b49512	3604981
otu_b49521	291715
otu_b49555	179637
otu_b49572	293881
otu_b4958	4306242
otu_b49582	293869
otu_b4961	343420
otu_b4965	235017
otu_b49674	4384058
otu_b49676	152747
otu_b49740	187891
otu_b4975	584541
otu_b4976	356403
otu_b4981	342962
otu_b49835	293566
otu_b4984	196381
otu_b4985	308318
otu_b4986	172411
otu_b4987	314095
otu_b4989	267373
otu_b4991	193891
otu_b4992	346289
otu_b4993	327050
otu_b4994	3868285
otu_b4995	1111501
otu_b4996	789011
otu_b4998	294905
otu_b4999	105804
otu_b5	387095
otu_b50	360635
otu_b5000	339229
otu_b5001	535603
otu_b5002	356083
otu_b5005	4386814
otu_b5006	356079
otu_b5007	309218
otu_b50076	178852
otu_b5008	342165
otu_b50087	809841
otu_b5009	364029
otu_b5010	356073
otu_b50117	2320623
otu_b5013	123001
otu_b5015	326605
otu_b5019	89259
otu_b502	4421858
otu_b5026	29012
otu_b5029	356042
otu_b503	4345397
otu_b50301	1829563
otu_b5031	332293
otu_b5032	253542
otu_b5033	338840
otu_b5034	207174
otu_b5036	4314397
otu_b50421	523934
otu_b5045	4442459
otu_b50456	292816
otu_b5046	1110043
otu_b5051	345275
otu_b50518	3398712
otu_b50555	195792
otu_b50577	834138
otu_b5058	4305519
otu_b50619	177641
otu_b5062	558528
otu_b5064	13983
otu_b50650	28218
otu_b5069	741283
otu_b507	806529
otu_b5070	803570
otu_b5073	334701
otu_b5074	577294
otu_b5077	184394
otu_b5078	2987631
otu_b5079	610455
otu_b508	4304638
otu_b5082	3001126
otu_b5084	1135190
otu_b5085	167741
otu_b5086	289754
otu_b5087	758884
otu_b5088	339156
otu_b509	198468
otu_b50914	358914
otu_b5096	824723
otu_b50969	113417
otu_b5098	143873
otu_b50991	245601
otu_b51	370301
otu_b5109	302309
otu_b511	4406967
otu_b5112	335418
otu_b5115	355920
otu_b5118	4337253
otu_b5122	355912
otu_b51280	557153
otu_b5132	175563
otu_b51333	291770
otu_b5136	803570
otu_b5138	54730
otu_b5139	339616
otu_b5143	350165
otu_b5144	285269
otu_b51440	148453
otu_b51478	4412542
otu_b5150	4093636
otu_b5152	140880
otu_b51526	4368216
otu_b5154	844998
otu_b5156	346289
otu_b5159	324708
otu_b516	470724
otu_b5160	358757
otu_b5162	714746
otu_b5165	172859
otu_b5166	803570
otu_b51694	1057720
otu_b51709	110842
otu_b5175	142346
otu_b51750	2072645
otu_b5176	255170
otu_b51776	2064265
otu_b5179	163243
otu_b51802	238109
otu_b51816	4384058
otu_b5183	330159
otu_b51880	213896
otu_b5189	262537
otu_b51899	1135364
otu_b5192	335844
otu_b5193	355822
otu_b5195	228778
otu_b5199	572134
otu_b5201	353696
otu_b5203	706432
otu_b52035	178146
otu_b52036	121422
otu_b52079	72104
otu_b5208	337517
otu_b5209	310077
otu_b52097	238205
otu_b521	264229
otu_b5212	321533
otu_b52121	1124030
otu_b5213	348328
otu_b52141	1513957
otu_b5215	838192
otu_b5216	4405640
otu_b5217	584683
otu_b5219	110220
otu_b5222	4414420
otu_b52230	290696
otu_b5229	233587
otu_b523	551223
otu_b52314	198133
otu_b5232	303886
otu_b52328	103606
otu_b5235	4406968
otu_b5236	530926
otu_b5238	309801
otu_b5239	4355419
otu_b5241	137107
otu_b52426	290455
otu_b5245	355758
otu_b5247	335411
otu_b52525	321517
otu_b5255	352482
otu_b5262	220168
otu_b5268	117948
otu_b5269	347362
otu_b52694	192494
otu_b5270	191780
otu_b5272	341019
otu_b52736	253404
otu_b5274	9918
otu_b52747	177855
otu_b52758	675625
otu_b52779	4406969
otu_b5279	253914
otu_b5282	1132384
otu_b52823	289990
otu_b52831	289257
otu_b5284	326076
otu_b5292	352560
otu_b52954	4453304
otu_b5297	16204
otu_b5299	353896
otu_b530	4441804
otu_b5303	355683
otu_b5307	329731
otu_b53096	289658
otu_b531	3018647
otu_b53112	4388316
otu_b5315	322729
otu_b53158	164216
otu_b53200	195865
otu_b5326	1716466
otu_b5327	169268
otu_b53274	2463842
otu_b5329	244041
otu_b53340	188098
otu_b53362	167882
otu_b53375	357111
otu_b5339	452823
otu_b53396	656774
otu_b534	2641600
otu_b5340	190938
otu_b5341	345434
otu_b53410	847934
otu_b53416	3398150
otu_b53435	289243
otu_b5344	123001
otu_b53442	2947338
otu_b5346	127587
otu_b5347	170387
otu_b5348	312770
otu_b5349	351634
otu_b53536	289127
otu_b5355	106533
otu_b5357	4366264
otu_b5359	338926
otu_b5365	112382
otu_b5372	230479
otu_b5377	566887
otu_b5379	16054
otu_b5384	323221
otu_b5385	331652
otu_b53863	124470
otu_b5388	317199
otu_b5389	123001
otu_b5390	144713
otu_b5391	509433
otu_b53926	177039
otu_b5394	3430935
otu_b53943	183401
otu_b53950	175323
otu_b5396	306124
otu_b5397	520657
otu_b53986	582630
otu_b54	100919
otu_b5404	249375
otu_b5408	355538
otu_b5409	99264
otu_b5410	785501
otu_b5412	355534
otu_b5413	2904801
otu_b5416	4336960
otu_b5417	123001
otu_b5419	4393622
otu_b542	368890
otu_b5421	354581
otu_b54225	279155
otu_b5424	321533
otu_b543	823916
otu_b54308	288193
otu_b54326	806092
otu_b54330	127012
otu_b5434	227854
otu_b54357	190154
otu_b5439	265381
otu_b5440	355494
otu_b54430	241977
otu_b5446	3398712
otu_b54490	287978
otu_b54520	4447765
otu_b5455	27711
otu_b54596	4331183
otu_b54607	4390723
otu_b5461	336844
otu_b5462	1135379
otu_b5463	306329
otu_b5464	255170
otu_b5470	716984
otu_b54743	839152
otu_b5475	243735
otu_b5483	16204
otu_b54831	287576
otu_b5485	310574
otu_b5488	261188
otu_b5490	525199
otu_b54910	360808
otu_b5492	242873
otu_b5497	4387469
otu_b5498	126283
otu_b5499	233950
otu_b5501	317200
otu_b55027	183967
otu_b55036	74559
otu_b55038	4442130
otu_b55040	74559
otu_b55045	285269
otu_b55047	74559
otu_b55055	2297428
otu_b55060	386899
otu_b55061	465433
otu_b55065	284177
otu_b55076	74559
otu_b55078	284177
otu_b55079	280459
otu_b5509	4416434
otu_b55092	194490
otu_b551	4467810
otu_b5510	3621189
otu_b55106	417981
otu_b55108	258175
otu_b5511	644094
otu_b55110	142309
otu_b55111	74559
otu_b55122	1116073
otu_b55128	344495
otu_b55133	169845
otu_b5514	1131654
otu_b55144	822337
otu_b5516	266331
otu_b5517	341186
otu_b55182	17652
otu_b55185	4383135
otu_b55188	4449518
otu_b55190	542654
otu_b55208	285269
otu_b55215	286918
otu_b55248	74559
otu_b55254	269378
otu_b5527	170056
otu_b55273	4465803
otu_b5529	3942100
otu_b553	2896107
otu_b5532	137362
otu_b5534	262807
otu_b55348	254888
otu_b55351	4334792
otu_b55352	74559
otu_b5536	322609
otu_b55363	74559
otu_b5537	117907
otu_b55370	553146
otu_b55389	821579
otu_b55395	285269
otu_b55424	280459
otu_b5543	2212505
otu_b55438	279019
otu_b55449	74559
otu_b55450	71872
otu_b55457	832674
otu_b5546	316946
otu_b55460	286874
otu_b5547	287507
otu_b5548	315831
otu_b55486	284177
otu_b5550	310077
otu_b55510	4449524
otu_b55536	512469
otu_b55568	280459
otu_b5557	111130
otu_b5558	821401
otu_b55582	4308376
otu_b5559	163243
otu_b55593	280968
otu_b5560	589419
otu_b5561	4322943
otu_b55613	557513
otu_b5562	355315
otu_b5563	167582
otu_b55704	747987
otu_b5571	305608
otu_b55722	286579
otu_b5574	322136
otu_b5576	169398
otu_b55762	653394
otu_b5577	69933
otu_b5578	105501
otu_b5581	292633
otu_b55820	653033
otu_b55834	205383
otu_b5584	349161
otu_b559	368849
otu_b5592	322571
otu_b55931	74559
otu_b55966	2170756
otu_b560	225846
otu_b5600	271176
otu_b5602	127587
otu_b56025	67774
otu_b5603	3786156
otu_b5604	216599
otu_b56133	775532
otu_b56147	74559
otu_b5616	212698
otu_b5618	293990
otu_b5619	342375
otu_b5622	3923541
otu_b56233	4306242
otu_b56263	271431
otu_b56297	184909
otu_b563	1143468
otu_b5631	245029
otu_b5632	305059
otu_b56352	632140
otu_b5636	138826
otu_b56369	1105305
otu_b56377	447141
otu_b56379	786876
otu_b56405	810986
otu_b5641	169515
otu_b56421	2170756
otu_b56440	255964
otu_b5646	1144814
otu_b5648	589014
otu_b56484	285726
otu_b565	156652
otu_b56500	242029
otu_b56501	220889
otu_b5651	326549
otu_b5652	332355
otu_b5653	644094
otu_b5655	105804
otu_b56564	187961
otu_b5657	1115447
otu_b5659	212698
otu_b5661	341713
otu_b5662	346289
otu_b56623	590842
otu_b56632	591722
otu_b56637	285553
otu_b5664	351293
otu_b56648	1129328
otu_b56659	74559
otu_b56731	4410644
otu_b5675	315064
otu_b56776	332042
otu_b56785	175646
otu_b568	745556
otu_b5680	197708
otu_b56800	148454
otu_b5682	117948
otu_b56873	553146
otu_b56891	107529
otu_b56895	112867
otu_b56932	134762
otu_b5698	314126
otu_b57	360635
otu_b57005	114510
otu_b5705	799433
otu_b57087	249375
otu_b571	4454736
otu_b5712	426638
otu_b5714	355097
otu_b57146	3016478
otu_b5715	271353
otu_b57178	4383135
otu_b5719	411486
otu_b57196	198725
otu_b572	368831
otu_b5720	103167
otu_b57207	4752
otu_b5722	336275
otu_b5723	246850
otu_b5726	302960
otu_b57272	268065
otu_b5728	244041
otu_b57311	107036
otu_b57340	280968
otu_b57358	3868361
otu_b5737	776787
otu_b5739	262580
otu_b574	146554
otu_b5740	227886
otu_b57410	281684
otu_b5742	261285
otu_b57428	223126
otu_b57432	59527
otu_b5744	362968
otu_b5748	355045
otu_b5749	302309
otu_b57519	753723
otu_b57553	74559
otu_b5757	292905
otu_b5760	263662
otu_b57603	627853
otu_b57612	231844
otu_b5763	4449894
otu_b57636	249375
otu_b5766	72449
otu_b577	831328
otu_b57713	1140833
otu_b5774	167338
otu_b5776	315846
otu_b57772	284241
otu_b57775	12184
otu_b578	1125006
otu_b5786	194478
otu_b57871	4444760
otu_b5791	589277
otu_b5794	1902400
otu_b5795	347274
otu_b57952	151165
otu_b5796	531374
otu_b57966	1138397
otu_b5797	4387230
otu_b5798	2921213
otu_b57986	1021368
otu_b58009	284177
otu_b58062	4347148
otu_b5810	354963
otu_b58116	591722
otu_b5813	324273
otu_b5815	528652
otu_b5819	4004991
otu_b5821	148925
otu_b58254	8097
otu_b5826	105501
otu_b58266	4354540
otu_b583	580957
otu_b5830	208434
otu_b58302	1992
otu_b58306	283637
otu_b5833	92333
otu_b5835	228601
otu_b5837	164237
otu_b5839	1119551
otu_b58409	4420399
otu_b5841	3532907
otu_b585	364120
otu_b5850	99933
otu_b5851	4315471
otu_b58533	195694
otu_b5854	573157
otu_b5855	2978254
otu_b58559	242467
otu_b5856	4473506
otu_b5861	193064
otu_b58611	818315
otu_b5867	4337902
otu_b5874	354873
otu_b58746	236225
otu_b58766	4327286
otu_b58775	4459184
otu_b588	2358923
otu_b5883	354860
otu_b5886	290548
otu_b5887	562126
otu_b5895	15257
otu_b5896	345114
otu_b58962	203879
otu_b58964	905743
otu_b5898	322267
otu_b5903	196541
otu_b59032	103467
otu_b5905	828284
otu_b5906	4374322
otu_b5908	3883044
otu_b59101	278565
otu_b5917	346468
otu_b5918	545460
otu_b592	148620
otu_b5922	310919
otu_b5925	588317
otu_b59257	285927
otu_b5927	4073431
otu_b59271	1113279
otu_b59275	868003
otu_b59298	282480
otu_b593	4452050
otu_b5930	328739
otu_b5932	71169
otu_b59321	161513
otu_b5934	744080
otu_b5935	269781
otu_b59368	170335
otu_b5937	148418
otu_b59404	74559
otu_b5941	4464787
otu_b59434	282325
otu_b59440	2170756
otu_b59454	634032
otu_b5946	357312
otu_b5947	345434
otu_b59493	104313
otu_b595	510857
otu_b5951	153430
otu_b59510	748483
otu_b5955	354765
otu_b5956	320322
otu_b5962	1123167
otu_b59647	74559
otu_b5967	197225
otu_b5969	1118558
otu_b5974	553331
otu_b59750	163919
otu_b5980	152417
otu_b5981	354725
otu_b59846	3886617
otu_b5995	431910
otu_b59966	13485
otu_b5997	102950
otu_b5998	347685
otu_b6	574051
otu_b60060	281597
otu_b60063	281593
otu_b6007	4447105
otu_b6011	2932151
otu_b60170	114563
otu_b6018	340680
otu_b6022	259754
otu_b60225	103285
otu_b60241	4326219
otu_b6025	196035
otu_b60263	1991307
otu_b603	4477551
otu_b6033	152042
otu_b60330	25853
otu_b60336	281260
otu_b6035	613196
otu_b6037	339092
otu_b6039	348517
otu_b604	165421
otu_b6043	105501
otu_b60464	140955
otu_b6051	4388432
otu_b60615	4282096
otu_b6062	169006
otu_b6066	4348329
otu_b6068	230268
otu_b607	542881
otu_b60714	280825
otu_b6072	715700
otu_b6075	1110378
otu_b60756	2170756
otu_b6079	4410599
otu_b60817	1116073
otu_b60844	160918
otu_b6092	249375
otu_b6094	354574
otu_b60940	4354540
otu_b60951	557665
otu_b6097	360015
otu_b6099	331303
otu_b61	540821
otu_b6102	70260
otu_b6106	132619
otu_b61065	280438
otu_b6108	309565
otu_b6109	4439477
otu_b6110	617960
otu_b6111	242200
otu_b61127	945455
otu_b6119	244041
otu_b61196	817942
otu_b612	4470475
otu_b6120	305946
otu_b6127	1146685
otu_b613	368134
otu_b614	324143
otu_b6144	3186392
otu_b61454	279993
otu_b6148	826270
otu_b6149	351293
otu_b615	4414261
otu_b61502	4320901
otu_b6152	3203801
otu_b6153	4461322
otu_b6154	4295230
otu_b61558	279872
otu_b6159	345263
otu_b61600	90701
otu_b61635	2134421
otu_b6165	27711
otu_b61656	128235
otu_b61694	207157
otu_b617	1011954
otu_b6172	171532
otu_b6173	233587
otu_b6174	4365178
otu_b61745	74559
otu_b61751	4475886
otu_b61760	278563
otu_b61780	279579
otu_b61782	3621189
otu_b6179	577242
otu_b61796	4445349
otu_b6180	822114
otu_b61808	279524
otu_b61811	551733
otu_b61817	735422
otu_b61825	1144693
otu_b61843	397273
otu_b61852	1108726
otu_b61857	265006
otu_b6189	333505
otu_b61892	4321782
otu_b61897	3990161
otu_b61899	186852
otu_b61906	91903
otu_b61907	6859
otu_b61928	156459
otu_b61933	591430
otu_b61936	4475477
otu_b61939	4446019
otu_b61948	279278
otu_b61969	4401964
otu_b61978	70614
otu_b6198	348142
otu_b61987	696544
otu_b62	50968
otu_b62001	279193
otu_b62006	81252
otu_b62019	542933
otu_b62026	715913
otu_b6203	228778
otu_b62032	624220
otu_b62038	4421286
otu_b62043	153687
otu_b62046	163433
otu_b62054	593720
otu_b62071	33766
otu_b62072	238109
otu_b62076	141136
otu_b62078	4413917
otu_b62080	591340
otu_b62089	51114
otu_b621	566233
otu_b62116	3424623
otu_b62125	278399
otu_b6213	228443
otu_b62151	97163
otu_b62161	1584967
otu_b62189	171607
otu_b62199	548468
otu_b622	276010
otu_b62206	34202
otu_b62215	4331023
otu_b6222	529608
otu_b6223	4470216
otu_b62254	159906
otu_b62255	4816
otu_b62270	278733
otu_b62275	4338742
otu_b62281	733758
otu_b62291	278697
otu_b62292	734275
otu_b62297	278684
otu_b62311	1047886
otu_b6232	4401465
otu_b62332	222737
otu_b62334	4008780
otu_b62336	4350466
otu_b6236	255098
otu_b62379	266544
otu_b62385	3780777
otu_b624	238205
otu_b62407	277649
otu_b62412	1134482
otu_b62440	278433
otu_b62445	278426
otu_b62446	783593
otu_b62454	248395
otu_b62460	653033
otu_b6247	268040
otu_b6248	649271
otu_b62496	114723
otu_b6250	346478
otu_b62501	1126769
otu_b62505	1051459
otu_b62521	816056
otu_b62532	337093
otu_b62544	74559
otu_b62562	50765
otu_b62563	4412902
otu_b62564	2611121
otu_b62568	617431
otu_b6258	139410
otu_b62587	1106058
otu_b62600	157953
otu_b6261	1141633
otu_b62614	2584634
otu_b62623	166535
otu_b62625	2578357
otu_b62626	278115
otu_b62631	221124
otu_b62632	277842
otu_b62653	4426964
otu_b62657	80876
otu_b62663	4303191
otu_b62675	834138
otu_b62683	1524403
otu_b62687	826144
otu_b62689	818950
otu_b6269	791030
otu_b62694	407556
otu_b6272	1135190
otu_b6273	320322
otu_b62734	149505
otu_b6274	4412542
otu_b62778	343239
otu_b6278	509047
otu_b6279	3964538
otu_b6280	321972
otu_b62804	194442
otu_b62805	1019594
otu_b62806	3878210
otu_b62815	4362502
otu_b62825	4367527
otu_b62826	4369743
otu_b6283	123001
otu_b6284	330210
otu_b62852	763545
otu_b62856	484357
otu_b6287	192438
otu_b62882	239611
otu_b6290	564290
otu_b62901	521250
otu_b62905	4378740
otu_b62930	644016
otu_b62942	65421
otu_b62951	277518
otu_b62961	752354
otu_b62962	1136034
otu_b62963	3427116
otu_b62974	161677
otu_b62993	278602
otu_b62998	90701
otu_b62999	2890199
otu_b63008	3694342
otu_b63024	247986
otu_b63045	79265
otu_b63059	562694
otu_b63061	4377062
otu_b63075	254504
otu_b63081	248069
otu_b63086	541275
otu_b63097	1128240
otu_b6310	4301298
otu_b63100	277135
otu_b63108	4418266
otu_b63113	175108
otu_b63117	262032
otu_b63122	522479
otu_b63129	271492
otu_b63135	1719
otu_b63143	3568163
otu_b63147	3504555
otu_b63148	450309
otu_b63155	1787644
otu_b63158	343239
otu_b6316	103709
otu_b63171	252205
otu_b63174	277957
otu_b6318	3621189
otu_b63186	352392
otu_b632	47365
otu_b63210	238559
otu_b63214	4367588
otu_b6322	324708
otu_b63223	276755
otu_b6323	354254
otu_b63233	153214
otu_b63238	255657
otu_b63240	276704
otu_b63242	337277
otu_b63254	276678
otu_b63258	214450
otu_b6326	370086
otu_b63263	276652
otu_b63276	582480
otu_b63283	276605
otu_b63288	136627
otu_b63289	565274
otu_b63314	140785
otu_b6332	126283
otu_b63322	260742
otu_b6333	354236
otu_b63333	324143
otu_b63338	157274
otu_b63343	276429
otu_b6335	1132406
otu_b63355	783545
otu_b63359	4467810
otu_b63366	222534
otu_b63369	4369354
otu_b63377	207262
otu_b63388	245457
otu_b63391	1126488
otu_b63395	827969
otu_b63397	212281
otu_b6340	757344
otu_b63403	4480207
otu_b63405	246435
otu_b63411	851567
otu_b63417	148554
otu_b63419	2189140
otu_b6342	9918
otu_b63421	246293
otu_b63422	544859
otu_b63428	107672
otu_b63458	3456231
otu_b63463	2130193
otu_b63468	153243
otu_b6347	580008
otu_b63485	149147
otu_b63494	4465525
otu_b635	102142
otu_b6351	349161
otu_b63523	266558
otu_b63525	277957
otu_b6358	228374
otu_b63588	217702
otu_b63589	182418
otu_b63598	199958
otu_b63628	1124499
otu_b63645	151747
otu_b63653	13074
otu_b63656	4301997
otu_b63659	747465
otu_b63670	238002
otu_b63678	4377480
otu_b6368	4035247
otu_b63681	174644
otu_b63683	312742
otu_b63684	25051
otu_b6369	354181
otu_b63696	271897
otu_b63705	845516
otu_b63707	3186392
otu_b63728	137072
otu_b63739	78511
otu_b63746	6047
otu_b63747	364720
otu_b63748	150935
otu_b63749	199416
otu_b63765	1107468
otu_b6378	4350035
otu_b6379	323291
otu_b63792	367523
otu_b63807	223368
otu_b63810	275236
otu_b63814	85407
otu_b63822	387095
otu_b63823	4444760
otu_b63844	238109
otu_b63853	259198
otu_b6387	208434
otu_b63890	4395653
otu_b63891	4424905
otu_b63903	849704
otu_b63908	4480861
otu_b6391	4392188
otu_b63911	310003
otu_b63921	4415939
otu_b63923	16002
otu_b63928	1133769
otu_b63930	264229
otu_b63935	260326
otu_b63955	211191
otu_b63965	822991
otu_b63973	790347
otu_b63977	4346675
otu_b6398	397444
otu_b63986	251360
otu_b63993	264229
otu_b64	269203
otu_b64000	564678
otu_b64021	107501
otu_b64028	4339728
otu_b64034	2603
otu_b6404	536793
otu_b64043	89831
otu_b64047	3368797
otu_b64057	274613
otu_b64060	262829
otu_b64063	4410644
otu_b64067	138174
otu_b64073	4407093
otu_b64096	4395797
otu_b641	81997
otu_b64129	4460871
otu_b6413	190938
otu_b64130	4317009
otu_b64135	712007
otu_b64148	4436729
otu_b64159	2200131
otu_b64164	4389142
otu_b64179	274299
otu_b64187	741867
otu_b642	159126
otu_b64200	4371786
otu_b64202	4436729
otu_b64204	3341593
otu_b64207	261920
otu_b64213	587616
otu_b64220	221379
otu_b64237	264229
otu_b64238	586655
otu_b64243	106843
otu_b64252	566012
otu_b6426	324708
otu_b6427	165994
otu_b64279	260794
otu_b64282	31559
otu_b64286	263212
otu_b6430	308309
otu_b64304	262032
otu_b64307	4334867
otu_b64330	249776
otu_b6435	259754
otu_b64367	102722
otu_b64377	258375
otu_b6438	789011
otu_b6439	589014
otu_b64392	282250
otu_b64395	4358795
otu_b64399	271021
otu_b64429	271272
otu_b6443	249375
otu_b64441	18850
otu_b64455	3563235
otu_b64477	258263
otu_b6449	110790
otu_b64510	4415482
otu_b64519	4396454
otu_b6452	210092
otu_b64528	570486
otu_b6453	73371
otu_b64544	249375
otu_b64553	273373
otu_b64556	4436135
otu_b64615	4323865
otu_b64625	581555
otu_b6464	229118
otu_b6466	27711
otu_b64678	171180
otu_b6468	644094
otu_b64696	1122784
otu_b6472	367213
otu_b64728	4377062
otu_b64730	77292
otu_b64747	1060353
otu_b64749	272887
otu_b64764	271492
otu_b64768	4469401
otu_b64769	160693
otu_b64776	545528
otu_b6480	214023
otu_b6481	2978043
otu_b64818	584942
otu_b64824	4402254
otu_b64828	151316
otu_b6485	228778
otu_b64862	174644
otu_b64869	4468850
otu_b64871	697711
otu_b6493	102136
otu_b64931	179040
otu_b6494	299017
otu_b64960	1139344
otu_b6497	358483
otu_b64973	122028
otu_b65007	4380503
otu_b65009	263122
otu_b65011	3407352
otu_b6502	244041
otu_b65040	1117497
otu_b65054	787760
otu_b6507	323600
otu_b65077	146193
otu_b65094	4312975
otu_b6513	126508
otu_b65152	1780597
otu_b6516	5419
otu_b65160	4404112
otu_b65169	263735
otu_b65175	970138
otu_b65181	215778
otu_b6522	327271
otu_b65236	41229
otu_b65237	2651336
otu_b65247	104155
otu_b65250	130884
otu_b65269	248278
otu_b65281	271404
otu_b6530	125624
otu_b65317	2309802
otu_b6533	308419
otu_b65394	267354
otu_b65397	233573
otu_b654	139410
otu_b65415	514028
otu_b6544	326774
otu_b65448	246509
otu_b65480	3726190
otu_b65499	2317377
otu_b65515	3209565
otu_b65521	1817223
otu_b65523	221791
otu_b65527	270769
otu_b65528	132274
otu_b65558	87442
otu_b65563	89632
otu_b65569	352497
otu_b65574	270648
otu_b65579	270636
otu_b6558	800554
otu_b65580	724665
otu_b656	4333020
otu_b6560	12191
otu_b65604	4455962
otu_b65620	4443276
otu_b65623	4363665
otu_b65624	65421
otu_b65633	4295656
otu_b65654	3076501
otu_b65656	278913
otu_b65657	270402
otu_b65679	251456
otu_b6568	541894
otu_b65721	926370
otu_b6574	326076
otu_b65763	263348
otu_b65770	920852
otu_b65800	798250
otu_b65803	312035
otu_b6581	353910
otu_b6583	3346542
otu_b65861	851322
otu_b65872	321764
otu_b65875	170490
otu_b65892	209334
otu_b659	1145751
