	M11Nstl.140810	B.2004.01.S1.405609	C.3037.01.S1.405123	FL.3.32a.3.281781	H55Kc.735962	SE.20100928.GY.NF008.BC.093.a.673660	UQ288.591065	sp0193.486346	EM086.441698	L08A095.799873	bb08145b2a3724c42967dc2dbdab5c3b	b76ecf3dd46fcab94418c68c6fcd8ada	ME10May08EB1R1.486639	mf2188.633126	920cce1ef960ffc7343eb5628636a37e	cf1170.632724	6b3f4f4e221ccf8bbfc57e52791ed288	B26.737560	H60Do.735986	10.8.12.rk.st.0800.1123130	9f400082bffeb4494d4497ef084ffe94	NA.15.T0.830848	Zambon.Leftpalm.983763	cf1126.633182	SPM1x030408.142594	ANT04.S2M1.607431	4d366f8db0835339ed3c686415599480	SPM1x040108.142616	50.col.lumen.TG.676359	CBE09Aug07.617917	HI.20.35e.2.281673	TVF.2004.Loc4.D10.Rep1.414474	1204BCDNA.486523	nest.WY.2008.3.712186.739059	E3E04.826190	sp1017.486420	WT07L.478428	SE.20101009.GY.ALTFF002.BC.225.415346	TS152.2.299097	must.18.1128116	sp1565.486407	F32Hair.140769	Calh5.385340	FL.3.26a.1.281867	TS1.2.299121	soil1.T3U1.536591	F31Forr.140586	sp0759.486364	Myr.tri.Seat.4.03H10.653706	S00305.543918	fut2negative.day56.70.Regular.1004900	TBH12Aug08.618303	PM8x30308.142380	Turkey.Stool.983766	42265f3f55dd9c4c9b4feaee53b1f4fc	CU3258.141544	75f78e4c6e0dc6e4a62f570c1bc9a339	P.Dois.Rios.SB.414865	21.ill.mucosa.WT.676371	SSBE21Aug08.618423
M11Nstl.140810	0.0	0.793761550889	0.916186138934	0.54299368336	0.474206429725	0.572607915994	0.646137399031	0.765972294023	0.817606009693	0.574297657512	0.551318888889	0.759893448276	0.500191875	0.811375555556	0.554335277778	0.776732362031	0.692408571429	0.561218928571	0.62270993538	0.930279983845	0.612627777778	0.67697822294	0.95695993538	0.697574042146	0.739729224556	0.568811389338	0.492026	0.750557043619	0.920549822294	0.466926365105	0.596207875895	0.572831357027	0.657028287561	0.647023101777	0.6043780937	0.683661389338	0.85653625	0.567882455574	0.765138432956	0.730933764136	0.76718368336	0.442236300485	0.511544520796	0.540530088028	0.794685880452	0.610400048465	0.543600016155	0.66641546042	0.373220420032	0.628652051696	0.814347108239	0.596385993538	0.725308642973	0.667631405493	0.670758125	0.616737576737	1.17621222222	0.524679224556	0.713360775444	0.573683182553
B.2004.01.S1.405609	0.793761550889	0.0	0.588482353179	0.805412681704	0.816407962738	0.811161364925	0.872682102066	0.71365691778	0.316119347914	0.7862999919	0.896132222222	0.585577241379	0.736813125	0.653676666667	0.821240277778	0.515268256071	0.858928095238	0.843418928571	0.61171230017	0.518022146618	0.839271111111	0.503105856622	0.593296496557	0.429435996169	0.4300715681	0.751520218712	0.778775	0.403420395115	0.567920628205	0.845883300932	0.803850644391	0.810490243013	0.800036221142	0.699330028352	0.890226265695	0.790563669502	0.6164275	0.798982859457	0.334540145202	0.939004208181	0.730144038072	0.944173933902	0.827298698011	0.831374559859	0.353214924812	0.774383345484	0.902187002204	0.76003526529	0.831068428514	0.705693184183	0.356228348485	0.823411320373	0.409843133696	0.70911162819	0.73573375	0.778303053797	1.53219777778	0.776003722155	0.535180998686	0.856600854597
C.3037.01.S1.405123	0.916186138934	0.588482353179	0.0	0.899584010025	0.943310198951	0.893319235899	0.963988660909	0.702934078487	0.511906177951	0.865098189949	0.985512222222	0.951065517241	0.672725625	0.87057	0.930116111111	0.847132649007	0.952662380952	0.852538214286	0.773394243197	0.491719545256	0.898954444444	0.787068304547	0.390430448185	0.606507413793	0.642131272401	0.851133851115	0.887077	0.652470064655	0.633437307692	0.947206134663	0.925084486874	0.91149569742	0.889652092261	0.795830235024	0.976309259948	0.876671864889	0.608101666667	0.894858977919	0.663209438131	1.03240063274	0.758347835592	1.03570819829	0.935332929476	0.927596109155	0.663925401003	0.868826226498	0.999573460691	0.846030655881	0.935274922387	0.910346337149	0.4669695	0.910392320726	0.62522215971	0.854654695015	0.9061925	0.864197848101	1.41311222222	0.862307824661	0.83393847569	0.939339768255
FL.3.32a.3.281781	0.54299368336	0.805412681704	0.899584010025	0.0	0.521304837093	0.503922944862	0.560538822055	0.667421077694	0.81719085213	0.441095463659	0.550185555556	0.750672758621	0.56028375	0.774723333333	0.493916944444	0.796887439294	0.608214285714	0.472150357143	0.505935513784	0.917741804511	0.564376666667	0.732772619048	0.944533721805	0.787330862069	0.752340701754	0.560379210526	0.614188	0.764517443609	0.928452897436	0.476599874687	0.284891909308	0.362863596491	0.533678258145	0.501590977444	0.551443721805	0.606649561404	0.802155	0.494237255639	0.778138132832	0.693896453634	0.703135714286	0.663842318296	0.298570940325	0.329390862676	0.814050200501	0.367739611529	0.602734912281	0.575331466165	0.527669799499	0.726070551378	0.827186424242	0.491118120301	0.765655639098	0.73227575188	0.6389825	0.554503892405	1.14261777778	0.424869047619	0.758458186597	0.463419661654
H55Kc.735962	0.474206429725	0.816407962738	0.943310198951	0.521304837093	0.0	0.498069961328	0.707319034594	0.710048739277	0.82057553065	0.428341192504	0.67561	0.764332413793	0.54777	0.515648888889	0.437210833333	0.795308830022	0.64942952381	0.620950714286	0.513875068027	0.938326528513	0.546411111111	0.751385109214	0.971559458585	0.749548275862	0.753250573477	0.545165636338	0.520785	0.775342377874	0.929231692308	0.549965333888	0.58035575179	0.561276805653	0.610204540149	0.622718061454	0.411433010828	0.613639323583	0.749101666667	0.504711648854	0.797252405303	0.660454680193	0.707691679089	0.70396326226	0.580757504521	0.584380334507	0.821331578947	0.578025035157	0.590596421749	0.614687153002	0.431699888623	0.633664484912	0.828159893939	0.539474612572	0.697095601936	0.577765023907	0.53624375	0.578087515823	1.20311222222	0.479503536071	0.691713390276	0.483221232606
SE.20100928.GY.NF008.BC.093.a.673660	0.572607915994	0.811161364925	0.893319235899	0.503922944862	0.498069961328	0.0	0.655433988212	0.557361255792	0.811342783623	0.393269610307	0.597	0.712448275862	0.635778125	0.665328888889	0.384339722222	0.803830529801	0.466567619048	0.442286785714	0.579404859694	0.919118093686	0.541796666667	0.745285735208	0.934507438063	0.806809272031	0.761197177419	0.378387674927	0.642596	0.763970941092	0.904435333333	0.524281803824	0.549456348449	0.507769589536	0.419980302025	0.619347178594	0.441149782159	0.464841067922	0.775875416667	0.282584466551	0.768065669192	0.695886127923	0.563210591809	0.731460852878	0.518274900542	0.546187007042	0.81146839599	0.521734535102	0.673884386481	0.463906343516	0.550622399967	0.74553855359	0.81551969697	0.450937406368	0.759013169994	0.715235125767	0.466146875	0.501158971519	0.88906	0.370076776297	0.745915611038	0.439789991211
UQ288.591065	0.646137399031	0.872682102066	0.963988660909	0.560538822055	0.707319034594	0.655433988212	0.0	0.809263759656	0.87916382548	0.59899971891	0.82869	0.79857862069	0.652423125	0.750273333333	0.703315555556	0.841649249448	0.784827142857	0.684097142857	0.692423537415	0.992603119145	0.631201111111	0.739165894217	1.0062501509	0.825467241379	0.802519784946	0.702758813281	0.630412	0.81811066092	0.960104833333	0.597769988917	0.553838568019	0.509260565543	0.742838966715	0.631192898112	0.7328192574	0.788058580237	1.00991625	0.650577914767	0.840309513889	0.822653008941	0.844682322884	0.737714765458	0.535265352622	0.542308221831	0.858965488722	0.499273891345	0.713372608376	0.748692156457	0.668855889778	0.72346566077	0.878602772727	0.664932452907	0.811893393829	0.824553297038	0.6159475	0.706739493671	1.40699666667	0.600285668596	0.800837739816	0.67243596382
sp0193.486346	0.765972294023	0.71365691778	0.702934078487	0.667421077694	0.710048739277	0.557361255792	0.809263759656	0.0	0.689697542315	0.590896965503	0.682128888889	0.834219310345	0.6935925	0.917998888889	0.706237777778	0.926651169978	0.70015047619	0.643399285714	0.67901505102	0.725608642566	0.918251111111	0.837897047452	0.740373059685	0.750726072797	0.761330725806	0.471134405294	0.834031	0.760762579023	0.764383128205	0.726945951787	0.680456062053	0.67242899339	0.460355289929	0.55565653261	0.756458948643	0.394359695804	0.666652083333	0.618244508506	0.786665643939	0.856185440165	0.213708158928	0.868581428571	0.702903435805	0.724250510563	0.814107055138	0.629519117095	0.822957472447	0.317223532042	0.749619306163	0.876647835588	0.689501484848	0.682545417744	0.753870556564	0.803100689458	0.618758125	0.645385933544	1.28026111111	0.616915741277	0.87531130092	0.67387946902
EM086.441698	0.817606009693	0.316119347914	0.511906177951	0.81719085213	0.82057553065	0.811342783623	0.87916382548	0.689697542315	0.0	0.787291707836	0.987531111111	0.567191034483	0.706040625	0.635386666667	0.827670833333	0.566298520971	0.884535714286	0.729810357143	0.592545939626	0.396226737191	0.758358888889	0.529021104758	0.48440348925	0.404989176245	0.438064130824	0.758411367795	0.512473	0.409489130747	0.428066615385	0.863052707121	0.821721527446	0.821696147072	0.806547170631	0.710630467749	0.902910373971	0.792540579826	0.710377916667	0.816191231702	0.459290018939	0.944030962861	0.69937175892	0.944883347548	0.841678698011	0.836025880282	0.49608075188	0.783277464547	0.918082086701	0.765998223925	0.834453751144	0.715445983351	0.326941560606	0.829344703797	0.394307313975	0.691596756633	0.774941875	0.791842199367	1.31622	0.780426073879	0.587494388962	0.849837311299
L08A095.799873	0.574297657512	0.7862999919	0.865098189949	0.441095463659	0.428341192504	0.393269610307	0.59899971891	0.590896965503	0.787291707836	0.0	0.586793333333	0.800995517241	0.5755025	0.835575555556	0.328363888889	0.81484192053	0.5102	0.464111071429	0.502984392007	0.903531152044	0.51612	0.703950770869	0.907929765758	0.74276394636	0.732089023297	0.462451893101	0.669348	0.742282068966	0.869212051282	0.477752892768	0.515279307876	0.461856379898	0.484596028535	0.47361298552	0.436832793867	0.511512940801	0.73815875	0.412481032794	0.756100271465	0.708524463549	0.624826401193	0.722389040512	0.499286980108	0.555360933099	0.785019010025	0.364668068569	0.645848919912	0.478058019591	0.542523419932	0.763020010406	0.80229269697	0.438201761073	0.725858185118	0.663814380324	0.55382625	0.458774003165	0.843636666667	0.408028417802	0.756521208936	0.419884024702
