	M11Nstl.140810	B.2004.01.S1.405609	C.3037.01.S1.405123	FL.3.32a.3.281781	H55Kc.735962	SE.20100928.GY.NF008.BC.093.a.673660	UQ288.591065	sp0193.486346	EM086.441698	L08A095.799873	bb08145b2a3724c42967dc2dbdab5c3b	b76ecf3dd46fcab94418c68c6fcd8ada	ME10May08EB1R1.486639	mf2188.633126	920cce1ef960ffc7343eb5628636a37e	cf1170.632724	6b3f4f4e221ccf8bbfc57e52791ed288	B26.737560	H60Do.735986	10.8.12.rk.st.0800.1123130	9f400082bffeb4494d4497ef084ffe94	NA.15.T0.830848	Zambon.Leftpalm.983763	cf1126.633182	SPM1x030408.142594	ANT04.S2M1.607431	4d366f8db0835339ed3c686415599480	SPM1x040108.142616	50.col.lumen.TG.676359	CBE09Aug07.617917	HI.20.35e.2.281673	TVF.2004.Loc4.D10.Rep1.414474	1204BCDNA.486523	nest.WY.2008.3.712186.739059	E3E04.826190	sp1017.486420	WT07L.478428	SE.20101009.GY.ALTFF002.BC.225.415346	TS152.2.299097	must.18.1128116	sp1565.486407	F32Hair.140769	Calh5.385340	FL.3.26a.1.281867	TS1.2.299121	soil1.T3U1.536591	F31Forr.140586	sp0759.486364	Myr.tri.Seat.4.03H10.653706	S00305.543918	fut2negative.day56.70.Regular.1004900	TBH12Aug08.618303	PM8x30308.142380	Turkey.Stool.983766	42265f3f55dd9c4c9b4feaee53b1f4fc	CU3258.141544	75f78e4c6e0dc6e4a62f570c1bc9a339	P.Dois.Rios.SB.414865	21.ill.mucosa.WT.676371	SSBE21Aug08.618423
M11Nstl.140810	0.0	0.804776817447	0.92896358643	0.543195589661	0.467332294023	0.593021631664	0.651430565428	0.751246801292	0.809919563813	0.584606704362	0.677991111111	0.675767586207	0.52274375	0.658784444444	0.585668055556	0.780046843267	0.610381904762	0.618092857143	0.595204361874	0.926059757674	0.618527777778	0.685226042003	0.969937140549	0.700672298851	0.773492084006	0.560873424879	0.475963	0.75475273021	0.911979806139	0.466969466882	0.569498997613	0.57248184168	0.667337221325	0.624019644588	0.557822019386	0.695761663974	0.864338333333	0.575503166397	0.791826752827	0.739600904685	0.771642746365	0.475001534733	0.496518987342	0.539517007042	0.788895363489	0.612146849758	0.534519466882	0.659715137318	0.378856978998	0.587402714055	0.811913376414	0.611174361874	0.724053957997	0.682820710824	0.585393125	0.590350323102	0.979447777778	0.5356	0.712139579968	0.578344216478
B.2004.01.S1.405609	0.804776817447	0.0	0.587676512758	0.816614085213	0.806587776428	0.80264326853	0.8651109032	0.708004678007	0.312853507493	0.779050417173	0.871418888889	0.544725172414	0.8014925	0.69408	0.768481111111	0.463600794702	0.915359047619	0.752559285714	0.602728286565	0.554887176995	0.813375555556	0.500844507898	0.600379185905	0.458077854406	0.442171281362	0.755860749291	0.700804	0.414983979885	0.605051012821	0.852711705144	0.820774486874	0.807873402187	0.804017646821	0.695827043337	0.886004580802	0.785218132847	0.748364166667	0.800300712839	0.32877395202	0.941559335763	0.722322790603	0.951423965885	0.829832712477	0.839218098592	0.382876804511	0.769507310652	0.893792277737	0.754083523694	0.826871178615	0.726014651405	0.312336090909	0.828591616039	0.400693520871	0.70293782098	0.766794375	0.779873275316	1.54250555556	0.768274921021	0.525182693824	0.849235836371
C.3037.01.S1.405123	0.92896358643	0.587676512758	0.0	0.911998884712	0.942216999344	0.894750172715	0.962042930695	0.699775019676	0.514352776761	0.867385302385	0.953524444444	0.961471034483	0.882579375	0.582636666667	0.927217222222	0.857138984547	1.01306428571	0.905793928571	0.770699294218	0.503941754482	0.953393333333	0.784165862484	0.377659007433	0.58952105364	0.669103019713	0.843023352645	0.744324	0.649070258621	0.612311423077	0.944741604323	0.922624749403	0.9134504777	0.887411659379	0.796684160472	0.973952005903	0.8761533439	0.576943333333	0.890895921513	0.655823655303	1.0280176066	0.759911235243	1.04008228145	0.935783797468	0.934358573944	0.661869210526	0.870959327722	0.998027567965	0.849638024705	0.939160733494	0.913482872008	0.535664409091	0.910854640359	0.620788505747	0.855515226279	0.798755625	0.869560063291	1.33565111111	0.863633942938	0.848370959264	0.937564491692
FL.3.32a.3.281781	0.543195589661	0.816614085213	0.911998884712	0.0	0.518913007519	0.496850150376	0.557121641604	0.675986290727	0.79969424812	0.431903095238	0.573478888889	0.753667931034	0.583056875	0.873302222222	0.474083611111	0.79437589404	0.536656190476	0.410775	0.50812566416	0.921972030075	0.571336666667	0.712825438596	0.949318609023	0.768935613027	0.763742619048	0.556011967419	0.574078	0.766141616541	0.927417102564	0.466955889724	0.292242768496	0.372524022556	0.535077418546	0.514340125313	0.556456942356	0.628232819549	0.804424583333	0.495927493734	0.784498997494	0.692370238095	0.695049498747	0.663547255639	0.281027685353	0.324288996479	0.818082694236	0.340554987469	0.608495902256	0.582390689223	0.525910927318	0.690780363409	0.825294393939	0.498462443609	0.770521616541	0.723558947368	0.5756125	0.566998259494	1.21981333333	0.411728922306	0.770020525624	0.457665037594
H55Kc.735962	0.467332294023	0.806587776428	0.942216999344	0.518913007519	0.0	0.498544180847	0.707541018141	0.708704260301	0.819441493596	0.421746865417	0.753322222222	0.767818275862	0.6745325	0.455741111111	0.523988333333	0.808772803532	0.661246666667	0.585132857143	0.514619311224	0.938472064155	0.446225555556	0.754832631183	0.971659448038	0.750879099617	0.768821397849	0.543615990719	0.474993	0.773944022989	0.932509794872	0.554708869493	0.560962553699	0.558228597244	0.607877711995	0.62001174659	0.415178429194	0.614683593728	0.921222916667	0.506120907045	0.79245842803	0.655302183631	0.706057716917	0.700307633262	0.564434755877	0.582987693662	0.81669112782	0.575468282942	0.61029008817	0.609354966953	0.431778870555	0.61313541103	0.818687651515	0.540310283364	0.702781669691	0.581473982562	0.569915625	0.583481693038	1.12684777778	0.476755222191	0.698143771353	0.482503192471
SE.20100928.GY.NF008.BC.093.a.673660	0.593021631664	0.80264326853	0.894750172715	0.496850150376	0.498544180847	0.0	0.655518549408	0.555876089275	0.808211490165	0.391783398637	0.587177777778	0.770281034483	0.661719375	0.781258888889	0.283642777778	0.789291302428	0.461464285714	0.468822142857	0.577606730442	0.917866123218	0.559482222222	0.740136606411	0.93241410473	0.813524885057	0.760808458781	0.378994236143	0.587526	0.750167816092	0.902199435897	0.521827096149	0.508865918854	0.507089815708	0.420944850348	0.622723491826	0.440828964755	0.462735104408	0.693141666667	0.282736877643	0.77842157197	0.697516516506	0.562210925296	0.746511556503	0.537233924051	0.565614542254	0.798312293233	0.518515137326	0.681076811168	0.460597512082	0.548780165828	0.759258969823	0.809601545455	0.450803573909	0.744742335148	0.719454526176	0.610830625	0.519517088608	0.975032222222	0.369545990012	0.746668672799	0.444721598799
UQ288.591065	0.651430565428	0.8651109032	0.962042930695	0.557121641604	0.707541018141	0.655518549408	0.0	0.809849937752	0.881343075252	0.594713615843	0.635904444444	0.766594827586	0.626725625	0.898561111111	0.725624166667	0.852071037528	0.762052857143	0.657383571429	0.686038758503	0.986867553971	0.681233333333	0.73659412001	1.00697557601	0.820510842912	0.817962240143	0.703588318372	0.638723	0.809877801724	0.960788294872	0.599800011083	0.553101861575	0.511052496988	0.742988391604	0.63198742659	0.734107684794	0.787613647327	0.889411666667	0.652285641374	0.834011862374	0.819711616231	0.843108766979	0.732355948827	0.558411663653	0.510092887324	0.862768082707	0.503693191318	0.712818772961	0.747552511162	0.66619826747	0.737368335068	0.886188787879	0.665629076605	0.816722577132	0.824370290048	0.632585	0.717822294304	1.17857777778	0.5992385483	0.804440551905	0.670655437235
sp0193.486346	0.751246801292	0.708004678007	0.699775019676	0.675986290727	0.708704260301	0.555876089275	0.809849937752	0.0	0.690978002059	0.61264520017	0.648397777778	0.927295862069	0.57597375	0.760707777778	0.672309722222	0.919343509934	0.782537142857	0.589590357143	0.679934289966	0.72227185947	0.664148888889	0.839081251151	0.740964157658	0.742871475096	0.773279516129	0.470620676543	0.72629	0.772632550287	0.753560858974	0.716254846218	0.714359403341	0.670687396689	0.459832045256	0.555376622978	0.759131866092	0.395641514626	0.58183875	0.617398603144	0.795034917929	0.859853204952	0.213614026912	0.862101055437	0.720025207957	0.713537535211	0.809295438596	0.630187771972	0.817925694342	0.315039286811	0.753579024008	0.893254370447	0.706554787879	0.681291843466	0.768755771325	0.800694023109	0.76260875	0.624772436709	1.02708555556	0.615320827157	0.874048449409	0.676349602314
EM086.441698	0.809919563813	0.312853507493	0.514352776761	0.79969424812	0.819441493596	0.808211490165	0.881343075252	0.690978002059	0.0	0.786515457836	0.888671111111	0.571461034483	0.937706875	0.379915555556	0.76403	0.647778631347	0.948532857143	0.8157825	0.60978692602	0.385064998856	0.700038888889	0.524028000915	0.486825393413	0.414509961686	0.409284166667	0.758855551235	0.658179	0.42366174569	0.421320717949	0.859376686063	0.824260453461	0.822732696706	0.804070368253	0.707221541629	0.903011256862	0.792924175435	0.792475416667	0.809771195105	0.442492695707	0.944252138927	0.696206134492	0.95466924307	0.833876781193	0.842022834507	0.449818659148	0.78199477699	0.908960293902	0.764938465233	0.827019997713	0.724296253902	0.323959636364	0.833420752516	0.421590792498	0.702752478271	0.69110625	0.796948528481	1.43976888889	0.785765114364	0.571450183968	0.854055882891
L08A095.799873	0.584606704362	0.779050417173	0.867385302385	0.431903095238	0.421746865417	0.391783398637	0.594713615843	0.61264520017	0.786515457836	0.0	0.676872222222	0.806181034483	0.562175625	0.70913	0.410704722222	0.807837969095	0.501493333333	0.479545357143	0.506121611395	0.890515114991	0.524875555556	0.71152262138	0.910629540034	0.732079655172	0.743890349462	0.468429548552	0.52647	0.739020596264	0.893680884615	0.486575976725	0.50023849642	0.452617348807	0.486376264906	0.474947333901	0.444374746593	0.515680732538	0.74925125	0.414418752129	0.758881761364	0.705037094223	0.623423877768	0.729351108742	0.491099493671	0.514986285211	0.768034774436	0.363885692078	0.646367178545	0.476860251278	0.555729974446	0.744749667014	0.798972893939	0.444548875639	0.722285299456	0.669433652044	0.550141875	0.442504936709	1.02547888889	0.403491475724	0.7528178318	0.417122206133
bb08145b2a3724c42967dc2dbdab5c3b	0.677991111111	0.871418888889	0.953524444444	0.573478888889	0.753322222222	0.587177777778	0.635904444444	0.648397777778	0.888671111111	0.676872222222	0.0	0.978977777778	0.535194444444	0.929061111111	0.573873333333	0.859247777778	0.45875	0.477386666667	0.645785555556	1.07314444444	0.637473333333	0.73034	0.989334444444	0.714982222222	0.883093333333	0.751873333333	0.667486666667	0.931933333333	0.983131111111	0.445831111111	0.425761111111	0.654812222222	0.559383333333	0.712827777778	0.666816666667	0.649665555556	0.924563333333	0.698615555556	0.972688888889	0.691624444444	0.835852222222	0.766084444444	0.465596666667	0.655083333333	0.790785555556	0.72469	0.736157777778	0.367271111111	0.477392222222	0.825238888889	0.987835555556	0.679217777778	0.870824444444	0.836068888889	0.66262	0.683103333333	1.34026111111	0.559257777778	0.917944444444	0.575026666667
b76ecf3dd46fcab94418c68c6fcd8ada	0.675767586207	0.544725172414	0.961471034483	0.753667931034	0.767818275862	0.770281034483	0.766594827586	0.927295862069	0.571461034483	0.806181034483	0.978977777778	0.0	0.7444475	0.768135555556	0.756463448276	0.36668862069	0.762051428571	0.758976428571	0.600781034483	0.977888275862	0.71863	0.615566551724	0.775984137931	0.591496551724	0.399452068966	0.812115862069	0.528028	0.305646206897	0.931731724138	0.775930689655	0.748231724138	0.72872137931	0.817733793103	0.787358275862	0.814183793103	0.816126896552	0.984302916667	0.783653103448	0.581293793103	0.867423103448	0.935477931034	0.830647586207	0.802732068966	0.691885862069	0.509391724138	0.707615517241	0.888795517241	0.850737931034	0.763137931034	0.650762413793	0.519202068966	0.743112413793	0.569697241379	0.894539655172	0.70767	0.842162758621	1.52225444444	0.680522758621	0.435803793103	0.719114137931
ME10May08EB1R1.486639	0.52274375	0.8014925	0.882579375	0.583056875	0.6745325	0.661719375	0.626725625	0.57597375	0.937706875	0.562175625	0.535194444444	0.7444475	0.0	0.706064444444	0.71461875	0.745380625	0.61951375	0.682925	0.734258125	0.858535	0.773364444444	0.696711875	1.015598125	0.826585	0.75349625	0.507931875	0.69067	0.745701875	0.78291625	0.59581375	0.627301875	0.672675625	0.588249375	0.718759375	0.753710625	0.660078125	0.782315	0.63481	0.79302625	0.82853375	0.64083	0.5469075	0.519820625	0.504451875	0.775924375	0.54996125	0.761519375	0.629236875	0.6250475	0.820470625	0.8752525	0.611491875	0.698504375	0.755049375	0.603769375	0.65649	1.32503111111	0.5940175	0.85141	0.517055625
mf2188.633126	0.658784444444	0.69408	0.582636666667	0.873302222222	0.455741111111	0.781258888889	0.898561111111	0.760707777778	0.379915555556	0.70913	0.929061111111	0.768135555556	0.706064444444	0.0	0.856392222222	0.778497777778	0.849721111111	0.757888888889	0.574526666667	0.643016666667	0.747516666667	0.786653333333	0.788167777778	0.625274444444	0.662437777778	0.810077777778	0.596304444444	0.440153333333	0.611853333333	0.813682222222	0.7332	0.757632222222	0.825472222222	0.885207777778	0.799331111111	0.660017777778	0.88654	0.739753333333	0.584981111111	0.855524444444	0.774697777778	0.910423333333	0.775138888889	0.739922222222	0.695004444444	0.758518888889	0.90308	0.779926666667	0.7905	0.628098888889	0.781497777778	0.843348888889	0.587512222222	0.613462222222	0.746488888889	0.995643333333	1.29873555556	0.703008888889	0.438093333333	0.801994444444
