	M11Nstl.140810	B.2004.01.S1.405609	C.3037.01.S1.405123	FL.3.32a.3.281781	H55Kc.735962	SE.20100928.GY.NF008.BC.093.a.673660	UQ288.591065	sp0193.486346	EM086.441698	L08A095.799873	bb08145b2a3724c42967dc2dbdab5c3b	b76ecf3dd46fcab94418c68c6fcd8ada	ME10May08EB1R1.486639	mf2188.633126	920cce1ef960ffc7343eb5628636a37e	cf1170.632724	6b3f4f4e221ccf8bbfc57e52791ed288	B26.737560	H60Do.735986	10.8.12.rk.st.0800.1123130	9f400082bffeb4494d4497ef084ffe94	NA.15.T0.830848	Zambon.Leftpalm.983763	cf1126.633182	SPM1x030408.142594	ANT04.S2M1.607431	4d366f8db0835339ed3c686415599480	SPM1x040108.142616	50.col.lumen.TG.676359	CBE09Aug07.617917	HI.20.35e.2.281673	TVF.2004.Loc4.D10.Rep1.414474	1204BCDNA.486523	nest.WY.2008.3.712186.739059	E3E04.826190	sp1017.486420	WT07L.478428	SE.20101009.GY.ALTFF002.BC.225.415346	TS152.2.299097	must.18.1128116	sp1565.486407	F32Hair.140769	Calh5.385340	FL.3.26a.1.281867	TS1.2.299121	soil1.T3U1.536591	F31Forr.140586	sp0759.486364	Myr.tri.Seat.4.03H10.653706	S00305.543918	fut2negative.day56.70.Regular.1004900	TBH12Aug08.618303	PM8x30308.142380	Turkey.Stool.983766	42265f3f55dd9c4c9b4feaee53b1f4fc	CU3258.141544	75f78e4c6e0dc6e4a62f570c1bc9a339	P.Dois.Rios.SB.414865	21.ill.mucosa.WT.676371	SSBE21Aug08.618423
M11Nstl.140810	0.0	0.794704345719	0.930583069467	0.534848287561	0.477662633279	0.575793004847	0.643262972536	0.746993295638	0.81786634895	0.575116558966	0.578633333333	0.72766137931	0.5241225	0.729342222222	0.524174166667	0.783757350993	0.601165714286	0.546565357143	0.601520468498	0.923225621971	0.467061111111	0.701212229402	0.963765137318	0.745453180077	0.749994523425	0.580821712439	0.381243	0.754139483037	0.922962180937	0.46489276252	0.580183198091	0.584067285945	0.64694450727	0.639771211632	0.573634087237	0.694517156704	0.808615	0.58769904685	0.773266219709	0.728258012924	0.759233311793	0.462092778675	0.495017594937	0.53959346831	0.800172875606	0.588308546042	0.568421163166	0.642983247173	0.38406187399	0.594678885299	0.815622180937	0.604969822294	0.721681389338	0.653866187399	0.618023125	0.610534717286	1.40892333333	0.517317253635	0.725243974152	0.59215187399
B.2004.01.S1.405609	0.794704345719	0.0	0.585742065614	0.820965839599	0.825194264885	0.807629878493	0.868191101661	0.707310510328	0.307811061158	0.769769469421	0.915405555556	0.562483793103	0.68306875	0.831766666667	0.836987222222	0.533230838852	0.878119047619	0.749151428571	0.601131181973	0.540697071689	0.862643333333	0.491591482382	0.606505018226	0.417133601533	0.432337535842	0.752199931146	0.761808	0.400108613506	0.557383128205	0.846404191981	0.816023078759	0.813584050223	0.793017290401	0.701672616444	0.88269236533	0.777730643985	0.8246825	0.806797424058	0.327159760101	0.943824487647	0.729628270555	0.947138187633	0.823439186257	0.817731408451	0.307368057644	0.778130522479	0.900020661278	0.756316375051	0.830967525314	0.704092164412	0.323632030303	0.813997658971	0.397791010284	0.708840951802	0.760260625	0.793536724684	1.28584444444	0.776784293236	0.541972483574	0.854200518429
C.3037.01.S1.405123	0.930583069467	0.585742065614	0.0	0.913598546366	0.943763848929	0.899068526454	0.966429714692	0.699447920857	0.511820473468	0.868244246167	0.907403333333	0.89603137931	0.891034375	0.78687	0.939475555556	0.877248609272	0.97777	0.922538571429	0.772162933673	0.493420433975	0.869547777778	0.788433810669	0.383745803454	0.557576858238	0.641557831541	0.842176311762	0.824906	0.642664533046	0.629234833333	0.946051113882	0.915493102625	0.909226465894	0.884768088107	0.79044885986	0.979822306515	0.88053114014	0.627033333333	0.895052031045	0.640262417929	1.03068501719	0.764307626804	1.03439993603	0.928975316456	0.930766989437	0.621995288221	0.869651686707	0.995355664952	0.850326952339	0.93820992676	0.908718636837	0.481501939394	0.911365807827	0.597771167574	0.850000471141	0.853531875	0.874421218354	1.08464222222	0.86758075317	0.833679277267	0.938509164845
FL.3.32a.3.281781	0.534848287561	0.820965839599	0.913598546366	0.0	0.516561942356	0.505739511278	0.554742130326	0.671428283208	0.817302619048	0.452256942356	0.427026666667	0.736654137931	0.57516	0.715316666667	0.467858611111	0.807667924945	0.595105714286	0.449977857143	0.510481403509	0.930073283208	0.625208888889	0.726344749373	0.949602907268	0.760115670498	0.781093496241	0.557802531328	0.605674	0.771206290727	0.934492589744	0.459198283208	0.289109665871	0.375909097744	0.551589912281	0.517223847118	0.562248446115	0.606949223058	0.7870975	0.475135075188	0.777174699248	0.698341453634	0.687942067669	0.670803045113	0.306633453888	0.336714735915	0.810232142857	0.343067431078	0.606543483709	0.551873095238	0.517060438596	0.702370839599	0.8130095	0.47689047619	0.739711165414	0.735657756892	0.4740825	0.559458053797	1.15430111111	0.421818458647	0.761503731932	0.462490538847
H55Kc.735962	0.477662633279	0.825194264885	0.943763848929	0.516561942356	0.0	0.500377019407	0.707411968781	0.70938489242	0.820210239021	0.430945730409	0.647471111111	0.721081724138	0.6879325	0.623316666667	0.425380833333	0.79696803532	0.63414952381	0.646018571429	0.512194434524	0.938700472505	0.557876666667	0.755438084359	0.973176878076	0.749099003831	0.753315017921	0.543487656448	0.500364	0.767314375	0.931688512821	0.546790157938	0.574953245823	0.561844914921	0.60721718605	0.621385009141	0.422611372521	0.611115118127	0.980914583333	0.507648412319	0.787672335859	0.648200618982	0.706517284489	0.699360735608	0.589444177215	0.593201408451	0.812042042607	0.570394123893	0.597455378398	0.611177467304	0.43475543602	0.611031331946	0.831560984848	0.537839525383	0.692650641258	0.580673447476	0.577693125	0.57857164557	1.09982333333	0.478617185347	0.688709592641	0.484746803867
SE.20100928.GY.NF008.BC.093.a.673660	0.575793004847	0.807629878493	0.899068526454	0.505739511278	0.500377019407	0.0	0.655336284638	0.557016490765	0.809357217521	0.395725413118	0.527382222222	0.741324827586	0.6127675	0.750533333333	0.304971111111	0.78658615894	0.586990952381	0.469363571429	0.571097155612	0.91717735947	0.537006666667	0.740362755042	0.935331725225	0.808811762452	0.74940968638	0.37763975138	0.594982	0.747091336207	0.909442307692	0.518827284566	0.525255680191	0.507430987754	0.420597101071	0.621775741008	0.441100888334	0.462606987279	0.785995	0.287368417516	0.768724393939	0.695198603851	0.562658569395	0.736867665245	0.53194522604	0.548679929577	0.803491566416	0.51440181739	0.67568232917	0.46119891331	0.551988066991	0.745968636837	0.812088590909	0.452018203442	0.751515178463	0.717962664638	0.494729375	0.513771202532	1.11450111111	0.36956356484	0.760699408673	0.4429513659
UQ288.591065	0.643262972536	0.868191101661	0.966429714692	0.554742130326	0.707411968781	0.655336284638	0.0	0.808089854835	0.879080331656	0.603371545997	0.660111111111	0.801011724138	0.616004375	0.861715555556	0.747870833333	0.861951390728	0.777961904762	0.680451071429	0.689606084184	0.983684334012	0.751213333333	0.738338517031	1.00597013795	0.79295664751	0.825290259857	0.703069686518	0.684327	0.803895581897	0.96250824359	0.589429991687	0.561436372315	0.508208625712	0.743604101368	0.633537026411	0.733392580615	0.78811926933	0.964570833333	0.651725140677	0.836358964646	0.823111808803	0.844648879899	0.712605138593	0.581425081374	0.529983767606	0.867452192982	0.499607199893	0.720878067597	0.752280231509	0.670021928884	0.734555515088	0.871462030303	0.662233764867	0.819790024198	0.829930607199	0.632594375	0.720746503165	1.34822888889	0.600607721779	0.816940262812	0.673908826717
sp0193.486346	0.746993295638	0.707310510328	0.699447920857	0.671428283208	0.70938489242	0.557016490765	0.808089854835	0.0	0.689942724154	0.598047644804	0.693752222222	0.868365172414	0.752110625	0.79688	0.655068055556	0.904711633554	0.727338095238	0.6779125	0.686696207483	0.721000497963	0.877093333333	0.830730890451	0.741922019144	0.729218333333	0.774074184588	0.47157895092	0.800372	0.766093383621	0.760573461538	0.712145586035	0.706216587112	0.672114468759	0.46107313548	0.555136296263	0.758548128664	0.392089396246	0.628082916667	0.619962835666	0.788616319444	0.856764013067	0.215465153885	0.859396343284	0.716413652803	0.700048080986	0.822373270677	0.62856227157	0.822816833211	0.315801542513	0.752837392129	0.873475858481	0.706562121212	0.685516811701	0.767113575318	0.799450927203	0.54915625	0.650745522152	1.32562555556	0.615877917873	0.86588911958	0.677264321078
EM086.441698	0.81786634895	0.307811061158	0.511820473468	0.817302619048	0.820210239021	0.809357217521	0.879080331656	0.689942724154	0.0	0.788554914821	0.924144444444	0.561912758621	0.73311625	0.537488888889	0.834828888889	0.629915077263	0.943964761905	0.796477857143	0.612298358844	0.394457231244	0.775158888889	0.517518621912	0.485066132205	0.411667643678	0.4212625	0.759426923605	0.747982	0.430853017241	0.443315051282	0.868596259352	0.824172768496	0.820190154392	0.802270504346	0.707788509835	0.903221471866	0.797515300778	0.656216666667	0.810829635178	0.443655877525	0.953288462861	0.69735081656	0.958332803838	0.843979819168	0.837777394366	0.486446741855	0.780549075938	0.903551300514	0.769936753202	0.831899740393	0.731017679501	0.285399666667	0.836754226898	0.404621252269	0.698191668573	0.734608125	0.786872009494	1.42840333333	0.784477909424	0.606737713535	0.85564938129
L08A095.799873	0.575116558966	0.769769469421	0.868244246167	0.452256942356	0.430945730409	0.395725413118	0.603371545997	0.598047644804	0.788554914821	0.0	0.564447777778	0.782297241379	0.610916875	0.610181111111	0.353230555556	0.797200684327	0.611364285714	0.441202142857	0.499490170068	0.894526727002	0.491927777778	0.711411343697	0.910514882879	0.752261743295	0.740112517921	0.471983762777	0.643445	0.736060818966	0.897656666667	0.479868769742	0.49816071599	0.457642201874	0.48799024276	0.478018279387	0.430295185264	0.513764271721	0.855659583333	0.415849940375	0.761300890152	0.707920742779	0.622382655451	0.708030191898	0.500474611212	0.533058996479	0.777379461153	0.356362934412	0.652033328435	0.488731420358	0.546952987649	0.7235221436	0.804443151515	0.434966739779	0.73182630369	0.668334831772	0.564330625	0.446462626582	1.16955222222	0.404573720187	0.753934638633	0.414356835605
